t,stamp,laptop_mara,phone_mara,keys_mara,wallet_mara,backpack_mara,notebook_mara,pen_mara,mug_mara,water_bottle_mara,glasses_mara,jacket_mara,umbrella_mara,laptop_leo,phone_leo,keys_leo,wallet_leo,backpack_leo,headphones_leo,gaming_controller_leo,charger_leo,mug_leo,bowl_leo,jacket_leo,notebook_leo,phone_sofia,keys_sofia,wallet_sofia,backpack_sofia,lunchbox_sofia,water_bottle_sofia,charger_sofia,jacket_sofia,hairbrush_sofia,makeup_kit_sofia,medication_bottle_sofia,book_sofia,remote_1,blanket_1,plate_1,plate_2,pot_1,pan_1,laundry_basket_1,vacuum_cleaner_1
3840,d02 Wed 16:00,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,entry,entry,living,living,bathroom,bedroom_2,entry,living,kitchen,living,kitchen,living,entry,kitchen,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
3900,d02 Wed 17:00,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,outside,outside,outside,entry,living,kitchen,living,kitchen,living,outside,kitchen,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
3960,d02 Wed 18:00,kitchen,outside,outside,outside,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,entry,living,kitchen,living,kitchen,living,entry,living,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
4020,d02 Wed 19:00,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,entry,living,kitchen,living,kitchen,living,entry,living,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
4080,d02 Wed 20:00,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,entry,living,living,living,kitchen,living,entry,living,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
4140,d02 Wed 21:00,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bathroom,entry,entry,living,kitchen,kitchen,kitchen,entry,living,living,living,kitchen,living,entry,living,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
4200,d02 Wed 22:00,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bathroom,entry,entry,living,kitchen,kitchen,kitchen,entry,living,living,living,kitchen,living,entry,living,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
4260,d02 Wed 23:00,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bathroom,entry,entry,living,kitchen,kitchen,kitchen,entry,living,living,living,kitchen,living,entry,living,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
4320,d03 Thu 00:00,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bathroom,entry,entry,living,kitchen,kitchen,kitchen,entry,living,living,living,kitchen,living,entry,living,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
4380,d03 Thu 01:00,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,entry,living,living,living,kitchen,living,entry,living,bedroom_3,entry,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
4440,d03 Thu 02:00,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,entry,living,living,living,kitchen,living,entry,living,bedroom_3,entry,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
4500,d03 Thu 03:00,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,entry,living,living,living,kitchen,living,entry,living,bedroom_3,entry,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
4560,d03 Thu 04:00,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,entry,living,living,living,kitchen,living,entry,living,bedroom_3,entry,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
4620,d03 Thu 05:00,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,entry,living,living,living,kitchen,living,entry,living,bedroom_3,entry,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
4680,d03 Thu 06:00,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,entry,living,living,living,kitchen,living,entry,living,bedroom_3,entry,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
4740,d03 Thu 07:00,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,entry,living,living,living,kitchen,living,entry,living,bedroom_3,entry,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
4800,d03 Thu 08:00,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,outside,outside,kitchen,outside,living,living,living,kitchen,living,entry,living,bedroom_3,entry,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
4860,d03 Thu 09:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,bedroom_1,entry,entry,living,outside,outside,kitchen,outside,living,living,living,kitchen,living,entry,living,outside,outside,outside,kitchen,kitchen,outside,outside,entry,bedroom_3,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
4920,d03 Thu 10:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,bedroom_1,entry,entry,living,outside,outside,kitchen,outside,living,living,living,kitchen,living,entry,living,outside,outside,outside,kitchen,kitchen,outside,outside,entry,bedroom_3,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
4980,d03 Thu 11:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,bedroom_1,entry,entry,living,outside,outside,kitchen,outside,living,living,living,kitchen,living,entry,living,outside,outside,outside,kitchen,kitchen,outside,outside,entry,bedroom_3,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
5040,d03 Thu 12:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,bedroom_1,entry,entry,living,outside,outside,kitchen,outside,living,living,living,kitchen,living,entry,living,outside,outside,outside,kitchen,kitchen,outside,outside,entry,bedroom_3,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
5100,d03 Thu 13:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,bedroom_1,entry,entry,living,outside,outside,kitchen,outside,living,living,living,kitchen,living,entry,living,outside,outside,outside,kitchen,kitchen,outside,outside,entry,bedroom_3,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
5160,d03 Thu 14:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,outside,outside,kitchen,outside,living,living,living,kitchen,kitchen,entry,living,outside,outside,outside,kitchen,kitchen,outside,outside,entry,bedroom_3,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
5220,d03 Thu 15:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,outside,outside,kitchen,outside,living,living,living,kitchen,kitchen,entry,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
5280,d03 Thu 16:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,living,living,kitchen,kitchen,kitchen,living,living,living,kitchen,kitchen,entry,living,outside,entry,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
5340,d03 Thu 17:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,living,living,kitchen,kitchen,kitchen,living,living,living,kitchen,kitchen,entry,living,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
5400,d03 Thu 18:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,living,living,kitchen,kitchen,kitchen,living,living,living,kitchen,kitchen,entry,living,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
5460,d03 Thu 19:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,living,living,kitchen,kitchen,kitchen,living,living,living,living,kitchen,entry,living,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
5520,d03 Thu 20:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,living,living,kitchen,kitchen,kitchen,living,living,living,living,kitchen,entry,living,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
5580,d03 Thu 21:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,kitchen,kitchen,kitchen,living,living,living,living,kitchen,entry,living,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
5640,d03 Thu 22:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,kitchen,kitchen,kitchen,living,living,living,living,kitchen,entry,living,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
5700,d03 Thu 23:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,kitchen,kitchen,kitchen,living,living,living,living,kitchen,entry,living,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
5760,d04 Fri 00:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,kitchen,kitchen,kitchen,living,living,living,living,kitchen,entry,living,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
5820,d04 Fri 01:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,entry,entry,living,living,kitchen,kitchen,kitchen,living,living,living,living,kitchen,entry,living,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
5880,d04 Fri 02:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,entry,entry,living,living,kitchen,kitchen,kitchen,living,living,living,living,kitchen,entry,living,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
5940,d04 Fri 03:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,entry,entry,living,living,kitchen,kitchen,kitchen,living,living,living,living,kitchen,entry,living,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
6000,d04 Fri 04:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,entry,entry,living,living,kitchen,kitchen,kitchen,living,living,living,living,kitchen,entry,living,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
6060,d04 Fri 05:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,entry,entry,living,living,kitchen,kitchen,kitchen,living,living,living,living,kitchen,entry,living,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
6120,d04 Fri 06:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,entry,entry,living,living,kitchen,kitchen,kitchen,living,living,living,living,kitchen,entry,living,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
6180,d04 Fri 07:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,entry,entry,living,living,kitchen,kitchen,kitchen,living,living,living,living,kitchen,entry,living,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
6240,d04 Fri 08:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,entry,entry,living,outside,outside,kitchen,outside,living,living,living,kitchen,kitchen,entry,living,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
6300,d04 Fri 09:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,bathroom,entry,entry,living,outside,outside,kitchen,outside,living,living,living,kitchen,kitchen,entry,living,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
6360,d04 Fri 10:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,bathroom,entry,entry,living,outside,outside,kitchen,outside,living,living,living,kitchen,kitchen,entry,living,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
6420,d04 Fri 11:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,bathroom,entry,entry,living,outside,outside,kitchen,outside,living,living,living,kitchen,kitchen,entry,living,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
6480,d04 Fri 12:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,bathroom,entry,entry,living,outside,outside,kitchen,outside,living,living,living,kitchen,kitchen,entry,living,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
6540,d04 Fri 13:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,bathroom,entry,entry,living,outside,outside,kitchen,outside,living,living,living,kitchen,kitchen,entry,living,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
6600,d04 Fri 14:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,bathroom,entry,entry,living,outside,outside,kitchen,outside,living,living,living,kitchen,kitchen,entry,living,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
6660,d04 Fri 15:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,bathroom,entry,entry,living,outside,outside,kitchen,outside,living,living,living,kitchen,kitchen,entry,living,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
6720,d04 Fri 16:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,bathroom,entry,entry,living,outside,outside,kitchen,outside,living,living,living,kitchen,kitchen,entry,living,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
6780,d04 Fri 17:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,bathroom,entry,entry,living,entry,bedroom_2,kitchen,kitchen,living,living,living,kitchen,kitchen,entry,living,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
6840,d04 Fri 18:00,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,entry,entry,living,entry,bedroom_2,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,entry,living,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
6900,d04 Fri 19:00,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,entry,entry,living,entry,bedroom_2,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,entry,living,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
6960,d04 Fri 20:00,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,entry,entry,living,entry,bedroom_2,kitchen,kitchen,living,living,living,kitchen,kitchen,entry,living,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
7020,d04 Fri 21:00,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,entry,bedroom_2,kitchen,kitchen,living,living,living,kitchen,kitchen,entry,living,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
7080,d04 Fri 22:00,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,entry,bedroom_2,kitchen,kitchen,living,living,living,kitchen,kitchen,entry,living,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
7140,d04 Fri 23:00,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,entry,bedroom_2,kitchen,kitchen,living,living,living,kitchen,kitchen,entry,living,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
7200,d05 Sat 00:00,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,entry,bedroom_2,kitchen,kitchen,living,living,living,kitchen,kitchen,entry,living,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
