t,stamp,laptop_mara,phone_mara,keys_mara,wallet_mara,backpack_mara,jacket_mara,headphones_mara,glasses_mara,charger_mara,notebook_mara,pen_mara,lunchbox_mara,water_bottle_mara,umbrella_mara,mug_mara,mug_shared_1,bowl_shared_1,bowl_shared_2,plate_shared_1,plate_shared_2,book_mara,tablet_mara,remote_shared_1,blanket_mara,yoga_mat_mara,towel_mara,laundry_basket_mara,vacuum_cleaner_shared_1,pot_shared_1,pan_shared_1,hairbrush_mara,makeup_kit_mara,medication_bottle_mara,suitcase_mara,watering_can_mara
2700,d01 Tue 21:00,kitchen_table_k1,nightstand_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,dish_rack_k1,counter_k1,counter_k1,sink_k1,entry_floor_e1,counter_k1,cupboard_k1,entry_table_e1,sink_k1,kitchen_table_k1,counter_k1,bookshelf_l1,coffee_table_l1,cupboard_k1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,cupboard_k1,sink_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,counter_k1,bedroom_floor_b1,sink_k1
2760,d01 Tue 22:00,kitchen_table_k1,nightstand_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,dish_rack_k1,counter_k1,counter_k1,sink_k1,entry_floor_e1,counter_k1,cupboard_k1,entry_table_e1,sink_k1,kitchen_table_k1,counter_k1,bookshelf_l1,coffee_table_l1,cupboard_k1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,cupboard_k1,sink_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,counter_k1,bedroom_floor_b1,sink_k1
2820,d01 Tue 23:00,kitchen_table_k1,nightstand_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,dish_rack_k1,counter_k1,counter_k1,sink_k1,entry_floor_e1,counter_k1,cupboard_k1,entry_table_e1,sink_k1,kitchen_table_k1,counter_k1,bookshelf_l1,coffee_table_l1,cupboard_k1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,cupboard_k1,sink_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,counter_k1,bedroom_floor_b1,sink_k1
2880,d02 Wed 00:00,kitchen_table_k1,nightstand_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,dish_rack_k1,counter_k1,counter_k1,sink_k1,entry_floor_e1,counter_k1,cupboard_k1,entry_table_e1,sink_k1,kitchen_table_k1,counter_k1,bookshelf_l1,coffee_table_l1,cupboard_k1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,cupboard_k1,sink_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,counter_k1,bedroom_floor_b1,sink_k1
2940,d02 Wed 01:00,kitchen_table_k1,nightstand_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,dish_rack_k1,counter_k1,counter_k1,sink_k1,entry_floor_e1,counter_k1,cupboard_k1,entry_table_e1,sink_k1,kitchen_table_k1,counter_k1,bookshelf_l1,coffee_table_l1,cupboard_k1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,cupboard_k1,sink_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,counter_k1,bedroom_floor_b1,sink_k1
3000,d02 Wed 02:00,kitchen_table_k1,nightstand_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,dish_rack_k1,counter_k1,counter_k1,sink_k1,entry_floor_e1,counter_k1,cupboard_k1,entry_table_e1,sink_k1,kitchen_table_k1,counter_k1,bookshelf_l1,coffee_table_l1,cupboard_k1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,cupboard_k1,sink_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,counter_k1,bedroom_floor_b1,sink_k1
3060,d02 Wed 03:00,kitchen_table_k1,nightstand_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,dish_rack_k1,counter_k1,counter_k1,sink_k1,entry_floor_e1,counter_k1,cupboard_k1,entry_table_e1,sink_k1,kitchen_table_k1,counter_k1,bookshelf_l1,coffee_table_l1,cupboard_k1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,cupboard_k1,sink_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,counter_k1,bedroom_floor_b1,sink_k1
3120,d02 Wed 04:00,kitchen_table_k1,nightstand_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,dish_rack_k1,counter_k1,counter_k1,sink_k1,entry_floor_e1,counter_k1,cupboard_k1,entry_table_e1,sink_k1,kitchen_table_k1,counter_k1,bookshelf_l1,coffee_table_l1,cupboard_k1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,cupboard_k1,sink_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,counter_k1,bedroom_floor_b1,sink_k1
3180,d02 Wed 05:00,kitchen_table_k1,nightstand_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,dish_rack_k1,counter_k1,counter_k1,sink_k1,entry_floor_e1,counter_k1,cupboard_k1,entry_table_e1,sink_k1,kitchen_table_k1,counter_k1,bookshelf_l1,coffee_table_l1,cupboard_k1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,cupboard_k1,sink_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,counter_k1,bedroom_floor_b1,sink_k1
3240,d02 Wed 06:00,kitchen_table_k1,sink_k1,entry_table_e1,cupboard_k1,entry_hook_e1,dish_rack_k1,dish_rack_k1,kitchen_table_k1,kitchen_table_k1,dish_rack_k1,counter_k1,counter_k1,sink_k1,entry_floor_e1,counter_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,kitchen_table_k1,counter_k1,bookshelf_l1,coffee_table_l1,cupboard_k1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,cupboard_k1,kitchen_table_k1,cupboard_k1,kitchen_table_k1,counter_k1,bedroom_floor_b1,sink_k1
3300,d02 Wed 07:00,kitchen_table_k1,sink_k1,entry_table_e1,cupboard_k1,chair_k1,dish_rack_k1,dish_rack_k1,kitchen_table_k1,kitchen_table_k1,dish_rack_k1,counter_k1,counter_k1,sink_k1,entry_floor_e1,counter_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,kitchen_table_k1,counter_k1,bookshelf_l1,coffee_table_l1,cupboard_k1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,cupboard_k1,sink_k1,cupboard_k1,kitchen_table_k1,counter_k1,bedroom_floor_b1,sink_k1
3360,d02 Wed 08:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,kitchen_table_k1,person:resident_1,person:resident_1,counter_k1,person:resident_1,person:resident_1,person:resident_1,counter_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,kitchen_table_k1,counter_k1,person:resident_1,person:resident_1,cupboard_k1,couch_l1,person:resident_1,person:resident_1,person:resident_1,bedroom_floor_b1,cupboard_k1,sink_k1,cupboard_k1,person:resident_1,counter_k1,person:resident_1,sink_k1
3420,d02 Wed 09:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,kitchen_table_k1,person:resident_1,person:resident_1,counter_k1,person:resident_1,person:resident_1,person:resident_1,counter_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,kitchen_table_k1,counter_k1,person:resident_1,person:resident_1,cupboard_k1,couch_l1,person:resident_1,person:resident_1,person:resident_1,bedroom_floor_b1,cupboard_k1,sink_k1,cupboard_k1,person:resident_1,counter_k1,person:resident_1,sink_k1
3480,d02 Wed 10:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,kitchen_table_k1,person:resident_1,person:resident_1,counter_k1,person:resident_1,person:resident_1,person:resident_1,counter_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,kitchen_table_k1,counter_k1,person:resident_1,person:resident_1,cupboard_k1,couch_l1,person:resident_1,person:resident_1,person:resident_1,bedroom_floor_b1,cupboard_k1,sink_k1,cupboard_k1,person:resident_1,counter_k1,person:resident_1,sink_k1
3540,d02 Wed 11:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,kitchen_table_k1,person:resident_1,person:resident_1,counter_k1,person:resident_1,person:resident_1,person:resident_1,counter_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,kitchen_table_k1,counter_k1,person:resident_1,person:resident_1,cupboard_k1,couch_l1,person:resident_1,person:resident_1,person:resident_1,bedroom_floor_b1,cupboard_k1,sink_k1,cupboard_k1,person:resident_1,counter_k1,person:resident_1,sink_k1
3600,d02 Wed 12:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,kitchen_table_k1,person:resident_1,person:resident_1,counter_k1,person:resident_1,person:resident_1,person:resident_1,counter_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,kitchen_table_k1,counter_k1,person:resident_1,person:resident_1,cupboard_k1,couch_l1,person:resident_1,person:resident_1,person:resident_1,bedroom_floor_b1,cupboard_k1,sink_k1,cupboard_k1,person:resident_1,counter_k1,person:resident_1,sink_k1
3660,d02 Wed 13:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,kitchen_table_k1,person:resident_1,person:resident_1,counter_k1,person:resident_1,person:resident_1,person:resident_1,counter_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,kitchen_table_k1,counter_k1,person:resident_1,person:resident_1,cupboard_k1,couch_l1,person:resident_1,person:resident_1,person:resident_1,bedroom_floor_b1,cupboard_k1,sink_k1,cupboard_k1,person:resident_1,counter_k1,person:resident_1,sink_k1
3720,d02 Wed 14:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,kitchen_table_k1,person:resident_1,person:resident_1,counter_k1,person:resident_1,person:resident_1,person:resident_1,counter_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,kitchen_table_k1,counter_k1,person:resident_1,person:resident_1,cupboard_k1,couch_l1,person:resident_1,person:resident_1,person:resident_1,bedroom_floor_b1,cupboard_k1,sink_k1,cupboard_k1,person:resident_1,counter_k1,person:resident_1,sink_k1
3780,d02 Wed 15:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,kitchen_table_k1,person:resident_1,person:resident_1,counter_k1,person:resident_1,person:resident_1,person:resident_1,counter_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,kitchen_table_k1,counter_k1,person:resident_1,person:resident_1,cupboard_k1,couch_l1,person:resident_1,person:resident_1,person:resident_1,bedroom_floor_b1,cupboard_k1,sink_k1,cupboard_k1,person:resident_1,counter_k1,person:resident_1,sink_k1
3840,d02 Wed 16:00,kitchen_table_k1,entry_table_e1,entry_table_e1,kitchen_table_k1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,chair_k1,person:resident_1,kitchen_table_k1,counter_k1,sink_k1,kitchen_table_k1,entry_floor_e1,counter_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,kitchen_table_k1,sink_k1,person:resident_1,couch_l1,cupboard_k1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,cupboard_k1,sink_k1,cupboard_k1,bathroom_shelf_ba1,counter_k1,bedroom_floor_b1,sink_k1
3900,d02 Wed 17:00,kitchen_table_k1,entry_table_e1,entry_table_e1,kitchen_table_k1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,chair_k1,person:resident_1,kitchen_table_k1,counter_k1,sink_k1,kitchen_table_k1,entry_floor_e1,counter_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,kitchen_table_k1,sink_k1,person:resident_1,couch_l1,cupboard_k1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,cupboard_k1,sink_k1,cupboard_k1,bathroom_shelf_ba1,counter_k1,bedroom_floor_b1,sink_k1
3960,d02 Wed 18:00,kitchen_table_k1,entry_table_e1,entry_table_e1,kitchen_table_k1,chair_k1,entry_hook_e1,kitchen_table_k1,couch_l1,person:resident_1,kitchen_table_k1,chair_k2,counter_k1,kitchen_table_k1,entry_floor_e1,dish_rack_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,dish_rack_k1,counter_k1,person:resident_1,couch_l1,cupboard_k1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,sink_k1,cupboard_k1,chair_k1,counter_k1,bedroom_floor_b1,sink_k1
4020,d02 Wed 19:00,kitchen_table_k1,entry_table_e1,entry_table_e1,kitchen_table_k1,chair_k1,entry_hook_e1,kitchen_table_k1,coffee_table_l1,person:resident_1,kitchen_table_k1,chair_k2,counter_k1,kitchen_table_k1,entry_floor_e1,coffee_table_l1,cupboard_k1,entry_table_e1,kitchen_table_k1,dish_rack_k1,counter_k1,person:resident_1,couch_l1,cupboard_k1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,sink_k1,cupboard_k1,chair_k1,counter_k1,bedroom_floor_b1,sink_k1
4080,d02 Wed 20:00,kitchen_table_k1,entry_table_e1,entry_table_e1,kitchen_table_k1,chair_k1,entry_hook_e1,kitchen_table_k1,coffee_table_l1,person:resident_1,kitchen_table_k1,chair_k2,counter_k1,kitchen_table_k1,entry_floor_e1,coffee_table_l1,cupboard_k1,entry_table_e1,kitchen_table_k1,dish_rack_k1,counter_k1,person:resident_1,couch_l1,cupboard_k1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,sink_k1,cupboard_k1,chair_k1,counter_k1,bedroom_floor_b1,sink_k1
4140,d02 Wed 21:00,kitchen_table_k1,entry_table_e1,entry_table_e1,kitchen_table_k1,chair_k1,entry_hook_e1,kitchen_table_k1,coffee_table_l1,person:resident_1,kitchen_table_k1,chair_k2,counter_k1,kitchen_table_k1,entry_floor_e1,coffee_table_l1,cupboard_k1,entry_table_e1,kitchen_table_k1,dish_rack_k1,counter_k1,person:resident_1,couch_l1,cupboard_k1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,sink_k1,cupboard_k1,chair_k1,counter_k1,bedroom_floor_b1,sink_k1
4200,d02 Wed 22:00,kitchen_table_k1,entry_table_e1,entry_table_e1,kitchen_table_k1,chair_k1,entry_hook_e1,kitchen_table_k1,coffee_table_l1,person:resident_1,kitchen_table_k1,chair_k2,counter_k1,kitchen_table_k1,entry_floor_e1,coffee_table_l1,cupboard_k1,entry_table_e1,kitchen_table_k1,dish_rack_k1,counter_k1,person:resident_1,couch_l1,cupboard_k1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,sink_k1,cupboard_k1,chair_k1,counter_k1,bedroom_floor_b1,sink_k1
4260,d02 Wed 23:00,kitchen_table_k1,entry_table_e1,entry_table_e1,kitchen_table_k1,chair_k1,entry_hook_e1,kitchen_table_k1,coffee_table_l1,person:resident_1,kitchen_table_k1,chair_k2,counter_k1,kitchen_table_k1,entry_floor_e1,coffee_table_l1,cupboard_k1,entry_table_e1,kitchen_table_k1,dish_rack_k1,counter_k1,person:resident_1,couch_l1,cupboard_k1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,sink_k1,cupboard_k1,chair_k1,counter_k1,bedroom_floor_b1,sink_k1
4320,d03 Thu 00:00,kitchen_table_k1,entry_table_e1,entry_table_e1,kitchen_table_k1,chair_k1,entry_hook_e1,kitchen_table_k1,coffee_table_l1,person:resident_1,kitchen_table_k1,chair_k2,counter_k1,kitchen_table_k1,entry_floor_e1,coffee_table_l1,cupboard_k1,entry_table_e1,kitchen_table_k1,dish_rack_k1,counter_k1,person:resident_1,couch_l1,cupboard_k1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,sink_k1,cupboard_k1,chair_k1,counter_k1,bedroom_floor_b1,sink_k1
4380,d03 Thu 01:00,kitchen_table_k1,entry_table_e1,entry_table_e1,kitchen_table_k1,chair_k1,entry_hook_e1,kitchen_table_k1,coffee_table_l1,person:resident_1,kitchen_table_k1,chair_k2,counter_k1,kitchen_table_k1,entry_floor_e1,coffee_table_l1,cupboard_k1,entry_table_e1,kitchen_table_k1,dish_rack_k1,counter_k1,person:resident_1,couch_l1,cupboard_k1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,sink_k1,cupboard_k1,chair_k1,counter_k1,bedroom_floor_b1,sink_k1
4440,d03 Thu 02:00,kitchen_table_k1,entry_table_e1,entry_table_e1,kitchen_table_k1,chair_k1,entry_hook_e1,kitchen_table_k1,coffee_table_l1,person:resident_1,kitchen_table_k1,chair_k2,counter_k1,kitchen_table_k1,entry_floor_e1,coffee_table_l1,cupboard_k1,entry_table_e1,kitchen_table_k1,dish_rack_k1,counter_k1,person:resident_1,couch_l1,cupboard_k1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,sink_k1,cupboard_k1,chair_k1,counter_k1,bedroom_floor_b1,sink_k1
4500,d03 Thu 03:00,kitchen_table_k1,entry_table_e1,entry_table_e1,kitchen_table_k1,chair_k1,entry_hook_e1,kitchen_table_k1,coffee_table_l1,person:resident_1,kitchen_table_k1,chair_k2,counter_k1,kitchen_table_k1,entry_floor_e1,coffee_table_l1,cupboard_k1,entry_table_e1,kitchen_table_k1,dish_rack_k1,counter_k1,person:resident_1,couch_l1,cupboard_k1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,sink_k1,cupboard_k1,chair_k1,counter_k1,bedroom_floor_b1,sink_k1
4560,d03 Thu 04:00,kitchen_table_k1,entry_table_e1,entry_table_e1,kitchen_table_k1,chair_k1,entry_hook_e1,kitchen_table_k1,coffee_table_l1,person:resident_1,kitchen_table_k1,chair_k2,counter_k1,kitchen_table_k1,entry_floor_e1,coffee_table_l1,cupboard_k1,entry_table_e1,kitchen_table_k1,dish_rack_k1,counter_k1,person:resident_1,couch_l1,cupboard_k1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,sink_k1,cupboard_k1,chair_k1,counter_k1,bedroom_floor_b1,sink_k1
4620,d03 Thu 05:00,kitchen_table_k1,entry_table_e1,entry_table_e1,kitchen_table_k1,chair_k1,entry_hook_e1,kitchen_table_k1,coffee_table_l1,person:resident_1,kitchen_table_k1,chair_k2,counter_k1,kitchen_table_k1,entry_floor_e1,coffee_table_l1,cupboard_k1,entry_table_e1,kitchen_table_k1,dish_rack_k1,counter_k1,person:resident_1,couch_l1,cupboard_k1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,sink_k1,cupboard_k1,chair_k1,counter_k1,bedroom_floor_b1,sink_k1
4680,d03 Thu 06:00,kitchen_table_k1,nightstand_b1,entry_table_e1,kitchen_table_k1,chair_k1,entry_hook_e1,kitchen_table_k1,coffee_table_l1,person:resident_1,kitchen_table_k1,chair_k2,counter_k1,kitchen_table_k1,entry_floor_e1,coffee_table_l1,cupboard_k1,entry_table_e1,kitchen_table_k1,dish_rack_k1,counter_k1,person:resident_1,couch_l1,cupboard_k1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,sink_k1,bathroom_shelf_ba1,chair_k1,bathroom_shelf_ba1,bedroom_floor_b1,sink_k1
4740,d03 Thu 07:00,kitchen_table_k1,nightstand_b1,entry_table_e1,kitchen_table_k1,chair_k1,entry_hook_e1,kitchen_table_k1,coffee_table_l1,person:resident_1,kitchen_table_k1,chair_k2,counter_k1,kitchen_table_k1,entry_floor_e1,counter_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,dish_rack_k1,counter_k1,person:resident_1,couch_l1,cupboard_k1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,counter_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,sink_k1
4800,d03 Thu 08:00,kitchen_table_k1,nightstand_b1,entry_table_e1,entry_hook_e1,chair_k1,entry_hook_e1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,chair_k2,counter_k1,counter_k1,kitchen_table_k1,counter_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,dish_rack_k1,counter_k1,bookshelf_l1,coffee_table_l1,cupboard_k1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,counter_k1,bathroom_shelf_ba1,person:resident_1,bathroom_shelf_ba1,bedroom_floor_b1,sink_k1
4860,d03 Thu 09:00,kitchen_table_k1,nightstand_b1,entry_table_e1,entry_hook_e1,chair_k1,entry_hook_e1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,chair_k2,counter_k1,counter_k1,kitchen_table_k1,counter_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,dish_rack_k1,counter_k1,bookshelf_l1,coffee_table_l1,cupboard_k1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,counter_k1,bathroom_shelf_ba1,person:resident_1,bathroom_shelf_ba1,bedroom_floor_b1,sink_k1
4920,d03 Thu 10:00,kitchen_table_k1,nightstand_b1,entry_table_e1,entry_hook_e1,chair_k1,entry_hook_e1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,chair_k2,counter_k1,counter_k1,kitchen_table_k1,counter_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,dish_rack_k1,counter_k1,bookshelf_l1,coffee_table_l1,cupboard_k1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,counter_k1,bathroom_shelf_ba1,person:resident_1,bathroom_shelf_ba1,bedroom_floor_b1,sink_k1
4980,d03 Thu 11:00,kitchen_table_k1,nightstand_b1,entry_table_e1,entry_hook_e1,chair_k1,entry_hook_e1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,chair_k2,counter_k1,counter_k1,kitchen_table_k1,counter_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,dish_rack_k1,counter_k1,bookshelf_l1,coffee_table_l1,cupboard_k1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,counter_k1,bathroom_shelf_ba1,person:resident_1,bathroom_shelf_ba1,bedroom_floor_b1,sink_k1
5040,d03 Thu 12:00,kitchen_table_k1,nightstand_b1,entry_table_e1,entry_hook_e1,chair_k1,entry_hook_e1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,chair_k2,counter_k1,counter_k1,kitchen_table_k1,counter_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,dish_rack_k1,counter_k1,bookshelf_l1,coffee_table_l1,cupboard_k1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,counter_k1,bathroom_shelf_ba1,person:resident_1,bathroom_shelf_ba1,bedroom_floor_b1,sink_k1
