t,stamp,laptop_mara,phone_mara,keys_mara,wallet_mara,backpack_mara,jacket_mara,headphones_mara,glasses_mara,charger_mara,notebook_mara,pen_mara,lunchbox_mara,water_bottle_mara,umbrella_mara,mug_mara,mug_shared_1,bowl_shared_1,bowl_shared_2,plate_shared_1,plate_shared_2,book_mara,tablet_mara,remote_shared_1,blanket_mara,yoga_mat_mara,towel_mara,laundry_basket_mara,vacuum_cleaner_shared_1,pot_shared_1,pan_shared_1,hairbrush_mara,makeup_kit_mara,medication_bottle_mara,suitcase_mara,watering_can_mara
5040,d03 Thu 12:00,kitchen,bedroom,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,kitchen,living,living,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,kitchen,bathroom,bedroom,kitchen
5100,d03 Thu 13:00,kitchen,bedroom,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,kitchen,living,living,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,kitchen,bathroom,bedroom,kitchen
5160,d03 Thu 14:00,kitchen,bedroom,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,kitchen,living,living,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,kitchen,bathroom,bedroom,kitchen
5220,d03 Thu 15:00,kitchen,bedroom,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,kitchen,living,living,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,kitchen,bathroom,bedroom,kitchen
5280,d03 Thu 16:00,kitchen,bedroom,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,living,living,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,outside,bathroom,bedroom,kitchen
5340,d03 Thu 17:00,kitchen,bedroom,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,living,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,kitchen
5400,d03 Thu 18:00,kitchen,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,living,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,kitchen
5460,d03 Thu 19:00,kitchen,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,living,living,living,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,kitchen
5520,d03 Thu 20:00,kitchen,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,kitchen,living,living,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,kitchen
5580,d03 Thu 21:00,kitchen,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,kitchen,living,living,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,kitchen
5640,d03 Thu 22:00,kitchen,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,kitchen,living,living,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,kitchen
5700,d03 Thu 23:00,kitchen,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,kitchen,living,living,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,kitchen
5760,d04 Fri 00:00,kitchen,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,living,kitchen,living,living,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,kitchen
5820,d04 Fri 01:00,kitchen,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,living,kitchen,living,living,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,kitchen
5880,d04 Fri 02:00,kitchen,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,living,kitchen,living,living,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,kitchen
5940,d04 Fri 03:00,kitchen,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,living,kitchen,living,living,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,kitchen
6000,d04 Fri 04:00,kitchen,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,living,kitchen,living,living,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,kitchen
6060,d04 Fri 05:00,kitchen,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bathroom,living,kitchen,living,living,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,kitchen
6120,d04 Fri 06:00,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,living,bathroom,bedroom,bedroom,kitchen,kitchen,bedroom,bathroom,bathroom,bedroom,kitchen
6180,d04 Fri 07:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,bedroom,kitchen,kitchen,bedroom,outside,bathroom,outside,kitchen
6240,d04 Fri 08:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,bedroom,kitchen,kitchen,bedroom,outside,bathroom,outside,kitchen
6300,d04 Fri 09:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,bedroom,kitchen,kitchen,bedroom,outside,bathroom,outside,kitchen
6360,d04 Fri 10:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,bedroom,kitchen,kitchen,bedroom,outside,bathroom,outside,kitchen
6420,d04 Fri 11:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,bedroom,kitchen,kitchen,bedroom,outside,bathroom,outside,kitchen
6480,d04 Fri 12:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,bedroom,kitchen,kitchen,bedroom,outside,bathroom,outside,kitchen
6540,d04 Fri 13:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,bedroom,kitchen,kitchen,bedroom,outside,bathroom,outside,kitchen
6600,d04 Fri 14:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,bedroom,kitchen,kitchen,bedroom,outside,bathroom,outside,kitchen
6660,d04 Fri 15:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,bedroom,kitchen,kitchen,bedroom,outside,bathroom,outside,kitchen
6720,d04 Fri 16:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,bedroom,kitchen,kitchen,bedroom,outside,bathroom,outside,kitchen
6780,d04 Fri 17:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,bedroom,kitchen,kitchen,bedroom,outside,bathroom,outside,kitchen
6840,d04 Fri 18:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,bedroom,kitchen,kitchen,bedroom,outside,bathroom,outside,kitchen
6900,d04 Fri 19:00,kitchen,living,entry,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,kitchen,living,living,bathroom,bedroom,bedroom,kitchen,kitchen,bedroom,bathroom,bathroom,bedroom,kitchen
6960,d04 Fri 20:00,kitchen,living,entry,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,kitchen,living,living,bathroom,bedroom,bedroom,kitchen,kitchen,bedroom,bathroom,bathroom,bedroom,kitchen
7020,d04 Fri 21:00,kitchen,bedroom,entry,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,kitchen
7080,d04 Fri 22:00,kitchen,bedroom,entry,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,kitchen
7140,d04 Fri 23:00,kitchen,bedroom,entry,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,kitchen
7200,d05 Sat 00:00,kitchen,bedroom,entry,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,kitchen
7260,d05 Sat 01:00,kitchen,bedroom,entry,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,kitchen
7320,d05 Sat 02:00,kitchen,bedroom,entry,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,kitchen
7380,d05 Sat 03:00,kitchen,bedroom,entry,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,kitchen
7440,d05 Sat 04:00,kitchen,bedroom,entry,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,kitchen
7500,d05 Sat 05:00,kitchen,bedroom,entry,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,kitchen
7560,d05 Sat 06:00,kitchen,bedroom,entry,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,kitchen
7620,d05 Sat 07:00,kitchen,bedroom,entry,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,kitchen,bathroom,bedroom,kitchen
7680,d05 Sat 08:00,kitchen,living,entry,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,kitchen,living,living,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,kitchen,kitchen,bedroom,kitchen
7740,d05 Sat 09:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,bedroom,kitchen,kitchen,bathroom,outside,kitchen,outside,kitchen
7800,d05 Sat 10:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,bedroom,kitchen,kitchen,bathroom,outside,kitchen,outside,kitchen
7860,d05 Sat 11:00,kitchen,bedroom,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,kitchen,living,living,bedroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,kitchen,bedroom,kitchen
7920,d05 Sat 12:00,kitchen,bedroom,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,kitchen,living,living,bedroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,kitchen,bedroom,kitchen
7980,d05 Sat 13:00,kitchen,bedroom,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,living,living,living,bedroom,bedroom,living,kitchen,kitchen,bathroom,bathroom,kitchen,bedroom,kitchen
8040,d05 Sat 14:00,kitchen,bedroom,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,living,living,living,bedroom,bedroom,living,kitchen,kitchen,bathroom,bathroom,kitchen,bedroom,kitchen
8100,d05 Sat 15:00,kitchen,bedroom,entry,entry,entry,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,entry,kitchen,kitchen,kitchen,living,living,living,living,living,bedroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,kitchen,bedroom,kitchen
8160,d05 Sat 16:00,kitchen,bedroom,entry,entry,entry,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,living,living,living,bedroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,kitchen,bedroom,kitchen
8220,d05 Sat 17:00,kitchen,bedroom,entry,entry,entry,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,living,living,living,bedroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,kitchen,bedroom,kitchen
8280,d05 Sat 18:00,kitchen,bedroom,entry,entry,entry,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,living,living,living,bedroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,kitchen,bedroom,kitchen
8340,d05 Sat 19:00,kitchen,bedroom,entry,entry,entry,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,living,living,living,bedroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,kitchen,bedroom,kitchen
8400,d05 Sat 20:00,kitchen,bedroom,entry,entry,entry,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,living,living,living,bedroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,kitchen,bedroom,kitchen
8460,d05 Sat 21:00,kitchen,bedroom,entry,entry,entry,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,living,living,living,bedroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,kitchen,bedroom,kitchen
8520,d05 Sat 22:00,kitchen,bedroom,kitchen,entry,entry,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,living,living,living,bedroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,kitchen,bedroom,kitchen
8580,d05 Sat 23:00,kitchen,bedroom,kitchen,entry,entry,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,living,living,living,bedroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,kitchen,bedroom,kitchen
8640,d06 Sun 00:00,kitchen,bedroom,kitchen,entry,entry,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,living,living,living,bedroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,kitchen,bedroom,kitchen
8700,d06 Sun 01:00,kitchen,bedroom,kitchen,entry,entry,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,living,living,living,bedroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,kitchen,bedroom,kitchen
8760,d06 Sun 02:00,kitchen,bedroom,kitchen,entry,entry,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,living,living,living,bedroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,kitchen,bedroom,kitchen
8820,d06 Sun 03:00,kitchen,bedroom,kitchen,entry,entry,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,living,living,living,bedroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,kitchen,bedroom,kitchen
8880,d06 Sun 04:00,kitchen,bedroom,kitchen,entry,entry,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,living,living,living,bedroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,kitchen,bedroom,kitchen
8940,d06 Sun 05:00,kitchen,bedroom,kitchen,entry,entry,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,living,living,living,bedroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,kitchen,bedroom,kitchen
9000,d06 Sun 06:00,kitchen,bedroom,kitchen,entry,entry,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,living,living,living,bedroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,kitchen,bedroom,kitchen
9060,d06 Sun 07:00,kitchen,bedroom,kitchen,entry,entry,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,living,living,living,bedroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,kitchen,bedroom,kitchen
9120,d06 Sun 08:00,kitchen,bedroom,kitchen,entry,entry,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,living,bedroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
