t,stamp,mug_1,mug_2,bowl_1,plate_1,laptop_1,phone_1,phone_2,keys_1,keys_2,book_1,water_bottle_1,remote_1,charger_1,jacket_1,headphones_1,glasses_1,notebook_1,pen_1,toy_1,blanket_1,towel_1,lunchbox_1,wallet_1,wallet_2
24540,d17 Thu 01:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_2,living,kitchen,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen
24600,d17 Thu 02:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,entry,bedroom_1,kitchen,kitchen,entry,kitchen
24660,d17 Thu 03:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,entry,bedroom_1,kitchen,kitchen,entry,kitchen
24720,d17 Thu 04:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,entry,bedroom_1,kitchen,kitchen,entry,kitchen
24780,d17 Thu 05:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,entry,bedroom_1,kitchen,kitchen,entry,kitchen
24840,d17 Thu 06:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,entry,bedroom_1,kitchen,kitchen,entry,kitchen
24900,d17 Thu 07:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen
24960,d17 Thu 08:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen
25020,d17 Thu 09:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen
25080,d17 Thu 10:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,living,bedroom_1,kitchen,kitchen,kitchen,kitchen
25140,d17 Thu 11:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen
25200,d17 Thu 12:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen
25260,d17 Thu 13:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,outside,kitchen,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,living,kitchen,kitchen,outside,kitchen
25320,d17 Thu 14:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
25380,d17 Thu 15:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
25440,d17 Thu 16:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
25500,d17 Thu 17:00,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom_1,living,living,bedroom_1,living,bedroom_1,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
25560,d17 Thu 18:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
25620,d17 Thu 19:00,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,living,bedroom_1,living,bedroom_1,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
25680,d17 Thu 20:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,living,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,living,kitchen
25740,d17 Thu 21:00,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom_1,living,living,bedroom_1,living,bedroom_1,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
25800,d17 Thu 22:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_2,living,kitchen,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
25860,d17 Thu 23:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_2,living,kitchen,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
25920,d18 Fri 00:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
25980,d18 Fri 01:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
26040,d18 Fri 02:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
26100,d18 Fri 03:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
26160,d18 Fri 04:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
26220,d18 Fri 05:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
26280,d18 Fri 06:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
26340,d18 Fri 07:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
26400,d18 Fri 08:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,outside,kitchen,outside,kitchen,living,kitchen,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,outside,kitchen
26460,d18 Fri 09:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
26520,d18 Fri 10:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,kitchen,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,living,bedroom_1,kitchen,kitchen,living,kitchen
26580,d18 Fri 11:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
26640,d18 Fri 12:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
26700,d18 Fri 13:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_2,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,bedroom_2
26760,d18 Fri 14:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
26820,d18 Fri 15:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
26880,d18 Fri 16:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
26940,d18 Fri 17:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,living,bedroom_1,kitchen,kitchen,entry,kitchen
27000,d18 Fri 18:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,outside,kitchen,living,kitchen,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,outside,kitchen
27060,d18 Fri 19:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
27120,d18 Fri 20:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,kitchen,living,kitchen,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,living,kitchen
27180,d18 Fri 21:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
27240,d18 Fri 22:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
27300,d18 Fri 23:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen
27360,d19 Sat 00:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,entry,bedroom_1,kitchen,kitchen,entry,kitchen
27420,d19 Sat 01:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,entry,bedroom_1,kitchen,kitchen,entry,kitchen
27480,d19 Sat 02:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,entry,bedroom_1,kitchen,kitchen,entry,kitchen
27540,d19 Sat 03:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,entry,bedroom_1,kitchen,kitchen,entry,kitchen
27600,d19 Sat 04:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen
27660,d19 Sat 05:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,entry,bedroom_1,kitchen,kitchen,entry,kitchen
27720,d19 Sat 06:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,entry,bedroom_1,kitchen,kitchen,entry,kitchen
27780,d19 Sat 07:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_2,living,kitchen,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen
27840,d19 Sat 08:00,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,outside,living,bedroom_1,living,living,bedroom_1,living,kitchen,bedroom_2,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen
27900,d19 Sat 09:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,outside,outside,outside,outside,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,entry,bedroom_1,kitchen,kitchen,outside,outside
27960,d19 Sat 10:00,kitchen,kitchen,kitchen,kitchen,living,kitchen,outside,kitchen,outside,living,bedroom_1,living,living,bedroom_1,living,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,outside
28020,d19 Sat 11:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,outside,kitchen,outside,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,outside
28080,d19 Sat 12:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
28140,d19 Sat 13:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
28200,d19 Sat 14:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
28260,d19 Sat 15:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
28320,d19 Sat 16:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
28380,d19 Sat 17:00,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom_1,living,living,bedroom_1,living,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
28440,d19 Sat 18:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,outside,kitchen,living,kitchen,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,outside,kitchen
28500,d19 Sat 19:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
28560,d19 Sat 20:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
28620,d19 Sat 21:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
28680,d19 Sat 22:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
28740,d19 Sat 23:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
28800,d20 Sun 00:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
28860,d20 Sun 01:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
28920,d20 Sun 02:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
28980,d20 Sun 03:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
29040,d20 Sun 04:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
29100,d20 Sun 05:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
29160,d20 Sun 06:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
29220,d20 Sun 07:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen
29280,d20 Sun 08:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen
29340,d20 Sun 09:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen
29400,d20 Sun 10:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,living,bedroom_1,kitchen,kitchen,kitchen,living
29460,d20 Sun 11:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
29520,d20 Sun 12:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,outside,kitchen,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,outside,kitchen
29580,d20 Sun 13:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
29640,d20 Sun 14:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,living,kitchen,kitchen,entry,kitchen
29700,d20 Sun 15:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,living,kitchen,kitchen,entry,kitchen
29760,d20 Sun 16:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,living,kitchen,kitchen,entry,kitchen
29820,d20 Sun 17:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,living,bedroom_1,kitchen,kitchen,entry,kitchen
29880,d20 Sun 18:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
29940,d20 Sun 19:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
30000,d20 Sun 20:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,living,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,living,kitchen
30060,d20 Sun 21:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
30120,d20 Sun 22:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
30180,d20 Sun 23:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_2,living,kitchen,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
