t,stamp,phone_marie,keys_marie,wallet_marie,laptop_marie,backpack_marie,lunchbox_marie,water_bottle_marie,jacket_marie,headphones_marie,glasses_marie,charger_marie,notebook_marie,pen_marie,book_marie,mug_marie,bowl_marie,plate_marie,pot_shared_1,pan_shared_1,remote_shared_1,blanket_marie,towel_marie,laundry_basket_marie,medication_bottle_marie,hairbrush_marie,makeup_kit_marie,umbrella_marie,suitcase_marie,watering_can_marie,yoga_mat_marie
23280,d16 Wed 04:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom,outside,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,outside,outside,outside,kitchen,outside
23340,d16 Wed 05:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,bedroom,outside,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,outside,outside,outside,kitchen,outside
23400,d16 Wed 06:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,bedroom,outside,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,outside,outside,outside,kitchen,outside
23460,d16 Wed 07:00,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
23520,d16 Wed 08:00,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,bedroom,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
23580,d16 Wed 09:00,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,bedroom,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
23640,d16 Wed 10:00,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,bedroom,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
23700,d16 Wed 11:00,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,bedroom,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
23760,d16 Wed 12:00,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,bedroom,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
23820,d16 Wed 13:00,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,bedroom,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
23880,d16 Wed 14:00,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,bedroom,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
23940,d16 Wed 15:00,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,bedroom,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
24000,d16 Wed 16:00,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,bedroom,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,living,living
24060,d16 Wed 17:00,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,bedroom,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
24120,d16 Wed 18:00,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,bedroom,kitchen,kitchen,living,living,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bedroom,kitchen,entry,bedroom,kitchen,living
24180,d16 Wed 19:00,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,bedroom,kitchen,kitchen,living,living,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,kitchen,kitchen,kitchen,bedroom,kitchen,living
24240,d16 Wed 20:00,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,bedroom,kitchen,kitchen,living,living,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,kitchen,kitchen,kitchen,bedroom,kitchen,living
24300,d16 Wed 21:00,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,bedroom,kitchen,kitchen,living,living,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,kitchen,kitchen,kitchen,bedroom,kitchen,living
24360,d16 Wed 22:00,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,bedroom,kitchen,kitchen,living,living,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,kitchen,kitchen,kitchen,bedroom,kitchen,living
24420,d16 Wed 23:00,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,bedroom,kitchen,kitchen,living,living,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,kitchen,kitchen,kitchen,bedroom,kitchen,living
24480,d17 Thu 00:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom,outside,kitchen,living,living,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,kitchen,outside,outside,outside,kitchen,outside
24540,d17 Thu 01:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom,outside,kitchen,living,living,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,kitchen,outside,outside,outside,kitchen,outside
24600,d17 Thu 02:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom,outside,kitchen,living,living,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,kitchen,outside,outside,outside,kitchen,outside
24660,d17 Thu 03:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom,outside,kitchen,living,living,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,kitchen,outside,outside,outside,kitchen,outside
24720,d17 Thu 04:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom,outside,kitchen,living,living,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,kitchen,outside,outside,outside,kitchen,outside
24780,d17 Thu 05:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom,outside,kitchen,living,living,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,kitchen,outside,outside,outside,kitchen,outside
24840,d17 Thu 06:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom,outside,kitchen,living,living,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,kitchen,outside,outside,outside,kitchen,outside
24900,d17 Thu 07:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,bedroom,kitchen,kitchen,living,living,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,kitchen,bathroom,entry,bedroom,kitchen,living
24960,d17 Thu 08:00,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,kitchen,bathroom,entry,bedroom,kitchen,living
25020,d17 Thu 09:00,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,kitchen,bathroom,entry,bedroom,kitchen,living
25080,d17 Thu 10:00,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,kitchen,bathroom,entry,bedroom,kitchen,living
25140,d17 Thu 11:00,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,kitchen,bathroom,entry,bedroom,kitchen,living
25200,d17 Thu 12:00,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,kitchen,bathroom,entry,bedroom,kitchen,living
25260,d17 Thu 13:00,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,kitchen,bathroom,entry,bedroom,kitchen,living
25320,d17 Thu 14:00,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,kitchen,bathroom,entry,bedroom,kitchen,living
25380,d17 Thu 15:00,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,kitchen,bathroom,entry,bedroom,kitchen,living
25440,d17 Thu 16:00,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,kitchen,bathroom,entry,bedroom,kitchen,living
25500,d17 Thu 17:00,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
25560,d17 Thu 18:00,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
25620,d17 Thu 19:00,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
25680,d17 Thu 20:00,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
25740,d17 Thu 21:00,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
25800,d17 Thu 22:00,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
25860,d17 Thu 23:00,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
25920,d18 Fri 00:00,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
25980,d18 Fri 01:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom,outside,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,bathroom,outside,outside,outside,kitchen,outside
26040,d18 Fri 02:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom,outside,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,bathroom,outside,outside,outside,kitchen,outside
26100,d18 Fri 03:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom,outside,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,bathroom,outside,outside,outside,kitchen,outside
26160,d18 Fri 04:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom,outside,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,bathroom,outside,outside,outside,kitchen,outside
26220,d18 Fri 05:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom,outside,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,bathroom,outside,outside,outside,kitchen,outside
26280,d18 Fri 06:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,bedroom,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
26340,d18 Fri 07:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,bedroom,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
26400,d18 Fri 08:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,bedroom,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
26460,d18 Fri 09:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,bedroom,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
26520,d18 Fri 10:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,bedroom,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
26580,d18 Fri 11:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,bedroom,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
26640,d18 Fri 12:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,bedroom,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
26700,d18 Fri 13:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,bedroom,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
26760,d18 Fri 14:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,bedroom,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
26820,d18 Fri 15:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,bedroom,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
26880,d18 Fri 16:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,bedroom,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
26940,d18 Fri 17:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
27000,d18 Fri 18:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,kitchen,bedroom,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bedroom,kitchen,entry,bedroom,kitchen,living
27060,d18 Fri 19:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,bedroom,kitchen,bedroom,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living
27120,d18 Fri 20:00,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,bedroom,kitchen,bedroom,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living
27180,d18 Fri 21:00,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,bedroom,kitchen,bedroom,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living
27240,d18 Fri 22:00,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,bedroom,kitchen,bedroom,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living
27300,d18 Fri 23:00,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,bedroom,kitchen,bedroom,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living
27360,d19 Sat 00:00,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,bedroom,kitchen,bedroom,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living
27420,d19 Sat 01:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom,kitchen,outside,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,kitchen,bedroom,outside,outside,outside,kitchen,outside
27480,d19 Sat 02:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom,kitchen,outside,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,kitchen,bedroom,outside,outside,outside,kitchen,outside
27540,d19 Sat 03:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom,kitchen,outside,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,kitchen,bedroom,outside,outside,outside,kitchen,outside
27600,d19 Sat 04:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom,kitchen,outside,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,kitchen,bedroom,outside,outside,outside,kitchen,outside
27660,d19 Sat 05:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom,kitchen,outside,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,kitchen,bedroom,outside,outside,outside,kitchen,outside
27720,d19 Sat 06:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom,kitchen,outside,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,kitchen,bedroom,outside,outside,outside,kitchen,outside
27780,d19 Sat 07:00,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,kitchen,bedroom,bathroom,entry,bedroom,kitchen,living
27840,d19 Sat 08:00,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bedroom,bathroom,entry,bedroom,kitchen,living
27900,d19 Sat 09:00,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bedroom,bathroom,entry,bedroom,kitchen,living
27960,d19 Sat 10:00,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bedroom,bathroom,entry,bedroom,kitchen,living
28020,d19 Sat 11:00,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bedroom,bathroom,entry,bedroom,kitchen,living
28080,d19 Sat 12:00,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bedroom,bathroom,entry,bedroom,kitchen,living
28140,d19 Sat 13:00,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bedroom,bathroom,entry,bedroom,kitchen,living
28200,d19 Sat 14:00,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bedroom,bathroom,entry,bedroom,kitchen,living
28260,d19 Sat 15:00,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bedroom,bathroom,entry,bedroom,kitchen,living
28320,d19 Sat 16:00,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bedroom,bathroom,entry,bedroom,kitchen,living
28380,d19 Sat 17:00,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bedroom,bathroom,entry,bedroom,kitchen,living
28440,d19 Sat 18:00,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bedroom,bathroom,entry,bedroom,kitchen,living
28500,d19 Sat 19:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bedroom,bathroom,entry,bedroom,kitchen,living
28560,d19 Sat 20:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bedroom,bathroom,entry,bedroom,kitchen,living
28620,d19 Sat 21:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bedroom,bathroom,entry,bedroom,kitchen,living
28680,d19 Sat 22:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bedroom,bathroom,entry,bedroom,kitchen,living
28740,d19 Sat 23:00,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
28800,d20 Sun 00:00,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
28860,d20 Sun 01:00,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
28920,d20 Sun 02:00,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
28980,d20 Sun 03:00,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
29040,d20 Sun 04:00,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
29100,d20 Sun 05:00,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
