t,stamp,phone_elena,keys_elena,wallet_elena,backpack_elena,jacket_elena,water_bottle_elena,lunchbox_elena,laptop_elena,charger_elena,notebook_elena,pen_elena,glasses_elena,headphones_elena,mug_elena,bowl_1,bowl_2,plate_1,plate_2,pot_1,pan_1,book_elena,blanket_elena,remote_1,watering_can_elena,umbrella_elena,laundry_basket_elena,towel_1,hairbrush_elena,medication_bottle_elena,suitcase_elena
23460,d16 Wed 07:00,kitchen,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
23520,d16 Wed 08:00,kitchen,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
23580,d16 Wed 09:00,kitchen,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
23640,d16 Wed 10:00,kitchen,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
23700,d16 Wed 11:00,kitchen,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
23760,d16 Wed 12:00,kitchen,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
23820,d16 Wed 13:00,kitchen,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
23880,d16 Wed 14:00,kitchen,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
23940,d16 Wed 15:00,kitchen,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
24000,d16 Wed 16:00,kitchen,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
24060,d16 Wed 17:00,kitchen,entry,entry,entry,entry,kitchen,kitchen,bedroom,entry,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
24120,d16 Wed 18:00,kitchen,entry,entry,entry,entry,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
24180,d16 Wed 19:00,kitchen,entry,entry,entry,entry,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
24240,d16 Wed 20:00,kitchen,entry,entry,entry,entry,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
24300,d16 Wed 21:00,kitchen,entry,entry,entry,entry,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
24360,d16 Wed 22:00,kitchen,entry,entry,entry,entry,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
24420,d16 Wed 23:00,kitchen,entry,entry,entry,entry,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
24480,d17 Thu 00:00,kitchen,entry,entry,entry,entry,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
24540,d17 Thu 01:00,kitchen,entry,entry,entry,entry,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
24600,d17 Thu 02:00,kitchen,entry,entry,entry,entry,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
24660,d17 Thu 03:00,kitchen,entry,entry,entry,entry,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
24720,d17 Thu 04:00,kitchen,entry,entry,entry,entry,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
24780,d17 Thu 05:00,kitchen,entry,entry,entry,entry,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
24840,d17 Thu 06:00,kitchen,entry,entry,entry,entry,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
24900,d17 Thu 07:00,kitchen,entry,entry,entry,entry,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
24960,d17 Thu 08:00,kitchen,entry,entry,entry,entry,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,kitchen,bedroom
25020,d17 Thu 09:00,outside,outside,outside,outside,outside,outside,outside,bedroom,outside,kitchen,bedroom,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,outside,bedroom,bathroom,bedroom,kitchen,outside
25080,d17 Thu 10:00,outside,outside,outside,outside,outside,outside,outside,bedroom,outside,kitchen,bedroom,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,outside,bedroom,bathroom,bedroom,kitchen,outside
25140,d17 Thu 11:00,outside,outside,outside,outside,outside,outside,outside,bedroom,outside,kitchen,bedroom,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,outside,bedroom,bathroom,bedroom,kitchen,outside
25200,d17 Thu 12:00,outside,outside,outside,outside,outside,outside,outside,bedroom,outside,kitchen,bedroom,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,outside,bedroom,bathroom,bedroom,kitchen,outside
25260,d17 Thu 13:00,outside,outside,outside,outside,outside,outside,outside,bedroom,outside,kitchen,bedroom,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,outside,bedroom,bathroom,bedroom,kitchen,outside
25320,d17 Thu 14:00,outside,outside,outside,outside,outside,outside,outside,bedroom,outside,kitchen,bedroom,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,outside,bedroom,bathroom,bedroom,kitchen,outside
25380,d17 Thu 15:00,outside,outside,outside,outside,outside,outside,outside,bedroom,outside,kitchen,bedroom,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,outside,bedroom,bathroom,bedroom,kitchen,outside
25440,d17 Thu 16:00,outside,outside,outside,outside,outside,outside,outside,bedroom,outside,kitchen,bedroom,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,outside,bedroom,bathroom,bedroom,kitchen,outside
25500,d17 Thu 17:00,outside,outside,outside,outside,outside,outside,outside,bedroom,outside,kitchen,bedroom,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,outside,bedroom,bathroom,bedroom,kitchen,outside
25560,d17 Thu 18:00,entry,entry,entry,entry,entry,kitchen,kitchen,bedroom,entry,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,kitchen,bedroom
25620,d17 Thu 19:00,entry,entry,entry,entry,entry,kitchen,kitchen,bedroom,entry,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,kitchen,bedroom
25680,d17 Thu 20:00,entry,kitchen,entry,entry,entry,kitchen,kitchen,bedroom,entry,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,kitchen,bedroom
25740,d17 Thu 21:00,entry,kitchen,entry,entry,entry,kitchen,kitchen,bedroom,entry,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,kitchen,bedroom
25800,d17 Thu 22:00,entry,kitchen,entry,entry,entry,kitchen,kitchen,bedroom,entry,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
25860,d17 Thu 23:00,entry,kitchen,entry,entry,entry,kitchen,kitchen,bedroom,entry,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
25920,d18 Fri 00:00,entry,kitchen,entry,entry,entry,kitchen,kitchen,bedroom,entry,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
25980,d18 Fri 01:00,entry,kitchen,entry,entry,entry,kitchen,kitchen,bedroom,entry,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
26040,d18 Fri 02:00,entry,kitchen,entry,entry,entry,kitchen,kitchen,bedroom,entry,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
26100,d18 Fri 03:00,entry,kitchen,entry,entry,entry,kitchen,kitchen,bedroom,entry,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
26160,d18 Fri 04:00,entry,kitchen,entry,entry,entry,kitchen,kitchen,bedroom,entry,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
26220,d18 Fri 05:00,entry,kitchen,entry,entry,entry,kitchen,kitchen,bedroom,entry,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
26280,d18 Fri 06:00,entry,kitchen,entry,entry,entry,kitchen,kitchen,bedroom,entry,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
26340,d18 Fri 07:00,entry,kitchen,entry,entry,entry,kitchen,kitchen,bedroom,entry,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
26400,d18 Fri 08:00,entry,kitchen,entry,entry,entry,kitchen,kitchen,bedroom,entry,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
26460,d18 Fri 09:00,outside,outside,outside,outside,outside,outside,outside,bedroom,outside,kitchen,bedroom,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,outside,bedroom,bathroom,bedroom,bathroom,outside
26520,d18 Fri 10:00,outside,outside,outside,outside,outside,outside,outside,bedroom,outside,kitchen,bedroom,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,outside,bedroom,bathroom,bedroom,bathroom,outside
26580,d18 Fri 11:00,outside,outside,outside,outside,outside,outside,outside,bedroom,outside,kitchen,bedroom,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,outside,bedroom,bathroom,bedroom,bathroom,outside
26640,d18 Fri 12:00,outside,outside,outside,outside,outside,outside,outside,bedroom,outside,kitchen,bedroom,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,outside,bedroom,bathroom,bedroom,bathroom,outside
26700,d18 Fri 13:00,outside,outside,outside,outside,outside,outside,outside,bedroom,outside,kitchen,bedroom,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,outside,bedroom,bathroom,bedroom,bathroom,outside
26760,d18 Fri 14:00,outside,outside,outside,outside,outside,outside,outside,bedroom,outside,kitchen,bedroom,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,outside,bedroom,bathroom,bedroom,bathroom,outside
26820,d18 Fri 15:00,outside,outside,outside,outside,outside,outside,outside,bedroom,outside,kitchen,bedroom,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,outside,bedroom,bathroom,bedroom,bathroom,outside
26880,d18 Fri 16:00,outside,outside,outside,outside,outside,outside,outside,bedroom,outside,kitchen,bedroom,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,outside,bedroom,bathroom,bedroom,bathroom,outside
26940,d18 Fri 17:00,outside,outside,outside,outside,outside,outside,outside,bedroom,outside,kitchen,bedroom,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,outside,bedroom,bathroom,bedroom,bathroom,outside
27000,d18 Fri 18:00,entry,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
27060,d18 Fri 19:00,entry,entry,entry,entry,entry,kitchen,kitchen,bedroom,kitchen,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
27120,d18 Fri 20:00,entry,entry,entry,entry,entry,kitchen,kitchen,bedroom,kitchen,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
27180,d18 Fri 21:00,entry,entry,entry,entry,entry,kitchen,kitchen,bedroom,kitchen,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
27240,d18 Fri 22:00,entry,entry,entry,entry,entry,kitchen,kitchen,bedroom,kitchen,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
27300,d18 Fri 23:00,entry,entry,entry,entry,entry,kitchen,kitchen,bedroom,kitchen,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
27360,d19 Sat 00:00,entry,entry,entry,entry,entry,kitchen,kitchen,bedroom,kitchen,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
27420,d19 Sat 01:00,entry,entry,entry,entry,entry,kitchen,kitchen,bedroom,kitchen,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
27480,d19 Sat 02:00,entry,entry,entry,entry,entry,kitchen,kitchen,bedroom,kitchen,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
27540,d19 Sat 03:00,entry,entry,entry,entry,entry,kitchen,kitchen,bedroom,kitchen,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
27600,d19 Sat 04:00,entry,entry,entry,entry,entry,kitchen,kitchen,bedroom,kitchen,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
27660,d19 Sat 05:00,entry,entry,entry,entry,entry,kitchen,kitchen,bedroom,kitchen,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
27720,d19 Sat 06:00,entry,entry,entry,entry,entry,kitchen,kitchen,bedroom,kitchen,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
27780,d19 Sat 07:00,entry,entry,entry,entry,entry,kitchen,kitchen,bedroom,kitchen,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
27840,d19 Sat 08:00,entry,entry,entry,entry,entry,kitchen,kitchen,bedroom,kitchen,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
27900,d19 Sat 09:00,entry,entry,entry,entry,entry,kitchen,kitchen,bedroom,entry,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
27960,d19 Sat 10:00,entry,entry,entry,entry,entry,kitchen,kitchen,bedroom,entry,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
28020,d19 Sat 11:00,outside,outside,outside,outside,outside,outside,outside,bedroom,outside,bedroom,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,outside,bedroom,bathroom,bedroom,bathroom,outside
28080,d19 Sat 12:00,entry,entry,entry,entry,entry,kitchen,kitchen,bedroom,entry,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
28140,d19 Sat 13:00,entry,entry,entry,entry,entry,kitchen,kitchen,bedroom,entry,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
28200,d19 Sat 14:00,entry,entry,entry,entry,entry,kitchen,kitchen,bedroom,entry,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
28260,d19 Sat 15:00,entry,entry,entry,entry,entry,kitchen,kitchen,bedroom,entry,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
28320,d19 Sat 16:00,outside,outside,outside,outside,outside,outside,outside,bedroom,outside,bedroom,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,outside,bedroom,bathroom,bedroom,bathroom,outside
28380,d19 Sat 17:00,entry,entry,entry,entry,entry,kitchen,kitchen,bedroom,entry,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
28440,d19 Sat 18:00,entry,entry,entry,entry,entry,kitchen,kitchen,bedroom,entry,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
28500,d19 Sat 19:00,entry,entry,entry,entry,entry,kitchen,kitchen,bedroom,entry,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
28560,d19 Sat 20:00,entry,entry,entry,entry,entry,kitchen,kitchen,bedroom,entry,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,kitchen,bedroom
28620,d19 Sat 21:00,entry,entry,entry,entry,entry,kitchen,kitchen,bedroom,entry,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,kitchen,bedroom
28680,d19 Sat 22:00,entry,entry,entry,entry,entry,kitchen,kitchen,bedroom,entry,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,kitchen,bedroom
28740,d19 Sat 23:00,entry,entry,entry,entry,entry,kitchen,kitchen,bedroom,entry,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,kitchen,bedroom
28800,d20 Sun 00:00,entry,entry,entry,entry,entry,kitchen,kitchen,bedroom,entry,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,kitchen,bedroom
28860,d20 Sun 01:00,entry,entry,entry,entry,entry,kitchen,kitchen,bedroom,entry,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,kitchen,bedroom
28920,d20 Sun 02:00,entry,entry,entry,entry,entry,kitchen,kitchen,bedroom,entry,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,kitchen,bedroom
28980,d20 Sun 03:00,entry,entry,entry,entry,entry,kitchen,kitchen,bedroom,entry,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,kitchen,bedroom
29040,d20 Sun 04:00,entry,entry,entry,entry,entry,kitchen,kitchen,bedroom,entry,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,kitchen,bedroom
29100,d20 Sun 05:00,entry,entry,entry,entry,entry,kitchen,kitchen,bedroom,entry,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,kitchen,bedroom
29160,d20 Sun 06:00,entry,entry,entry,entry,entry,kitchen,kitchen,bedroom,entry,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,kitchen,bedroom
