t,stamp,phone_marisol,keys_marisol,wallet_marisol,laptop_marisol,mug_marisol,water_bottle_marisol,jacket_marisol,book_marisol,glasses_marisol,medication_bottle_marisol,hairbrush_marisol,yoga_mat_marisol,phone_nia,backpack_nia,tablet_nia,notebook_nia,headphones_nia,water_bottle_nia,lunchbox_nia,blanket_nia,phone_tessa,keys_tessa,wallet_tessa,backpack_tessa,laptop_tessa,charger_tessa,water_bottle_tessa,jacket_tessa,towel_tessa,makeup_kit_tessa,remote_1,gaming_controller_1,laundry_basket_1,vacuum_cleaner_1,pot_1,pan_1,umbrella_1
4200,d02 Wed 22:00,entry,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,living,kitchen,bedroom_2,bathroom,kitchen,living,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,kitchen,entry,bathroom,bathroom,living,living,bedroom_2,entry,kitchen,kitchen,entry
4260,d02 Wed 23:00,entry,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,living,kitchen,bedroom_2,bathroom,kitchen,living,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,kitchen,entry,bathroom,bathroom,living,living,bedroom_2,entry,kitchen,kitchen,entry
4320,d03 Thu 00:00,entry,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,living,kitchen,bedroom_2,bathroom,kitchen,living,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,kitchen,entry,bathroom,bathroom,living,living,bedroom_2,entry,kitchen,kitchen,entry
4380,d03 Thu 01:00,entry,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,living,kitchen,bedroom_2,bathroom,kitchen,living,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,kitchen,entry,bathroom,bathroom,living,living,bedroom_2,entry,kitchen,kitchen,entry
4440,d03 Thu 02:00,entry,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,living,kitchen,bedroom_2,bathroom,kitchen,living,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,kitchen,entry,bathroom,bathroom,living,living,bedroom_2,entry,kitchen,kitchen,entry
4500,d03 Thu 03:00,entry,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,living,kitchen,bedroom_2,bathroom,kitchen,living,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,kitchen,entry,bathroom,bathroom,living,living,bedroom_2,entry,kitchen,kitchen,entry
4560,d03 Thu 04:00,entry,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,living,kitchen,bedroom_2,bathroom,kitchen,living,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,kitchen,entry,bathroom,bathroom,living,living,bedroom_2,entry,kitchen,kitchen,entry
4620,d03 Thu 05:00,entry,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,living,kitchen,bedroom_2,bathroom,kitchen,living,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,kitchen,entry,bathroom,bathroom,living,living,bedroom_2,entry,kitchen,kitchen,entry
4680,d03 Thu 06:00,entry,entry,kitchen,bedroom_1,kitchen,bathroom,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,living,kitchen,bedroom_2,bathroom,kitchen,living,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,kitchen,entry,bathroom,bathroom,living,living,bedroom_2,entry,kitchen,kitchen,entry
4740,d03 Thu 07:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,living,kitchen,living,kitchen,bedroom_2,kitchen,kitchen,living,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,kitchen,entry,bathroom,bedroom_2,living,living,bedroom_2,entry,kitchen,kitchen,entry
4800,d03 Thu 08:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,living,kitchen,living,kitchen,bedroom_2,kitchen,kitchen,living,outside,outside,outside,outside,bedroom_2,kitchen,outside,outside,bathroom,bedroom_2,living,living,bedroom_2,entry,kitchen,kitchen,entry
4860,d03 Thu 09:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,living,kitchen,living,kitchen,bedroom_2,kitchen,kitchen,living,outside,outside,outside,outside,bedroom_2,kitchen,outside,outside,bathroom,bedroom_2,living,living,bedroom_2,entry,kitchen,kitchen,entry
4920,d03 Thu 10:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,outside,outside,living,kitchen,bedroom_2,outside,outside,living,outside,outside,outside,outside,bedroom_2,kitchen,outside,outside,bathroom,bedroom_2,living,living,bedroom_2,entry,kitchen,kitchen,entry
4980,d03 Thu 11:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,outside,outside,living,kitchen,bedroom_2,outside,outside,living,outside,outside,outside,outside,bedroom_2,kitchen,outside,outside,bathroom,bedroom_2,living,living,bedroom_2,entry,kitchen,kitchen,entry
5040,d03 Thu 12:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,outside,outside,living,kitchen,bedroom_2,outside,outside,living,outside,outside,outside,outside,bedroom_2,kitchen,outside,outside,bathroom,bedroom_2,living,living,bedroom_2,entry,kitchen,kitchen,entry
5100,d03 Thu 13:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,outside,outside,living,kitchen,bedroom_2,outside,outside,living,outside,outside,outside,outside,bedroom_2,kitchen,outside,outside,bathroom,bedroom_2,living,living,bedroom_2,entry,kitchen,kitchen,entry
5160,d03 Thu 14:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,outside,outside,living,kitchen,bedroom_2,outside,outside,living,outside,outside,outside,outside,bedroom_2,kitchen,outside,outside,bathroom,bedroom_2,living,living,bedroom_2,entry,kitchen,kitchen,entry
5220,d03 Thu 15:00,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bathroom,bathroom,bedroom_1,outside,outside,living,kitchen,bedroom_2,outside,outside,living,outside,outside,outside,outside,bedroom_2,kitchen,outside,outside,bathroom,bedroom_2,living,living,bedroom_2,entry,kitchen,kitchen,entry
5280,d03 Thu 16:00,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bathroom,bathroom,bedroom_1,bedroom_2,kitchen,living,kitchen,bedroom_2,kitchen,kitchen,living,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,entry,bathroom,bedroom_2,living,living,bedroom_2,entry,kitchen,kitchen,entry
5340,d03 Thu 17:00,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bathroom,bathroom,bedroom_1,bedroom_2,kitchen,living,kitchen,bedroom_2,kitchen,kitchen,living,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,entry,bathroom,bedroom_2,living,living,bedroom_2,entry,kitchen,kitchen,entry
5400,d03 Thu 18:00,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,bathroom,bathroom,bedroom_1,bedroom_2,kitchen,living,bedroom_2,bedroom_2,kitchen,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,kitchen,entry,bathroom,bedroom_2,living,living,bedroom_2,entry,kitchen,kitchen,entry
5460,d03 Thu 19:00,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,bedroom_2,kitchen,living,bedroom_2,bedroom_2,kitchen,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,entry,bathroom,bedroom_2,living,living,bedroom_2,entry,kitchen,kitchen,entry
5520,d03 Thu 20:00,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,entry,bathroom,bedroom_2,living,living,bedroom_2,entry,kitchen,kitchen,entry
5580,d03 Thu 21:00,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,entry,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
5640,d03 Thu 22:00,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,entry,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
5700,d03 Thu 23:00,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,entry,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
5760,d04 Fri 00:00,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,bathroom,bathroom,bedroom_1,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,entry,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
5820,d04 Fri 01:00,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,bathroom,bathroom,bedroom_1,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,entry,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
5880,d04 Fri 02:00,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,bathroom,bathroom,bedroom_1,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,entry,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
5940,d04 Fri 03:00,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,bathroom,bathroom,bedroom_1,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,entry,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
6000,d04 Fri 04:00,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,bathroom,bathroom,bedroom_1,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,entry,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
6060,d04 Fri 05:00,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,bathroom,bathroom,bedroom_1,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,entry,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
6120,d04 Fri 06:00,bathroom,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_1,bedroom_1,bedroom_2,bathroom,bathroom,bedroom_1,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,entry,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
6180,d04 Fri 07:00,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,entry,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
6240,d04 Fri 08:00,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,entry,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
6300,d04 Fri 09:00,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bathroom,kitchen,living,outside,outside,outside,outside,kitchen,bedroom_2,outside,outside,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
6360,d04 Fri 10:00,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,outside,outside,bedroom_2,bedroom_2,bedroom_2,outside,outside,living,outside,outside,outside,outside,kitchen,bedroom_2,outside,outside,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
6420,d04 Fri 11:00,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,outside,outside,bedroom_2,bedroom_2,bedroom_2,outside,outside,living,outside,outside,outside,outside,kitchen,bedroom_2,outside,outside,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
6480,d04 Fri 12:00,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,outside,outside,bedroom_2,bedroom_2,bedroom_2,outside,outside,living,outside,outside,outside,outside,kitchen,bedroom_2,outside,outside,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
6540,d04 Fri 13:00,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,outside,outside,bedroom_2,bedroom_2,bedroom_2,outside,outside,living,outside,outside,outside,outside,kitchen,bedroom_2,outside,outside,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
6600,d04 Fri 14:00,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,outside,outside,bedroom_2,bedroom_2,bedroom_2,outside,outside,living,outside,outside,outside,outside,kitchen,bedroom_2,outside,outside,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
6660,d04 Fri 15:00,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,outside,outside,bedroom_2,bedroom_2,bedroom_2,outside,outside,living,outside,outside,outside,outside,kitchen,bedroom_2,outside,outside,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
6720,d04 Fri 16:00,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,living,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,entry,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
6780,d04 Fri 17:00,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bathroom,bathroom,bedroom_1,living,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
6840,d04 Fri 18:00,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bathroom,bathroom,bedroom_1,living,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
6900,d04 Fri 19:00,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bathroom,bathroom,bedroom_1,living,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
6960,d04 Fri 20:00,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bathroom,bathroom,bedroom_1,living,kitchen,bedroom_2,kitchen,living,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
7020,d04 Fri 21:00,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bathroom,bathroom,bedroom_1,living,kitchen,bedroom_2,kitchen,living,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
7080,d04 Fri 22:00,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bathroom,bathroom,bedroom_1,living,kitchen,bedroom_2,kitchen,living,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
7140,d04 Fri 23:00,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bathroom,bathroom,bedroom_1,living,kitchen,bedroom_2,kitchen,living,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
7200,d05 Sat 00:00,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,bedroom_2,kitchen,living,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
7260,d05 Sat 01:00,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,bedroom_2,kitchen,living,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
7320,d05 Sat 02:00,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,bedroom_2,kitchen,living,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
7380,d05 Sat 03:00,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,bedroom_2,kitchen,living,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
7440,d05 Sat 04:00,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,bedroom_2,kitchen,living,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
7500,d05 Sat 05:00,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,bedroom_2,kitchen,living,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
7560,d05 Sat 06:00,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,bedroom_2,kitchen,living,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
7620,d05 Sat 07:00,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,bedroom_2,kitchen,living,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
7680,d05 Sat 08:00,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,bedroom_2,kitchen,living,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
7740,d05 Sat 09:00,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,living,kitchen,living,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,bedroom_2,living,living,bedroom_1,entry,kitchen,kitchen,entry
7800,d05 Sat 10:00,kitchen,outside,outside,kitchen,kitchen,bathroom,bedroom_1,bedroom_1,outside,bathroom,bathroom,bedroom_1,living,kitchen,living,kitchen,living,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,bedroom_2,living,living,bedroom_1,entry,kitchen,kitchen,entry
7860,d05 Sat 11:00,kitchen,entry,kitchen,kitchen,kitchen,bathroom,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,living,kitchen,living,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,bathroom,living,living,bedroom_1,entry,kitchen,kitchen,entry
7920,d05 Sat 12:00,kitchen,entry,kitchen,kitchen,kitchen,bathroom,bedroom_1,bedroom_1,kitchen,bathroom,bathroom,bedroom_1,living,kitchen,living,kitchen,living,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,entry,bedroom_1,bathroom,living,living,bedroom_1,entry,kitchen,kitchen,entry
7980,d05 Sat 13:00,outside,outside,outside,kitchen,kitchen,bathroom,bedroom_1,bedroom_1,kitchen,bathroom,bathroom,bedroom_1,outside,kitchen,outside,bedroom_2,living,bathroom,kitchen,living,kitchen,outside,outside,kitchen,kitchen,bedroom_2,kitchen,entry,bedroom_1,bathroom,living,living,bedroom_1,entry,kitchen,kitchen,outside
8040,d05 Sat 14:00,entry,entry,living,kitchen,kitchen,bathroom,bedroom_1,bedroom_1,kitchen,bathroom,bathroom,bedroom_1,living,kitchen,bedroom_2,bedroom_2,living,bathroom,kitchen,living,kitchen,bedroom_2,living,kitchen,kitchen,bedroom_2,kitchen,entry,bedroom_1,bathroom,living,living,bedroom_1,entry,kitchen,kitchen,living
8100,d05 Sat 15:00,entry,entry,living,kitchen,kitchen,bathroom,bedroom_1,bedroom_1,kitchen,bathroom,bathroom,bedroom_1,living,kitchen,bedroom_2,bedroom_2,living,bathroom,kitchen,living,kitchen,bedroom_2,living,kitchen,kitchen,bedroom_2,kitchen,entry,bathroom,bathroom,living,living,bedroom_1,entry,kitchen,kitchen,living
