t,stamp,mug_marian,mug_theo,bowl_shared_1,plate_shared_1,laptop_marian,phone_marian,phone_theo,tablet_theo,keys_marian,keys_theo,wallet_marian,wallet_theo,book_marian,book_theo,water_bottle_marian,water_bottle_theo,remote_shared_1,charger_marian,charger_theo,backpack_marian,backpack_theo,jacket_marian,jacket_theo,glasses_marian,glasses_theo,notebook_marian,notebook_theo,pen_marian,medication_bottle_marian,medication_bottle_theo,blanket_marian,blanket_theo,towel_shared_1,umbrella_shared_1,laundry_basket_shared_1,vacuum_cleaner_shared_1,pot_shared_1,pan_shared_1,watering_can_marian,yoga_mat_theo
4620,d03 Thu 05:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,entry,kitchen,entry,living,living,kitchen,kitchen,living,kitchen,living,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom_2,entry,kitchen,kitchen,kitchen,living
4680,d03 Thu 06:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,entry,kitchen,entry,living,living,kitchen,kitchen,living,kitchen,living,entry,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom_2,entry,kitchen,kitchen,kitchen,living
4740,d03 Thu 07:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living,kitchen,living,entry,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom_2,entry,kitchen,kitchen,kitchen,living
4800,d03 Thu 08:00,kitchen,kitchen,kitchen,kitchen,outside,outside,entry,living,outside,entry,outside,entry,outside,kitchen,outside,kitchen,living,kitchen,living,outside,kitchen,outside,kitchen,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,living,living,kitchen,entry,bedroom_2,entry,kitchen,kitchen,kitchen,living
4860,d03 Thu 09:00,kitchen,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,entry,outside,entry,outside,kitchen,outside,kitchen,living,kitchen,living,outside,kitchen,outside,kitchen,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,living,living,kitchen,entry,bedroom_2,entry,kitchen,kitchen,kitchen,living
4920,d03 Thu 10:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,outside,outside,entry,outside,entry,outside,living,kitchen,entry,outside,living,kitchen,living,kitchen,kitchen,entry,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,bedroom_2,entry,kitchen,kitchen,kitchen,kitchen
4980,d03 Thu 11:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,entry,entry,living,kitchen,entry,kitchen,living,kitchen,living,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,bedroom_2,entry,kitchen,kitchen,kitchen,kitchen
5040,d03 Thu 12:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,living,kitchen,kitchen,entry,entry,kitchen,kitchen,entry,kitchen,living,kitchen,living,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,bedroom_2,entry,kitchen,kitchen,entry,kitchen
5100,d03 Thu 13:00,living,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,living,kitchen,kitchen,entry,entry,kitchen,living,entry,kitchen,living,kitchen,living,entry,entry,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,bedroom_2,entry,kitchen,kitchen,entry,kitchen
5160,d03 Thu 14:00,living,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,living,kitchen,kitchen,entry,entry,kitchen,living,entry,kitchen,living,kitchen,living,entry,entry,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom_2,entry,kitchen,kitchen,entry,kitchen
5220,d03 Thu 15:00,living,kitchen,kitchen,kitchen,outside,outside,entry,living,outside,kitchen,outside,entry,outside,living,outside,kitchen,living,kitchen,living,outside,entry,outside,kitchen,kitchen,living,kitchen,kitchen,outside,kitchen,kitchen,living,living,kitchen,entry,bedroom_2,entry,kitchen,kitchen,entry,kitchen
5280,d03 Thu 16:00,living,kitchen,kitchen,kitchen,outside,outside,entry,living,outside,kitchen,outside,entry,outside,kitchen,outside,kitchen,living,kitchen,living,outside,entry,outside,kitchen,kitchen,living,kitchen,kitchen,outside,kitchen,kitchen,living,living,kitchen,entry,bedroom_2,entry,kitchen,kitchen,entry,kitchen
5340,d03 Thu 17:00,living,kitchen,kitchen,kitchen,outside,outside,entry,living,outside,kitchen,outside,entry,outside,kitchen,outside,kitchen,living,kitchen,living,outside,entry,outside,kitchen,kitchen,living,kitchen,kitchen,outside,kitchen,kitchen,living,living,kitchen,entry,bedroom_2,entry,kitchen,kitchen,entry,kitchen
5400,d03 Thu 18:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,entry,entry,entry,living,kitchen,entry,kitchen,living,kitchen,living,entry,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom_2,entry,kitchen,kitchen,entry,kitchen
5460,d03 Thu 19:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,entry,entry,entry,living,kitchen,entry,kitchen,living,kitchen,living,entry,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom_2,entry,kitchen,kitchen,entry,kitchen
5520,d03 Thu 20:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,entry,entry,entry,living,kitchen,entry,kitchen,living,kitchen,living,entry,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom_2,entry,kitchen,kitchen,entry,kitchen
5580,d03 Thu 21:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,entry,entry,entry,living,kitchen,entry,kitchen,living,kitchen,living,entry,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom_2,entry,kitchen,kitchen,entry,kitchen
5640,d03 Thu 22:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,entry,entry,entry,living,kitchen,entry,kitchen,living,kitchen,living,entry,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom_2,entry,kitchen,kitchen,entry,kitchen
5700,d03 Thu 23:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,entry,entry,entry,living,kitchen,entry,kitchen,living,kitchen,living,entry,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom_2,entry,kitchen,kitchen,entry,kitchen
5760,d04 Fri 00:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,entry,entry,entry,living,kitchen,entry,kitchen,living,kitchen,living,entry,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom_2,entry,kitchen,kitchen,entry,kitchen
5820,d04 Fri 01:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,entry,entry,entry,living,kitchen,entry,kitchen,living,kitchen,living,entry,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom_2,entry,kitchen,kitchen,entry,kitchen
5880,d04 Fri 02:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,entry,entry,entry,living,kitchen,entry,kitchen,living,kitchen,living,entry,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom_2,entry,kitchen,kitchen,entry,kitchen
5940,d04 Fri 03:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,entry,entry,entry,living,kitchen,entry,kitchen,living,kitchen,living,entry,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom_2,entry,kitchen,kitchen,entry,kitchen
6000,d04 Fri 04:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,entry,entry,entry,living,kitchen,entry,kitchen,living,kitchen,living,entry,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom_2,entry,kitchen,kitchen,entry,kitchen
6060,d04 Fri 05:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,entry,entry,entry,living,kitchen,entry,kitchen,living,kitchen,living,entry,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,entry,bedroom_2,entry,kitchen,kitchen,entry,kitchen
6120,d04 Fri 06:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,entry,entry,entry,living,living,entry,kitchen,living,kitchen,living,entry,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,entry,bedroom_2,entry,kitchen,kitchen,entry,kitchen
6180,d04 Fri 07:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,entry,entry,entry,living,kitchen,entry,kitchen,living,kitchen,living,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,bedroom_2,entry,kitchen,kitchen,entry,kitchen
6240,d04 Fri 08:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,entry,entry,entry,living,kitchen,entry,kitchen,kitchen,kitchen,living,entry,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom_2,entry,kitchen,kitchen,entry,kitchen
6300,d04 Fri 09:00,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,entry,entry,entry,entry,living,kitchen,entry,entry,living,kitchen,living,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom_2,entry,kitchen,kitchen,kitchen,living
6360,d04 Fri 10:00,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,entry,entry,entry,entry,living,kitchen,entry,entry,living,kitchen,living,kitchen,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom_2,entry,kitchen,kitchen,kitchen,living
6420,d04 Fri 11:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,entry,kitchen,entry,entry,living,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom_2,entry,kitchen,kitchen,kitchen,living
6480,d04 Fri 12:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,entry,kitchen,entry,entry,living,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom_2,entry,kitchen,kitchen,kitchen,living
6540,d04 Fri 13:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,entry,kitchen,entry,entry,living,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom_2,entry,kitchen,kitchen,kitchen,living
6600,d04 Fri 14:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,entry,kitchen,entry,entry,living,living,kitchen,kitchen,living,kitchen,living,kitchen,entry,entry,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom_2,entry,kitchen,kitchen,kitchen,living
6660,d04 Fri 15:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,entry,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,entry,entry,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom_2,entry,kitchen,kitchen,kitchen,living
6720,d04 Fri 16:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,entry,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom_2,entry,kitchen,kitchen,kitchen,living
6780,d04 Fri 17:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,entry,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom_2,entry,kitchen,kitchen,kitchen,living
6840,d04 Fri 18:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,entry,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom_2,entry,kitchen,kitchen,kitchen,living
6900,d04 Fri 19:00,living,living,kitchen,kitchen,kitchen,kitchen,entry,living,entry,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom_2,entry,kitchen,kitchen,kitchen,living
6960,d04 Fri 20:00,living,living,kitchen,kitchen,kitchen,kitchen,entry,living,entry,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom_2,entry,kitchen,kitchen,kitchen,living
7020,d04 Fri 21:00,living,living,kitchen,kitchen,kitchen,kitchen,entry,living,entry,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom_2,entry,kitchen,kitchen,kitchen,living
7080,d04 Fri 22:00,living,living,kitchen,kitchen,kitchen,kitchen,entry,living,entry,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom_2,entry,kitchen,kitchen,kitchen,living
7140,d04 Fri 23:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,entry,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom_2,entry,kitchen,kitchen,kitchen,living
7200,d05 Sat 00:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,entry,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom_2,entry,kitchen,kitchen,kitchen,living
7260,d05 Sat 01:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,entry,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom_2,entry,kitchen,kitchen,kitchen,living
7320,d05 Sat 02:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,entry,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom_2,entry,kitchen,kitchen,kitchen,living
7380,d05 Sat 03:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,entry,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom_2,entry,kitchen,kitchen,kitchen,living
7440,d05 Sat 04:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,entry,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom_2,entry,kitchen,kitchen,kitchen,living
7500,d05 Sat 05:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,entry,kitchen,entry,entry,kitchen,living,kitchen,kitchen,living,kitchen,living,kitchen,entry,entry,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom_2,entry,kitchen,kitchen,kitchen,living
7560,d05 Sat 06:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,entry,kitchen,entry,entry,kitchen,living,kitchen,kitchen,living,kitchen,living,kitchen,entry,entry,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom_2,entry,kitchen,kitchen,kitchen,living
7620,d05 Sat 07:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,entry,kitchen,entry,entry,living,living,kitchen,kitchen,living,kitchen,living,kitchen,entry,entry,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom_2,entry,kitchen,kitchen,kitchen,living
7680,d05 Sat 08:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,kitchen,living,outside,outside,outside,outside,bedroom_1,living,kitchen,kitchen,outside,kitchen,bedroom_2,living,living,kitchen,entry,bedroom_2,entry,kitchen,kitchen,kitchen,outside
7740,d05 Sat 09:00,kitchen,kitchen,kitchen,kitchen,outside,outside,entry,living,outside,entry,outside,entry,outside,living,outside,kitchen,kitchen,kitchen,living,outside,entry,outside,entry,bedroom_1,living,kitchen,kitchen,outside,kitchen,bedroom_2,living,living,kitchen,entry,bedroom_2,entry,kitchen,kitchen,kitchen,living
7800,d05 Sat 10:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,entry,living,living,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,entry,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,entry,bedroom_2,entry,kitchen,kitchen,kitchen,living
7860,d05 Sat 11:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,entry,living,living,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,entry,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,bedroom_2,entry,kitchen,kitchen,kitchen,living
7920,d05 Sat 12:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,entry,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,entry,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,bedroom_2,entry,kitchen,kitchen,kitchen,living
7980,d05 Sat 13:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,entry,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,bedroom_2,entry,kitchen,kitchen,kitchen,living
8040,d05 Sat 14:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,bedroom_2,entry,kitchen,kitchen,kitchen,living
8100,d05 Sat 15:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,bedroom_2,entry,kitchen,kitchen,kitchen,living
8160,d05 Sat 16:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,bedroom_2,entry,kitchen,kitchen,kitchen,living
8220,d05 Sat 17:00,living,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,kitchen,outside,kitchen,outside,kitchen,outside,kitchen,kitchen,kitchen,living,outside,kitchen,outside,entry,bedroom_1,kitchen,kitchen,kitchen,outside,kitchen,bedroom_2,living,living,bathroom,entry,bedroom_2,entry,kitchen,kitchen,kitchen,living
8280,d05 Sat 18:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,entry,entry,living,kitchen,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,bedroom_2,entry,kitchen,kitchen,kitchen,living
8340,d05 Sat 19:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,entry,entry,living,kitchen,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,bedroom_2,entry,kitchen,kitchen,kitchen,living
