t,stamp,mug_1,mug_2,mug_3,mug_4,laptop_1,phone_1,phone_2,keys_1,keys_2,book_1,book_2,water_bottle_1,remote_1,charger_1,backpack_1,jacket_1,headphones_1,glasses_1,notebook_1,pen_1,toy_1,blanket_1,towel_1,lunchbox_1,wallet_1,wallet_2
25320,d17 Thu 14:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,living,kitchen,living,outside,outside,living,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,outside,outside
25380,d17 Thu 15:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,living,kitchen,living,outside,outside,living,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,outside,outside
25440,d17 Thu 16:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,entry,kitchen,living,bedroom_1,outside,living,kitchen,outside,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_3,kitchen,outside,entry,outside
25500,d17 Thu 17:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,entry,kitchen,living,bedroom_1,outside,living,kitchen,outside,kitchen,kitchen,living,kitchen,kitchen,living,living,kitchen,outside,entry,outside
25560,d17 Thu 18:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,outside,living,kitchen,outside,kitchen,kitchen,living,kitchen,kitchen,living,living,kitchen,outside,entry,outside
25620,d17 Thu 19:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,kitchen
25680,d17 Thu 20:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,kitchen
25740,d17 Thu 21:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,entry,kitchen
25800,d17 Thu 22:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
25860,d17 Thu 23:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
25920,d18 Fri 00:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
25980,d18 Fri 01:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
26040,d18 Fri 02:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
26100,d18 Fri 03:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
26160,d18 Fri 04:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
26220,d18 Fri 05:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
26280,d18 Fri 06:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
26340,d18 Fri 07:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,kitchen
26400,d18 Fri 08:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,living,kitchen,entry,outside,outside,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,outside,outside
26460,d18 Fri 09:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,living,kitchen,entry,outside,outside,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,outside,outside
26520,d18 Fri 10:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,living,kitchen,entry,outside,outside,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,outside,outside
26580,d18 Fri 11:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,living,kitchen,entry,outside,outside,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,outside,outside
26640,d18 Fri 12:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,living,kitchen,entry,outside,outside,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,outside,outside
26700,d18 Fri 13:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,living,kitchen,entry,outside,outside,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,outside,outside
26760,d18 Fri 14:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,living,kitchen,entry,outside,outside,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,outside,outside
26820,d18 Fri 15:00,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,living,kitchen,living,living,living,kitchen,kitchen,entry,living
26880,d18 Fri 16:00,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,living,kitchen,living,living,living,kitchen,kitchen,entry,living
26940,d18 Fri 17:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,living,living,kitchen,kitchen,entry,living
27000,d18 Fri 18:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,living,living,kitchen,kitchen,entry,kitchen
27060,d18 Fri 19:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,living,living,kitchen,kitchen,entry,kitchen
27120,d18 Fri 20:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,living,living,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,kitchen
27180,d18 Fri 21:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,living,living,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,kitchen
27240,d18 Fri 22:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,living,living,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
27300,d18 Fri 23:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,living,living,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
27360,d19 Sat 00:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,living,living,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
27420,d19 Sat 01:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,living,living,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
27480,d19 Sat 02:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,living,living,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
27540,d19 Sat 03:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,living,living,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
27600,d19 Sat 04:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,living,living,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
27660,d19 Sat 05:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,living,living,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
27720,d19 Sat 06:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,living,living,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
27780,d19 Sat 07:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,living,living,living,entry,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
27840,d19 Sat 08:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,living,living,living,entry,kitchen,kitchen,living,kitchen,living,living,living,kitchen,kitchen,entry,bedroom_2
27900,d19 Sat 09:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,living,living,living,entry,kitchen,kitchen,living,kitchen,kitchen,living,living,kitchen,kitchen,entry,kitchen
27960,d19 Sat 10:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,living,living,living,entry,kitchen,kitchen,living,kitchen,kitchen,living,living,kitchen,kitchen,entry,kitchen
28020,d19 Sat 11:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,living,living,living,entry,kitchen,kitchen,living,kitchen,kitchen,living,living,kitchen,kitchen,entry,kitchen
28080,d19 Sat 12:00,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,living,living,living,entry,kitchen,kitchen,living,kitchen,living,living,living,kitchen,kitchen,entry,kitchen
28140,d19 Sat 13:00,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,living,living,living,entry,kitchen,kitchen,living,kitchen,living,living,living,kitchen,kitchen,entry,kitchen
28200,d19 Sat 14:00,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,living,living,living,entry,kitchen,kitchen,living,kitchen,living,living,living,kitchen,kitchen,entry,kitchen
28260,d19 Sat 15:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,living,living,living,entry,kitchen,kitchen,living,kitchen,kitchen,living,living,kitchen,kitchen,entry,kitchen
28320,d19 Sat 16:00,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,living,living,living,entry,kitchen,kitchen,living,kitchen,living,living,living,kitchen,kitchen,entry,kitchen
28380,d19 Sat 17:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,living,living,living,entry,kitchen,kitchen,living,kitchen,kitchen,living,living,kitchen,kitchen,entry,kitchen
28440,d19 Sat 18:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,living,living,living,entry,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,kitchen
28500,d19 Sat 19:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,living,living,living,entry,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,living
28560,d19 Sat 20:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,living,living,living,entry,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,living
28620,d19 Sat 21:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,living,living,living,entry,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
28680,d19 Sat 22:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,living,living,living,entry,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
28740,d19 Sat 23:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,living,living,living,entry,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
28800,d20 Sun 00:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,living,living,living,entry,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
28860,d20 Sun 01:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,living,living,living,entry,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
28920,d20 Sun 02:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,living,living,living,entry,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
28980,d20 Sun 03:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,living,living,living,entry,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
29040,d20 Sun 04:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,living,living,living,entry,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
29100,d20 Sun 05:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,living,living,living,entry,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
29160,d20 Sun 06:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,living,living,living,entry,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
29220,d20 Sun 07:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,living,living,living,entry,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
29280,d20 Sun 08:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,living,living,living,entry,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
29340,d20 Sun 09:00,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,living,living,living,entry,kitchen,kitchen,living,kitchen,living,living,living,kitchen,kitchen,entry,kitchen
29400,d20 Sun 10:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,living,living,bedroom_1,entry,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,kitchen
29460,d20 Sun 11:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,living,living,bedroom_1,entry,kitchen,kitchen,bedroom_2,kitchen,kitchen,living,living,kitchen,kitchen,entry,kitchen
29520,d20 Sun 12:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,living,living,bedroom_1,entry,kitchen,kitchen,bedroom_2,kitchen,kitchen,living,living,kitchen,kitchen,entry,kitchen
29580,d20 Sun 13:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,living,living,bedroom_1,entry,kitchen,kitchen,bedroom_2,kitchen,kitchen,living,living,kitchen,kitchen,entry,kitchen
29640,d20 Sun 14:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,living,living,bedroom_1,entry,kitchen,kitchen,bedroom_2,kitchen,kitchen,living,living,kitchen,kitchen,entry,kitchen
29700,d20 Sun 15:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,living,living,bedroom_1,entry,kitchen,kitchen,bedroom_2,kitchen,kitchen,living,living,kitchen,kitchen,entry,kitchen
29760,d20 Sun 16:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,living,living,bedroom_1,entry,kitchen,kitchen,bedroom_2,kitchen,kitchen,living,living,kitchen,kitchen,entry,kitchen
29820,d20 Sun 17:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,living,living,bedroom_1,entry,kitchen,kitchen,bedroom_2,kitchen,kitchen,living,living,kitchen,kitchen,entry,kitchen
29880,d20 Sun 18:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,living,living,bedroom_1,entry,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,living
29940,d20 Sun 19:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,living,living,bedroom_1,entry,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,living
30000,d20 Sun 20:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,living,living,bedroom_1,entry,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
30060,d20 Sun 21:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,living,living,bedroom_1,entry,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
30120,d20 Sun 22:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,living,living,bedroom_1,entry,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
30180,d20 Sun 23:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,living,living,bedroom_1,entry,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
