t,stamp,phone_leena,keys_leena,wallet_leena,laptop_leena,charger_leena,backpack_leena,jacket_leena,headphones_leena,glasses_leena,notebook_leena,pen_leena,water_bottle_leena,lunchbox_leena,mug_leena,mug_shared_1,bowl_leena,plate_leena,pot_shared_1,pan_shared_1,book_leena,remote_shared_1,blanket_leena,yoga_mat_leena,laundry_basket_leena,towel_leena,vacuum_cleaner_shared_1,watering_can_leena,medication_bottle_leena,hairbrush_leena,makeup_kit_leena,suitcase_leena,umbrella_leena
5460,d03 Thu 19:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bathroom,entry,kitchen,bedroom,bathroom,kitchen,bedroom,entry
5520,d03 Thu 20:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bathroom,entry,kitchen,bedroom,bathroom,kitchen,bedroom,entry
5580,d03 Thu 21:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bathroom,entry,kitchen,bedroom,bathroom,kitchen,bedroom,entry
5640,d03 Thu 22:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bathroom,entry,kitchen,bedroom,bathroom,kitchen,bedroom,entry
5700,d03 Thu 23:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bathroom,entry,kitchen,bedroom,bathroom,kitchen,bedroom,entry
5760,d04 Fri 00:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bathroom,entry,kitchen,bedroom,bathroom,kitchen,bedroom,entry
5820,d04 Fri 01:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bathroom,entry,kitchen,bedroom,bathroom,kitchen,bedroom,entry
5880,d04 Fri 02:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bathroom,entry,kitchen,bedroom,bathroom,kitchen,bedroom,entry
5940,d04 Fri 03:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bathroom,entry,kitchen,bedroom,bathroom,kitchen,bedroom,entry
6000,d04 Fri 04:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bathroom,entry,kitchen,bedroom,bathroom,kitchen,bedroom,entry
6060,d04 Fri 05:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bathroom,entry,kitchen,bedroom,bathroom,kitchen,bedroom,entry
6120,d04 Fri 06:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bathroom,entry,kitchen,bedroom,bathroom,kitchen,bedroom,entry
6180,d04 Fri 07:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bathroom,entry,kitchen,bedroom,bathroom,kitchen,bedroom,entry
6240,d04 Fri 08:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
6300,d04 Fri 09:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
6360,d04 Fri 10:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
6420,d04 Fri 11:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
6480,d04 Fri 12:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
6540,d04 Fri 13:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
6600,d04 Fri 14:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
6660,d04 Fri 15:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
6720,d04 Fri 16:00,outside,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,outside
6780,d04 Fri 17:00,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
6840,d04 Fri 18:00,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
6900,d04 Fri 19:00,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
6960,d04 Fri 20:00,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
7020,d04 Fri 21:00,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
7080,d04 Fri 22:00,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
7140,d04 Fri 23:00,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
7200,d05 Sat 00:00,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
7260,d05 Sat 01:00,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
7320,d05 Sat 02:00,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
7380,d05 Sat 03:00,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
7440,d05 Sat 04:00,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
7500,d05 Sat 05:00,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
7560,d05 Sat 06:00,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
7620,d05 Sat 07:00,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
7680,d05 Sat 08:00,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bedroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
7740,d05 Sat 09:00,outside,outside,outside,kitchen,kitchen,outside,bedroom,kitchen,outside,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,kitchen
7800,d05 Sat 10:00,outside,outside,outside,kitchen,kitchen,outside,bedroom,kitchen,outside,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,kitchen
7860,d05 Sat 11:00,entry,kitchen,entry,kitchen,kitchen,entry,bedroom,kitchen,bedroom,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,kitchen
7920,d05 Sat 12:00,entry,kitchen,entry,kitchen,kitchen,entry,bedroom,kitchen,bedroom,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,kitchen
7980,d05 Sat 13:00,entry,kitchen,entry,kitchen,kitchen,entry,bedroom,kitchen,bedroom,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,kitchen
8040,d05 Sat 14:00,living,living,entry,kitchen,kitchen,entry,entry,kitchen,bedroom,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
8100,d05 Sat 15:00,living,living,entry,kitchen,kitchen,entry,entry,kitchen,bedroom,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
8160,d05 Sat 16:00,living,living,entry,kitchen,kitchen,entry,entry,kitchen,bedroom,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
8220,d05 Sat 17:00,living,living,entry,kitchen,kitchen,entry,entry,kitchen,living,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
8280,d05 Sat 18:00,living,living,entry,kitchen,kitchen,entry,entry,kitchen,living,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
8340,d05 Sat 19:00,living,living,entry,kitchen,kitchen,entry,entry,kitchen,living,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
8400,d05 Sat 20:00,living,living,entry,kitchen,kitchen,entry,entry,kitchen,living,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
8460,d05 Sat 21:00,living,living,entry,kitchen,kitchen,entry,entry,kitchen,living,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
8520,d05 Sat 22:00,living,living,entry,kitchen,kitchen,entry,entry,kitchen,living,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
8580,d05 Sat 23:00,living,living,entry,kitchen,kitchen,entry,entry,kitchen,living,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
8640,d06 Sun 00:00,living,living,entry,kitchen,kitchen,entry,entry,kitchen,living,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
8700,d06 Sun 01:00,living,living,entry,kitchen,kitchen,entry,entry,kitchen,living,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
8760,d06 Sun 02:00,living,living,entry,kitchen,kitchen,entry,entry,kitchen,living,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
8820,d06 Sun 03:00,living,living,entry,kitchen,kitchen,entry,entry,kitchen,living,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
8880,d06 Sun 04:00,living,living,entry,kitchen,kitchen,entry,entry,kitchen,living,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
8940,d06 Sun 05:00,living,living,entry,kitchen,kitchen,entry,entry,kitchen,living,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
9000,d06 Sun 06:00,living,living,entry,kitchen,kitchen,entry,entry,kitchen,living,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
9060,d06 Sun 07:00,living,living,entry,kitchen,kitchen,entry,entry,kitchen,living,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
9120,d06 Sun 08:00,living,living,entry,kitchen,kitchen,entry,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
9180,d06 Sun 09:00,living,living,bathroom,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
9240,d06 Sun 10:00,living,living,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
9300,d06 Sun 11:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,kitchen
9360,d06 Sun 12:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,kitchen
9420,d06 Sun 13:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,kitchen
9480,d06 Sun 14:00,bathroom,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,kitchen
9540,d06 Sun 15:00,bathroom,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,kitchen
9600,d06 Sun 16:00,bathroom,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,kitchen
9660,d06 Sun 17:00,bathroom,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,kitchen
9720,d06 Sun 18:00,bathroom,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,kitchen
9780,d06 Sun 19:00,bathroom,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,kitchen
9840,d06 Sun 20:00,bathroom,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,kitchen
9900,d06 Sun 21:00,bathroom,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,kitchen
9960,d06 Sun 22:00,bathroom,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,kitchen
