t,stamp,mug_nikhil,laptop_nikhil,phone_nikhil,keys_nikhil,wallet_nikhil,backpack_nikhil,charger_nikhil,notebook_nikhil,glasses_nikhil,jacket_nikhil,mug_marisol,laptop_marisol,phone_marisol,keys_marisol,wallet_marisol,backpack_marisol,water_bottle_marisol,book_marisol,glasses_marisol,makeup_kit_marisol,hairbrush_marisol,phone_tessa,keys_tessa,backpack_tessa,laptop_tessa,charger_tessa,headphones_tessa,water_bottle_tessa,notebook_tessa,pen_tessa,book_tessa,gaming_controller_tessa,phone_owen,backpack_owen,lunchbox_owen,water_bottle_owen,tablet_owen,blanket_owen,toy_owen,notebook_owen,pen_owen,jacket_owen,gaming_controller_owen,plate_shared_1,bowl_shared_1,pot_shared_1,pan_shared_1,remote_shared_1,charger_shared_1,laundry_basket_shared_1,vacuum_cleaner_shared_1,umbrella_shared_1,towel_shared_1,yoga_mat_shared_1
3060,d02 Wed 03:00,kitchen,bedroom_1,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_2,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom_3,living,kitchen,bedroom_3,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
3120,d02 Wed 04:00,kitchen,bedroom_1,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_2,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom_3,living,kitchen,bedroom_3,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
3180,d02 Wed 05:00,kitchen,bedroom_1,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bathroom,bathroom,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom_3,living,kitchen,bedroom_3,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
3240,d02 Wed 06:00,kitchen,bedroom_1,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bathroom,kitchen,bathroom,bathroom,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,kitchen,living,kitchen,entry,kitchen,entry,kitchen,bedroom_3,entry,kitchen,bedroom_3,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
3300,d02 Wed 07:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,bedroom_3,outside,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom_3,living,kitchen,bedroom_3,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
3360,d02 Wed 08:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,living,outside,outside,outside,outside,outside,bedroom_3,living,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,bathroom,living
3420,d02 Wed 09:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,living,outside,outside,outside,outside,outside,bedroom_3,living,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,bathroom,living
3480,d02 Wed 10:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,living,outside,outside,outside,outside,outside,bedroom_3,living,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,bathroom,living
3540,d02 Wed 11:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,living,outside,outside,outside,outside,outside,bedroom_3,living,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,bathroom,living
3600,d02 Wed 12:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,living,outside,outside,outside,outside,outside,bedroom_3,living,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,bathroom,living
3660,d02 Wed 13:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,living,outside,outside,outside,outside,outside,bedroom_3,living,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,bathroom,living
3720,d02 Wed 14:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,living,outside,outside,outside,outside,outside,bedroom_3,living,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,bathroom,living
3780,d02 Wed 15:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom_3,living,bedroom_3,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,bathroom,living
3840,d02 Wed 16:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom_3,living,bedroom_3,kitchen,entry,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,bathroom,living
3900,d02 Wed 17:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,living,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom_3,living,bedroom_3,kitchen,entry,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,bathroom,living
3960,d02 Wed 18:00,kitchen,bedroom_1,bedroom_1,entry,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,bedroom_2,entry,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,living,living,kitchen,entry,entry,kitchen,kitchen,living,living,kitchen,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,bathroom,living
4020,d02 Wed 19:00,kitchen,bedroom_1,bedroom_1,entry,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,bedroom_2,entry,bedroom_2,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,living,kitchen,entry,entry,kitchen,kitchen,bedroom_3,living,kitchen,living,entry,living,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
4080,d02 Wed 20:00,kitchen,bedroom_1,bedroom_1,entry,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,bedroom_2,entry,bedroom_2,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,living,kitchen,entry,entry,kitchen,kitchen,bedroom_3,living,kitchen,bedroom_3,entry,living,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
4140,d02 Wed 21:00,kitchen,bedroom_1,bedroom_1,entry,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,bathroom,living,bathroom,bathroom,bedroom_2,entry,bedroom_2,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,living,kitchen,entry,entry,kitchen,kitchen,bedroom_3,living,kitchen,bedroom_3,entry,living,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
4200,d02 Wed 22:00,kitchen,bedroom_1,bedroom_1,entry,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,bathroom,living,bathroom,kitchen,bedroom_2,entry,bedroom_2,kitchen,bathroom,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,living,kitchen,entry,entry,kitchen,kitchen,bedroom_3,living,kitchen,bedroom_3,entry,living,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
4260,d02 Wed 23:00,kitchen,bedroom_1,bedroom_1,entry,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,bathroom,living,bathroom,kitchen,bedroom_2,entry,bedroom_2,kitchen,bathroom,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,living,kitchen,entry,entry,kitchen,kitchen,bedroom_3,living,kitchen,bedroom_3,entry,living,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
4320,d03 Thu 00:00,kitchen,bedroom_1,bedroom_1,entry,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,bedroom_1,living,bathroom,kitchen,bedroom_2,entry,bedroom_2,kitchen,bathroom,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,living,kitchen,entry,entry,kitchen,kitchen,bedroom_3,living,kitchen,bedroom_3,entry,living,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
4380,d03 Thu 01:00,kitchen,bedroom_1,bedroom_1,entry,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,bedroom_1,living,bathroom,kitchen,bedroom_2,entry,bedroom_2,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,living,kitchen,kitchen,entry,kitchen,kitchen,bedroom_3,living,kitchen,bedroom_3,entry,living,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
4440,d03 Thu 02:00,kitchen,bedroom_1,bedroom_1,entry,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,bedroom_1,living,bathroom,kitchen,bedroom_2,entry,bedroom_2,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,living,kitchen,kitchen,entry,kitchen,kitchen,bedroom_3,living,kitchen,bedroom_3,entry,living,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
4500,d03 Thu 03:00,kitchen,bedroom_1,bedroom_1,entry,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,bedroom_1,living,bathroom,kitchen,bedroom_2,entry,bedroom_2,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,living,kitchen,kitchen,entry,kitchen,kitchen,bedroom_3,living,kitchen,bedroom_3,entry,living,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
4560,d03 Thu 04:00,kitchen,bedroom_1,bedroom_1,entry,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,bedroom_1,living,bathroom,kitchen,bedroom_2,entry,bedroom_2,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,living,kitchen,kitchen,entry,kitchen,kitchen,bedroom_3,living,kitchen,bedroom_3,entry,living,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
4620,d03 Thu 05:00,kitchen,bedroom_1,bedroom_1,entry,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bathroom,kitchen,bedroom_2,entry,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,living,kitchen,kitchen,entry,kitchen,kitchen,bedroom_3,living,kitchen,bedroom_3,entry,living,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
4680,d03 Thu 06:00,kitchen,bedroom_1,bedroom_1,entry,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,bathroom,kitchen,bathroom,kitchen,bedroom_2,entry,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,living,kitchen,kitchen,entry,entry,kitchen,bedroom_3,entry,kitchen,bedroom_3,entry,living,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
4740,d03 Thu 07:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,bathroom,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,living,kitchen,entry,entry,entry,kitchen,bedroom_3,entry,kitchen,bedroom_3,entry,living,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
4800,d03 Thu 08:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,living,outside,outside,outside,outside,outside,bedroom_3,living,outside,outside,outside,living,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
4860,d03 Thu 09:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,living,outside,outside,outside,outside,outside,bedroom_3,living,outside,outside,outside,living,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
4920,d03 Thu 10:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,living,outside,outside,outside,outside,outside,bedroom_3,living,outside,outside,outside,living,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
4980,d03 Thu 11:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,living,outside,outside,outside,outside,outside,bedroom_3,living,outside,outside,outside,living,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
5040,d03 Thu 12:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,living,outside,outside,outside,outside,outside,bedroom_3,living,outside,outside,outside,living,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
5100,d03 Thu 13:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,living,outside,outside,outside,outside,outside,bedroom_3,living,outside,outside,outside,living,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
5160,d03 Thu 14:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,living,outside,outside,outside,outside,outside,bedroom_3,living,outside,outside,outside,living,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
5220,d03 Thu 15:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,living,outside,outside,outside,outside,outside,bedroom_3,living,outside,outside,outside,living,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
5280,d03 Thu 16:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,outside,outside,outside,outside,kitchen,outside,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,living,kitchen,entry,kitchen,kitchen,living,bedroom_3,living,bedroom_3,living,entry,living,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
5340,d03 Thu 17:00,outside,outside,outside,outside,outside,outside,bedroom_1,outside,outside,outside,kitchen,bedroom_1,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,living,kitchen,entry,entry,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,entry,living,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
5400,d03 Thu 18:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_2,entry,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,living,kitchen,entry,entry,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
5460,d03 Thu 19:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,living,bathroom,bedroom_2,entry,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,living,kitchen,entry,entry,kitchen,kitchen,bathroom,living,kitchen,bathroom,entry,living,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
5520,d03 Thu 20:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,living,bathroom,bedroom_2,entry,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,living,kitchen,entry,entry,kitchen,kitchen,bedroom_3,living,kitchen,bedroom_3,entry,living,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
5580,d03 Thu 21:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bathroom,bathroom,bedroom_2,entry,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,living,kitchen,entry,entry,kitchen,kitchen,bathroom,living,kitchen,bedroom_3,entry,living,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
5640,d03 Thu 22:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bathroom,kitchen,bedroom_2,entry,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,living,kitchen,entry,entry,kitchen,kitchen,bedroom_3,living,kitchen,bedroom_3,entry,living,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
5700,d03 Thu 23:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bathroom,kitchen,bedroom_2,entry,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,living,kitchen,entry,entry,kitchen,kitchen,bedroom_3,living,kitchen,bedroom_3,entry,living,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
5760,d04 Fri 00:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bathroom,kitchen,bedroom_2,entry,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,living,kitchen,entry,entry,kitchen,kitchen,bedroom_3,living,kitchen,bedroom_3,entry,living,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
