t,stamp,laptop_mara,phone_mara,keys_mara,wallet_mara,backpack_mara,charger_mara,headphones_mara,notebook_mara,pen_mara,mug_mara,water_bottle_mara,glasses_mara,book_mara,jacket_mara,umbrella_mara,lunchbox_mara,yoga_mat_mara,gaming_controller_mara,remote_shared_1,blanket_shared_1,plate_shared_1,bowl_shared_1,mug_shared_1,pot_shared_1,pan_shared_1,laundry_basket_mara,towel_mara,vacuum_cleaner_shared_1,watering_can_mara,hairbrush_mara,medication_bottle_mara,suitcase_mara
21480,d14 Mon 22:00,kitchen,bedroom,entry,kitchen,entry,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,living,entry,kitchen,kitchen,living,kitchen,living,living,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
21540,d14 Mon 23:00,kitchen,bedroom,entry,kitchen,entry,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,living,entry,kitchen,kitchen,living,kitchen,living,living,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
21600,d15 Tue 00:00,kitchen,bedroom,entry,kitchen,entry,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,living,entry,kitchen,kitchen,living,kitchen,living,living,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
21660,d15 Tue 01:00,kitchen,bedroom,entry,kitchen,entry,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,living,entry,kitchen,kitchen,living,kitchen,living,living,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
21720,d15 Tue 02:00,kitchen,bedroom,entry,kitchen,entry,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,living,entry,kitchen,kitchen,living,kitchen,living,living,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
21780,d15 Tue 03:00,kitchen,bedroom,entry,kitchen,entry,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,living,entry,kitchen,kitchen,living,kitchen,living,living,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
21840,d15 Tue 04:00,kitchen,bedroom,entry,kitchen,entry,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,living,entry,kitchen,kitchen,living,kitchen,living,living,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
21900,d15 Tue 05:00,kitchen,bedroom,entry,kitchen,entry,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,living,entry,kitchen,kitchen,living,kitchen,living,living,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
21960,d15 Tue 06:00,kitchen,bedroom,kitchen,kitchen,entry,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,living,entry,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
22020,d15 Tue 07:00,kitchen,outside,outside,outside,outside,bedroom,bedroom,bedroom,outside,kitchen,outside,outside,living,outside,outside,outside,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,outside,outside
22080,d15 Tue 08:00,bedroom,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,bedroom,living,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
22140,d15 Tue 09:00,bedroom,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,bedroom,living,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
22200,d15 Tue 10:00,bedroom,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,bedroom,living,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
22260,d15 Tue 11:00,bedroom,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,bedroom,living,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
22320,d15 Tue 12:00,kitchen,kitchen,entry,entry,bedroom,kitchen,bedroom,bedroom,bedroom,kitchen,bedroom,kitchen,living,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
22380,d15 Tue 13:00,kitchen,kitchen,entry,entry,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,kitchen,living,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
22440,d15 Tue 14:00,kitchen,kitchen,entry,entry,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,kitchen,living,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
22500,d15 Tue 15:00,kitchen,kitchen,entry,entry,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,kitchen,living,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
22560,d15 Tue 16:00,bedroom,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,kitchen,bedroom,kitchen,kitchen,living,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
22620,d15 Tue 17:00,bedroom,kitchen,entry,entry,bedroom,kitchen,bedroom,bedroom,kitchen,bedroom,kitchen,kitchen,living,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
22680,d15 Tue 18:00,bedroom,kitchen,entry,entry,bedroom,kitchen,bedroom,bedroom,kitchen,bedroom,kitchen,kitchen,living,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
22740,d15 Tue 19:00,bedroom,kitchen,entry,entry,bedroom,kitchen,bedroom,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,entry,entry,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
22800,d15 Tue 20:00,bedroom,kitchen,entry,entry,bedroom,kitchen,bedroom,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,entry,entry,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
22860,d15 Tue 21:00,bedroom,kitchen,entry,entry,bedroom,kitchen,bedroom,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
22920,d15 Tue 22:00,bedroom,kitchen,entry,entry,bedroom,kitchen,bedroom,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
22980,d15 Tue 23:00,bedroom,kitchen,entry,entry,bedroom,kitchen,bedroom,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
23040,d16 Wed 00:00,bedroom,kitchen,entry,entry,bedroom,kitchen,bedroom,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
23100,d16 Wed 01:00,bedroom,kitchen,entry,entry,bedroom,kitchen,bedroom,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
23160,d16 Wed 02:00,bedroom,kitchen,entry,entry,bedroom,kitchen,bedroom,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
23220,d16 Wed 03:00,bedroom,kitchen,entry,entry,bedroom,kitchen,bedroom,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
23280,d16 Wed 04:00,bedroom,kitchen,entry,entry,bedroom,kitchen,bedroom,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
23340,d16 Wed 05:00,bedroom,kitchen,entry,entry,bedroom,kitchen,bedroom,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
23400,d16 Wed 06:00,bedroom,kitchen,entry,entry,bedroom,kitchen,bedroom,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
23460,d16 Wed 07:00,bedroom,kitchen,entry,entry,bedroom,kitchen,bedroom,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
23520,d16 Wed 08:00,kitchen,kitchen,entry,entry,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
23580,d16 Wed 09:00,kitchen,kitchen,entry,entry,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
23640,d16 Wed 10:00,kitchen,kitchen,entry,entry,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
23700,d16 Wed 11:00,kitchen,bedroom,entry,entry,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
23760,d16 Wed 12:00,bedroom,bedroom,entry,entry,bedroom,bedroom,bedroom,kitchen,bedroom,kitchen,kitchen,bedroom,kitchen,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
23820,d16 Wed 13:00,bedroom,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,bedroom,kitchen,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
23880,d16 Wed 14:00,bedroom,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,bedroom,kitchen,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
23940,d16 Wed 15:00,kitchen,outside,outside,outside,outside,bedroom,bedroom,kitchen,outside,bedroom,outside,outside,kitchen,outside,outside,outside,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,outside,outside
24000,d16 Wed 16:00,kitchen,outside,outside,outside,outside,bedroom,bedroom,kitchen,outside,bedroom,outside,outside,kitchen,outside,outside,outside,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,outside,outside
24060,d16 Wed 17:00,kitchen,outside,outside,outside,outside,bedroom,bedroom,kitchen,outside,bedroom,outside,outside,kitchen,outside,outside,outside,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,outside,outside
24120,d16 Wed 18:00,kitchen,living,entry,entry,entry,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,bedroom,kitchen,entry,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
24180,d16 Wed 19:00,kitchen,living,entry,entry,entry,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,bedroom,kitchen,entry,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
24240,d16 Wed 20:00,kitchen,living,entry,entry,entry,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,bedroom,kitchen,entry,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
24300,d16 Wed 21:00,kitchen,living,entry,entry,entry,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,bedroom,living,entry,living,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
24360,d16 Wed 22:00,kitchen,living,entry,entry,entry,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,entry,bedroom,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
24420,d16 Wed 23:00,kitchen,living,entry,entry,entry,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,entry,bedroom,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
24480,d17 Thu 00:00,kitchen,living,entry,entry,entry,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,entry,bedroom,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
24540,d17 Thu 01:00,kitchen,living,entry,entry,entry,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,entry,bedroom,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
24600,d17 Thu 02:00,kitchen,living,entry,entry,entry,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,entry,bedroom,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
24660,d17 Thu 03:00,kitchen,living,entry,entry,entry,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,entry,bedroom,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
24720,d17 Thu 04:00,kitchen,living,entry,entry,entry,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,entry,bedroom,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
24780,d17 Thu 05:00,kitchen,living,entry,entry,entry,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,entry,bedroom,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
24840,d17 Thu 06:00,kitchen,living,entry,entry,entry,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,entry,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
24900,d17 Thu 07:00,kitchen,living,entry,entry,entry,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,entry,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
24960,d17 Thu 08:00,bedroom,living,entry,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,bedroom,bedroom,entry,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
25020,d17 Thu 09:00,bedroom,living,entry,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,bedroom,bedroom,entry,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
25080,d17 Thu 10:00,kitchen,bedroom,entry,entry,kitchen,bedroom,kitchen,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,entry,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
25140,d17 Thu 11:00,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,entry,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
25200,d17 Thu 12:00,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,entry,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
25260,d17 Thu 13:00,bedroom,kitchen,entry,entry,bedroom,bedroom,bedroom,bedroom,kitchen,bedroom,kitchen,bedroom,bedroom,entry,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
25320,d17 Thu 14:00,bedroom,kitchen,entry,entry,bedroom,bedroom,bedroom,bedroom,kitchen,bedroom,kitchen,bedroom,bedroom,entry,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
25380,d17 Thu 15:00,bedroom,kitchen,entry,entry,bedroom,bedroom,bedroom,bedroom,kitchen,bedroom,kitchen,bedroom,bedroom,entry,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
25440,d17 Thu 16:00,bedroom,bedroom,entry,entry,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
25500,d17 Thu 17:00,bedroom,bedroom,entry,entry,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
25560,d17 Thu 18:00,bedroom,bedroom,entry,entry,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
25620,d17 Thu 19:00,bedroom,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
25680,d17 Thu 20:00,bedroom,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
25740,d17 Thu 21:00,bedroom,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
25800,d17 Thu 22:00,bedroom,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
25860,d17 Thu 23:00,bedroom,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
25920,d18 Fri 00:00,bedroom,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
25980,d18 Fri 01:00,bedroom,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
26040,d18 Fri 02:00,bedroom,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
26100,d18 Fri 03:00,bedroom,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
26160,d18 Fri 04:00,bedroom,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
26220,d18 Fri 05:00,bedroom,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
26280,d18 Fri 06:00,bedroom,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
26340,d18 Fri 07:00,bedroom,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
26400,d18 Fri 08:00,bedroom,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
26460,d18 Fri 09:00,bedroom,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
26520,d18 Fri 10:00,bedroom,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
26580,d18 Fri 11:00,bedroom,kitchen,entry,entry,kitchen,bedroom,kitchen,bedroom,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
26640,d18 Fri 12:00,kitchen,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
26700,d18 Fri 13:00,bedroom,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,kitchen,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,living,living,living,living,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
26760,d18 Fri 14:00,bedroom,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,kitchen,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,living,living,living,living,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
