t,stamp,mug_marie,mug_1,bowl_marie,plate_1,laptop_marie,phone_marie,tablet_marie,keys_marie,wallet_marie,book_marie,book_1,water_bottle_marie,remote_marie,charger_marie,backpack_marie,jacket_marie,glasses_marie,notebook_marie,pen_marie,medication_bottle_marie,blanket_marie,towel_marie,gaming_controller_marie,umbrella_marie,laundry_basket_marie,vacuum_cleaner_1,pot_1,pan_1,suitcase_marie,watering_can_marie
24000,d16 Wed 16:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,bedroom,living,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom,bathroom,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
24060,d16 Wed 17:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,bedroom,living,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom,bathroom,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
24120,d16 Wed 18:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,bedroom,living,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom,bathroom,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
24180,d16 Wed 19:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,bedroom,living,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom,bathroom,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
24240,d16 Wed 20:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,bedroom,living,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom,bathroom,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
24300,d16 Wed 21:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,bedroom,living,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom,bathroom,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
24360,d16 Wed 22:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,bedroom,living,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom,bathroom,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
24420,d16 Wed 23:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,bedroom,living,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom,bathroom,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
24480,d17 Thu 00:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,bedroom,living,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom,bathroom,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
24540,d17 Thu 01:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,bedroom,living,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom,bathroom,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
24600,d17 Thu 02:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,bedroom,living,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom,bathroom,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
24660,d17 Thu 03:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,bedroom,living,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom,bathroom,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
24720,d17 Thu 04:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,bedroom,living,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom,bathroom,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
24780,d17 Thu 05:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,bedroom,living,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom,bathroom,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
24840,d17 Thu 06:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,bedroom,living,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
24900,d17 Thu 07:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,bedroom,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,bedroom,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
24960,d17 Thu 08:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,bedroom,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,bedroom,kitchen,living,bathroom,kitchen,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
25020,d17 Thu 09:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,bedroom,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,bedroom,kitchen,living,bathroom,kitchen,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
25080,d17 Thu 10:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,bedroom,bedroom,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
25140,d17 Thu 11:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,bedroom,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
25200,d17 Thu 12:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,bedroom,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
25260,d17 Thu 13:00,living,living,kitchen,kitchen,kitchen,living,kitchen,entry,bedroom,bedroom,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
25320,d17 Thu 14:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,bedroom,bedroom,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
25380,d17 Thu 15:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
25440,d17 Thu 16:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
25500,d17 Thu 17:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
25560,d17 Thu 18:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
25620,d17 Thu 19:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
25680,d17 Thu 20:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
25740,d17 Thu 21:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
25800,d17 Thu 22:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
25860,d17 Thu 23:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
25920,d18 Fri 00:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
25980,d18 Fri 01:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
26040,d18 Fri 02:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
26100,d18 Fri 03:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
26160,d18 Fri 04:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
26220,d18 Fri 05:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
26280,d18 Fri 06:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,kitchen,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
26340,d18 Fri 07:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,kitchen,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
26400,d18 Fri 08:00,kitchen,kitchen,kitchen,kitchen,outside,outside,kitchen,outside,outside,outside,living,outside,kitchen,outside,outside,outside,living,outside,outside,kitchen,living,bathroom,living,outside,kitchen,entry,kitchen,kitchen,outside,kitchen
26460,d18 Fri 09:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,bedroom,living,kitchen,kitchen,kitchen,entry,entry,living,kitchen,bedroom,kitchen,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
26520,d18 Fri 10:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,bedroom,living,kitchen,kitchen,kitchen,entry,entry,living,kitchen,bedroom,kitchen,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
26580,d18 Fri 11:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,kitchen,kitchen,entry,entry,living,kitchen,bedroom,kitchen,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
26640,d18 Fri 12:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,kitchen,kitchen,entry,entry,living,kitchen,living,kitchen,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
26700,d18 Fri 13:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,kitchen,kitchen,entry,entry,living,kitchen,living,kitchen,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
26760,d18 Fri 14:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,kitchen,living,kitchen,entry,entry,living,kitchen,living,kitchen,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
26820,d18 Fri 15:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,kitchen,living,kitchen,entry,entry,living,kitchen,living,kitchen,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
26880,d18 Fri 16:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,kitchen,living,kitchen,entry,entry,living,kitchen,living,kitchen,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
26940,d18 Fri 17:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,kitchen,living,kitchen,entry,entry,bedroom,kitchen,living,kitchen,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
27000,d18 Fri 18:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,kitchen,living,kitchen,entry,entry,bedroom,kitchen,living,kitchen,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
27060,d18 Fri 19:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,kitchen,living,kitchen,entry,entry,bedroom,kitchen,living,kitchen,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
27120,d18 Fri 20:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,kitchen,living,kitchen,entry,entry,bedroom,kitchen,living,kitchen,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
27180,d18 Fri 21:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,kitchen,living,kitchen,entry,entry,bedroom,kitchen,living,kitchen,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
27240,d18 Fri 22:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,kitchen,living,kitchen,entry,entry,bedroom,kitchen,living,kitchen,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
27300,d18 Fri 23:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,kitchen,living,kitchen,entry,entry,bedroom,kitchen,living,kitchen,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
27360,d19 Sat 00:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,kitchen,living,kitchen,entry,entry,bedroom,kitchen,living,kitchen,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
27420,d19 Sat 01:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,kitchen,living,kitchen,entry,entry,bedroom,kitchen,living,kitchen,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
27480,d19 Sat 02:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,kitchen,living,kitchen,entry,entry,bedroom,kitchen,living,kitchen,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
27540,d19 Sat 03:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,kitchen,living,kitchen,entry,entry,bedroom,kitchen,living,kitchen,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
27600,d19 Sat 04:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,kitchen,living,kitchen,entry,entry,bedroom,kitchen,living,kitchen,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
27660,d19 Sat 05:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,kitchen,living,kitchen,entry,entry,bedroom,kitchen,living,kitchen,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
27720,d19 Sat 06:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,living,kitchen,entry,entry,bedroom,kitchen,living,kitchen,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
27780,d19 Sat 07:00,living,kitchen,kitchen,kitchen,outside,outside,kitchen,outside,outside,outside,living,outside,living,outside,outside,outside,bedroom,outside,outside,bathroom,living,bathroom,living,outside,kitchen,entry,kitchen,kitchen,outside,kitchen
27840,d19 Sat 08:00,living,kitchen,kitchen,kitchen,outside,outside,kitchen,outside,outside,outside,living,outside,living,outside,outside,outside,bedroom,outside,outside,bathroom,living,bathroom,living,outside,kitchen,entry,kitchen,kitchen,outside,kitchen
27900,d19 Sat 09:00,living,kitchen,kitchen,kitchen,outside,outside,kitchen,outside,outside,outside,living,outside,living,outside,outside,outside,bedroom,outside,outside,bathroom,living,bathroom,living,outside,kitchen,entry,kitchen,kitchen,outside,kitchen
27960,d19 Sat 10:00,living,kitchen,kitchen,kitchen,outside,outside,kitchen,outside,outside,outside,living,outside,living,outside,outside,outside,bedroom,outside,outside,bathroom,living,bathroom,living,outside,kitchen,entry,kitchen,kitchen,outside,kitchen
28020,d19 Sat 11:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,living,living,kitchen,living,kitchen,kitchen,entry,bedroom,kitchen,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen
28080,d19 Sat 12:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,living,living,kitchen,living,kitchen,kitchen,entry,bedroom,kitchen,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen
28140,d19 Sat 13:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,living,living,kitchen,living,kitchen,kitchen,entry,bedroom,kitchen,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
28200,d19 Sat 14:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,living,living,kitchen,living,kitchen,kitchen,entry,living,kitchen,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,living,kitchen
28260,d19 Sat 15:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,bedroom,living,kitchen,living,kitchen,kitchen,entry,bedroom,kitchen,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,living,kitchen
28320,d19 Sat 16:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,bedroom,living,kitchen,living,kitchen,kitchen,entry,bedroom,kitchen,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,living,kitchen
28380,d19 Sat 17:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,bedroom,living,kitchen,living,kitchen,kitchen,entry,bedroom,kitchen,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,living,kitchen
28440,d19 Sat 18:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,bedroom,living,kitchen,living,kitchen,kitchen,entry,bedroom,kitchen,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,living,kitchen
28500,d19 Sat 19:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,bedroom,living,kitchen,living,kitchen,kitchen,entry,bedroom,kitchen,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,living,kitchen
28560,d19 Sat 20:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,bedroom,living,kitchen,living,kitchen,kitchen,entry,bedroom,kitchen,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,living,kitchen
28620,d19 Sat 21:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,bedroom,living,kitchen,living,kitchen,kitchen,entry,bedroom,kitchen,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,living,kitchen
28680,d19 Sat 22:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,bedroom,living,kitchen,living,kitchen,kitchen,entry,bedroom,kitchen,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,living,kitchen
28740,d19 Sat 23:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,bedroom,living,kitchen,living,kitchen,kitchen,entry,bedroom,kitchen,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,living,kitchen
28800,d20 Sun 00:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,bedroom,living,kitchen,living,kitchen,kitchen,entry,bedroom,kitchen,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
28860,d20 Sun 01:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,bedroom,living,kitchen,living,kitchen,kitchen,entry,bedroom,kitchen,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
28920,d20 Sun 02:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,bedroom,living,kitchen,living,kitchen,kitchen,entry,bedroom,kitchen,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
28980,d20 Sun 03:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,bedroom,living,kitchen,living,kitchen,kitchen,entry,bedroom,kitchen,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
29040,d20 Sun 04:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,bedroom,living,kitchen,living,kitchen,kitchen,entry,bedroom,kitchen,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
29100,d20 Sun 05:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,bedroom,living,kitchen,living,kitchen,kitchen,entry,bedroom,kitchen,bedroom,kitchen,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen
29160,d20 Sun 06:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,bedroom,living,kitchen,living,kitchen,kitchen,entry,bedroom,kitchen,bedroom,kitchen,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen
29220,d20 Sun 07:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,bedroom,living,kitchen,living,kitchen,kitchen,entry,bedroom,kitchen,bedroom,kitchen,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,kitchen,entry
29280,d20 Sun 08:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,bedroom,living,kitchen,living,kitchen,kitchen,entry,bedroom,kitchen,bedroom,kitchen,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,kitchen,entry
29340,d20 Sun 09:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,bedroom,living,kitchen,living,kitchen,kitchen,entry,living,kitchen,bedroom,kitchen,living,bathroom,living,kitchen,kitchen,entry,kitchen,kitchen,living,entry
29400,d20 Sun 10:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,living,living,kitchen,living,kitchen,kitchen,entry,bedroom,kitchen,bedroom,kitchen,living,bathroom,living,kitchen,kitchen,entry,kitchen,kitchen,living,entry
29460,d20 Sun 11:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,living,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,living,bathroom,living,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry
29520,d20 Sun 12:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,living,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,living,bathroom,living,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry
29580,d20 Sun 13:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,bedroom,living,living,kitchen,living,kitchen,entry,entry,kitchen,kitchen,bedroom,kitchen,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
29640,d20 Sun 14:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,bedroom,living,living,kitchen,living,kitchen,entry,entry,kitchen,kitchen,bedroom,kitchen,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
29700,d20 Sun 15:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,bedroom,living,living,kitchen,living,kitchen,entry,entry,kitchen,kitchen,bedroom,kitchen,living,bathroom,kitchen,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
29760,d20 Sun 16:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,living,kitchen,living,kitchen,entry,entry,kitchen,kitchen,bedroom,kitchen,living,bathroom,kitchen,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
29820,d20 Sun 17:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,living,kitchen,living,kitchen,entry,entry,kitchen,kitchen,bedroom,kitchen,living,bathroom,kitchen,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
29880,d20 Sun 18:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,living,kitchen,living,kitchen,entry,entry,kitchen,kitchen,bedroom,kitchen,living,bathroom,kitchen,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
29940,d20 Sun 19:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,living,kitchen,living,kitchen,entry,entry,kitchen,kitchen,bedroom,kitchen,living,bathroom,kitchen,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
30000,d20 Sun 20:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,living,kitchen,living,kitchen,entry,entry,kitchen,kitchen,bedroom,kitchen,living,bathroom,kitchen,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
