t,stamp,mug_elena,mug_marcus,laptop_elena,laptop_marcus,phone_elena,phone_marcus,keys_elena,keys_marcus,wallet_elena,wallet_marcus,book_elena,book_marcus,water_bottle_elena,water_bottle_marcus,remote_shared,charger_elena,charger_marcus,backpack_elena,backpack_marcus,jacket_elena,jacket_marcus,headphones_elena,glasses_elena,notebook_marcus,pen_marcus,blanket_shared,towel_shared,laundry_basket_shared,pot_shared,pan_shared,lunchbox_marcus,umbrella_shared
21060,d14 Mon 15:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,outside,entry,entry,entry,kitchen,living,bedroom_2,kitchen,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
21120,d14 Mon 16:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,outside,entry,entry,entry,kitchen,living,bedroom_2,kitchen,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
21180,d14 Mon 17:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,outside,entry,entry,entry,kitchen,living,bedroom_2,kitchen,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
21240,d14 Mon 18:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,entry,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry
21300,d14 Mon 19:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
21360,d14 Mon 20:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
21420,d14 Mon 21:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,bedroom_1,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,bedroom_1,kitchen,kitchen,kitchen,entry
21480,d14 Mon 22:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
21540,d14 Mon 23:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
21600,d15 Tue 00:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
21660,d15 Tue 01:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
21720,d15 Tue 02:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
21780,d15 Tue 03:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
21840,d15 Tue 04:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
21900,d15 Tue 05:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
21960,d15 Tue 06:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
22020,d15 Tue 07:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
22080,d15 Tue 08:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
22140,d15 Tue 09:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,kitchen,entry,entry,living,bedroom_2,kitchen,kitchen,living,kitchen,bedroom_2,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
22200,d15 Tue 10:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,kitchen,entry,entry,living,bedroom_2,kitchen,kitchen,living,kitchen,bedroom_2,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
22260,d15 Tue 11:00,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,living,bedroom_2,outside,outside,living,kitchen,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bathroom,bedroom_1,kitchen,kitchen,outside,outside
22320,d15 Tue 12:00,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,living,bedroom_2,outside,outside,living,kitchen,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bathroom,bedroom_1,kitchen,kitchen,outside,outside
22380,d15 Tue 13:00,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,living,bedroom_2,outside,outside,living,kitchen,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bathroom,bedroom_1,kitchen,kitchen,outside,outside
22440,d15 Tue 14:00,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,living,bedroom_2,outside,outside,living,kitchen,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bathroom,bedroom_1,kitchen,kitchen,outside,outside
22500,d15 Tue 15:00,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,living,bedroom_2,outside,outside,living,kitchen,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bathroom,bedroom_1,kitchen,kitchen,outside,outside
22560,d15 Tue 16:00,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,living,bedroom_2,outside,outside,living,kitchen,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bathroom,bedroom_1,kitchen,kitchen,outside,outside
22620,d15 Tue 17:00,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,living,bedroom_2,outside,outside,living,kitchen,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bathroom,bedroom_1,kitchen,kitchen,outside,outside
22680,d15 Tue 18:00,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,living,bedroom_2,outside,outside,living,kitchen,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bathroom,bedroom_1,kitchen,kitchen,outside,outside
22740,d15 Tue 19:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,entry,kitchen,living,bedroom_2,kitchen,kitchen,living,bedroom_1,kitchen,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,bedroom_1,kitchen,kitchen,kitchen,entry
22800,d15 Tue 20:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen
22860,d15 Tue 21:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen
22920,d15 Tue 22:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_2,bedroom_2,entry,entry,entry,kitchen,living,living,bedroom_1,kitchen,living,bedroom_2,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_2,kitchen,kitchen,entry,bathroom,bedroom_2,kitchen,kitchen,kitchen,entry
22980,d15 Tue 23:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,entry,kitchen,living,living,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,entry,bathroom,bedroom_1,kitchen,kitchen,kitchen,entry
23040,d16 Wed 00:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,entry,kitchen,living,living,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,entry,bathroom,bedroom_1,kitchen,kitchen,kitchen,entry
23100,d16 Wed 01:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,entry,kitchen,living,living,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,entry,bathroom,bedroom_1,kitchen,kitchen,kitchen,entry
23160,d16 Wed 02:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,entry,kitchen,living,living,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,entry,bathroom,bedroom_1,kitchen,kitchen,kitchen,entry
23220,d16 Wed 03:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,entry,kitchen,living,living,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,entry,bathroom,bedroom_1,kitchen,kitchen,kitchen,entry
23280,d16 Wed 04:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,entry,kitchen,living,living,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,entry,bathroom,bedroom_1,kitchen,kitchen,kitchen,entry
23340,d16 Wed 05:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,entry,kitchen,living,living,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,entry,bathroom,bedroom_1,kitchen,kitchen,kitchen,entry
23400,d16 Wed 06:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,entry,kitchen,living,living,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,entry,bathroom,bedroom_1,kitchen,kitchen,kitchen,entry
23460,d16 Wed 07:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,entry,kitchen,living,living,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,entry,bathroom,bedroom_1,kitchen,kitchen,kitchen,entry
23520,d16 Wed 08:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,entry,kitchen,living,living,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,entry,bathroom,bedroom_1,kitchen,kitchen,kitchen,entry
23580,d16 Wed 09:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,kitchen,entry,kitchen,living,living,kitchen,kitchen,living,bedroom_1,kitchen,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,bathroom,bedroom_1,kitchen,kitchen,kitchen,entry
23640,d16 Wed 10:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,kitchen,entry,kitchen,living,living,bedroom_1,kitchen,living,bedroom_1,kitchen,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,bathroom,bedroom_1,kitchen,kitchen,kitchen,entry
23700,d16 Wed 11:00,kitchen,kitchen,bedroom_1,kitchen,outside,kitchen,outside,outside,outside,outside,living,bedroom_2,outside,outside,living,kitchen,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,outside,outside
23760,d16 Wed 12:00,kitchen,kitchen,bedroom_1,kitchen,outside,kitchen,outside,outside,outside,outside,living,bedroom_2,outside,outside,living,kitchen,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,outside,outside
23820,d16 Wed 13:00,kitchen,kitchen,bedroom_1,kitchen,outside,kitchen,outside,outside,outside,outside,living,bedroom_2,outside,outside,living,kitchen,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,outside,outside
23880,d16 Wed 14:00,kitchen,kitchen,bedroom_1,kitchen,outside,kitchen,outside,outside,outside,outside,living,bedroom_2,outside,outside,living,kitchen,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,outside,outside
23940,d16 Wed 15:00,kitchen,kitchen,bedroom_1,kitchen,outside,kitchen,outside,outside,outside,outside,living,bedroom_2,outside,outside,living,kitchen,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,outside,outside
24000,d16 Wed 16:00,kitchen,kitchen,bedroom_1,kitchen,outside,kitchen,outside,outside,outside,outside,living,bedroom_2,outside,outside,living,kitchen,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,outside,outside
24060,d16 Wed 17:00,kitchen,kitchen,bedroom_1,kitchen,outside,kitchen,outside,outside,outside,outside,living,bedroom_2,outside,outside,living,kitchen,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,outside,outside
24120,d16 Wed 18:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,entry,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry
24180,d16 Wed 19:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,bedroom_1,kitchen,kitchen,kitchen,entry
24240,d16 Wed 20:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,bedroom_1,kitchen,kitchen,kitchen,entry
24300,d16 Wed 21:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,bedroom_1,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,bedroom_1,kitchen,kitchen,kitchen,entry
24360,d16 Wed 22:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
24420,d16 Wed 23:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
24480,d17 Thu 00:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
24540,d17 Thu 01:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
24600,d17 Thu 02:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
24660,d17 Thu 03:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
24720,d17 Thu 04:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
24780,d17 Thu 05:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
24840,d17 Thu 06:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
24900,d17 Thu 07:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
24960,d17 Thu 08:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
25020,d17 Thu 09:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,kitchen,entry,entry,living,bedroom_2,kitchen,kitchen,living,kitchen,bedroom_2,entry,entry,entry,living,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
25080,d17 Thu 10:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,kitchen,entry,entry,living,bedroom_2,kitchen,kitchen,living,kitchen,bedroom_2,entry,entry,entry,living,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
25140,d17 Thu 11:00,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,outside,living,kitchen,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,outside,outside
25200,d17 Thu 12:00,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,outside,living,kitchen,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,outside,outside
25260,d17 Thu 13:00,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,outside,living,kitchen,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,outside,outside
25320,d17 Thu 14:00,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,outside,living,kitchen,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,outside,outside
25380,d17 Thu 15:00,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,outside,living,kitchen,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,outside,outside
25440,d17 Thu 16:00,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,outside,living,kitchen,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,outside,outside
25500,d17 Thu 17:00,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,outside,living,kitchen,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,outside,outside
25560,d17 Thu 18:00,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,outside,living,kitchen,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,outside,outside
25620,d17 Thu 19:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,entry,entry,living,living,kitchen,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
25680,d17 Thu 20:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,entry,entry,living,living,kitchen,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
25740,d17 Thu 21:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,kitchen,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
25800,d17 Thu 22:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,kitchen,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
25860,d17 Thu 23:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,kitchen,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
25920,d18 Fri 00:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,kitchen,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
25980,d18 Fri 01:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,kitchen,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
26040,d18 Fri 02:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,kitchen,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
26100,d18 Fri 03:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,kitchen,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
26160,d18 Fri 04:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,kitchen,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
26220,d18 Fri 05:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,kitchen,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
26280,d18 Fri 06:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,kitchen,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
26340,d18 Fri 07:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,kitchen,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
