t,stamp,laptop_mara,phone_mara,keys_mara,wallet_mara,mug_mara,water_bottle_mara,headphones_mara,notebook_mara,pen_mara,book_mara,charger_mara,backpack_mara,jacket_mara,glasses_mara,yoga_mat_mara,laptop_leon,phone_leon,keys_leon,wallet_leon,tablet_leon,headphones_leon,notebook_leon,pen_leon,water_bottle_leon,backpack_leon,jacket_leon,gaming_controller_leon,mug_shared_1,bowl_shared_1,plate_shared_1,pot_shared_1,pan_shared_1,remote_shared_1,blanket_shared_1,towel_shared_1,laundry_basket_shared_1,vacuum_cleaner_shared_1,watering_can_shared_1,umbrella_shared_1
3960,d02 Wed 18:00,bedroom_2,entry,entry,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,living,living,entry,kitchen,bedroom_2,bedroom_2,kitchen,living,entry,entry,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,entry
4020,d02 Wed 19:00,bedroom_2,entry,entry,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,living,living,entry,kitchen,bedroom_2,bedroom_2,kitchen,living,entry,entry,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,entry
4080,d02 Wed 20:00,bedroom_2,entry,entry,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,living,living,entry,kitchen,bedroom_2,bedroom_2,kitchen,living,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,entry
4140,d02 Wed 21:00,bedroom_2,entry,entry,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,living,living,entry,kitchen,bathroom,bedroom_2,kitchen,living,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,entry
4200,d02 Wed 22:00,bedroom_2,entry,entry,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,living,living,entry,kitchen,bedroom_1,bedroom_2,kitchen,living,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,entry
4260,d02 Wed 23:00,bedroom_2,entry,entry,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,living,living,entry,kitchen,bedroom_1,bedroom_2,kitchen,living,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,entry
4320,d03 Thu 00:00,bedroom_2,entry,entry,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,living,living,entry,kitchen,bedroom_1,bedroom_2,kitchen,living,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,entry
4380,d03 Thu 01:00,bedroom_2,entry,entry,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,living,living,entry,kitchen,bedroom_1,bedroom_2,kitchen,living,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,entry
4440,d03 Thu 02:00,bedroom_2,entry,entry,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,living,living,entry,kitchen,bedroom_1,bedroom_2,kitchen,living,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,entry
4500,d03 Thu 03:00,bedroom_2,entry,entry,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,living,living,entry,kitchen,bedroom_1,bedroom_2,kitchen,living,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,entry
4560,d03 Thu 04:00,bedroom_2,entry,entry,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,living,living,entry,kitchen,bedroom_1,bedroom_2,kitchen,living,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,entry
4620,d03 Thu 05:00,bedroom_2,entry,entry,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,living,living,entry,kitchen,bedroom_1,bedroom_2,kitchen,living,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,entry
4680,d03 Thu 06:00,bedroom_2,entry,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,living,living,entry,bedroom_1,bedroom_1,bedroom_2,kitchen,living,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,entry
4740,d03 Thu 07:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,living,bedroom_2,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,living,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,entry
4800,d03 Thu 08:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,living,bedroom_1,entry,bedroom_2,bedroom_1,bedroom_2,kitchen,kitchen,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,entry
4860,d03 Thu 09:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,living,bedroom_1,entry,bedroom_2,bedroom_1,bedroom_2,kitchen,kitchen,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,entry
4920,d03 Thu 10:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,living,bedroom_1,entry,bedroom_2,bedroom_1,bedroom_2,kitchen,kitchen,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,entry
4980,d03 Thu 11:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,living,bedroom_2,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,entry
5040,d03 Thu 12:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,living,bedroom_2,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,entry
5100,d03 Thu 13:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,living,bedroom_2,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,entry,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,entry
5160,d03 Thu 14:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,living,bedroom_2,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,entry,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,entry
5220,d03 Thu 15:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,living,bedroom_2,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,entry
5280,d03 Thu 16:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,living,bedroom_1,entry,bedroom_2,bedroom_1,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,entry
5340,d03 Thu 17:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,living,bedroom_1,entry,kitchen,bedroom_1,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,entry
5400,d03 Thu 18:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,bedroom_2,entry,living,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,entry
5460,d03 Thu 19:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,bedroom_2,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,kitchen,entry
5520,d03 Thu 20:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,bedroom_2,entry,bathroom,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,kitchen,entry
5580,d03 Thu 21:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,bedroom_2,entry,bathroom,bathroom,bedroom_2,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,entry
5640,d03 Thu 22:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,bedroom_2,entry,bedroom_1,bedroom_1,bedroom_2,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,entry
5700,d03 Thu 23:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,bedroom_2,entry,bedroom_1,bedroom_1,bedroom_2,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,entry
5760,d04 Fri 00:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,bedroom_2,entry,bedroom_1,bedroom_1,bedroom_2,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,entry
5820,d04 Fri 01:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,bedroom_2,entry,bedroom_1,bedroom_1,bedroom_2,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,entry
5880,d04 Fri 02:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,bedroom_2,entry,bedroom_1,bedroom_1,bedroom_2,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,entry
5940,d04 Fri 03:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,bedroom_2,entry,bedroom_1,bedroom_1,bedroom_2,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,entry
6000,d04 Fri 04:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,bedroom_2,entry,bedroom_1,bedroom_1,bedroom_2,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,entry
6060,d04 Fri 05:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,bedroom_2,entry,bedroom_1,bedroom_1,bedroom_2,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,entry
6120,d04 Fri 06:00,bedroom_2,kitchen,kitchen,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,bedroom_2,entry,bedroom_1,bedroom_1,bedroom_2,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,entry
6180,d04 Fri 07:00,bedroom_2,kitchen,kitchen,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,entry
6240,d04 Fri 08:00,bedroom_2,kitchen,kitchen,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,entry
6300,d04 Fri 09:00,bedroom_2,kitchen,kitchen,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,entry
6360,d04 Fri 10:00,bedroom_2,kitchen,kitchen,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,entry
6420,d04 Fri 11:00,bedroom_2,kitchen,kitchen,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,living,entry,bedroom_2,bedroom_1,bedroom_2,bedroom_1,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,entry
6480,d04 Fri 12:00,bedroom_2,kitchen,kitchen,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,living,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_1,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,entry
6540,d04 Fri 13:00,bedroom_2,kitchen,kitchen,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,bedroom_1,entry,bedroom_2,bedroom_1,bedroom_2,bedroom_1,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,entry
6600,d04 Fri 14:00,bedroom_2,kitchen,kitchen,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,bedroom_1,entry,bedroom_2,bedroom_1,bedroom_2,bedroom_1,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,kitchen
6660,d04 Fri 15:00,bedroom_2,kitchen,kitchen,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,bedroom_1,entry,bedroom_2,bedroom_1,bedroom_2,bedroom_1,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,kitchen
6720,d04 Fri 16:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,living,living,living,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,kitchen,living,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,bedroom_2,kitchen
6780,d04 Fri 17:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,living,living,living,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,kitchen,living,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,bedroom_2,kitchen
6840,d04 Fri 18:00,outside,outside,outside,outside,kitchen,outside,outside,outside,bedroom_2,bedroom_1,living,outside,outside,bedroom_2,bedroom_2,outside,outside,outside,outside,outside,outside,outside,bedroom_1,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,bedroom_2,kitchen
6900,d04 Fri 19:00,outside,outside,outside,outside,kitchen,outside,outside,outside,bedroom_2,bedroom_1,living,outside,outside,bedroom_2,bedroom_2,outside,outside,outside,outside,outside,outside,outside,bedroom_1,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,bedroom_2,kitchen
6960,d04 Fri 20:00,outside,outside,outside,outside,kitchen,outside,outside,outside,bedroom_2,bedroom_1,living,outside,outside,bedroom_2,bedroom_2,living,living,living,living,living,living,living,bedroom_1,living,living,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,bedroom_2,kitchen
7020,d04 Fri 21:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,living,entry,entry,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,living,entry,kitchen,bedroom_1,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,bedroom_2,kitchen
7080,d04 Fri 22:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,living,entry,entry,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,living,entry,kitchen,bedroom_1,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,bedroom_2,kitchen
7140,d04 Fri 23:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,living,entry,entry,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,living,entry,kitchen,bedroom_1,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,bedroom_2,kitchen
7200,d05 Sat 00:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,living,entry,entry,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,living,entry,kitchen,bedroom_1,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,bedroom_2,kitchen
7260,d05 Sat 01:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,living,entry,entry,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,living,entry,kitchen,bedroom_1,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,bedroom_2,kitchen
7320,d05 Sat 02:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,living,entry,entry,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,living,entry,kitchen,bedroom_1,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,bedroom_2,kitchen
7380,d05 Sat 03:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,living,entry,entry,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,living,entry,kitchen,bedroom_1,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,bedroom_2,kitchen
7440,d05 Sat 04:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,living,entry,entry,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,living,entry,kitchen,bedroom_1,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,bedroom_2,kitchen
7500,d05 Sat 05:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,living,entry,entry,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,living,entry,kitchen,bedroom_1,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,bedroom_2,kitchen
7560,d05 Sat 06:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,living,entry,entry,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,living,entry,kitchen,bedroom_1,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,bedroom_2,kitchen
7620,d05 Sat 07:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,living,entry,entry,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,living,entry,kitchen,bedroom_1,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,kitchen,kitchen
7680,d05 Sat 08:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,living,entry,entry,bedroom_1,bedroom_2,outside,outside,outside,outside,outside,outside,outside,bedroom_1,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen
7740,d05 Sat 09:00,bedroom_2,entry,entry,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_1,living,entry,entry,bedroom_1,bedroom_2,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,kitchen,kitchen
7800,d05 Sat 10:00,outside,outside,kitchen,outside,bedroom_2,outside,outside,outside,bedroom_2,bedroom_1,living,outside,outside,bedroom_1,bedroom_2,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_1,bedroom_1,entry,kitchen,kitchen
7860,d05 Sat 11:00,bedroom_2,bedroom_2,kitchen,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,living,living,living,bedroom_1,bedroom_2,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_1,bedroom_1,entry,kitchen,kitchen
7920,d05 Sat 12:00,bedroom_2,bedroom_2,kitchen,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,living,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_1,bedroom_1,entry,kitchen,kitchen
