t,stamp,mug_1,mug_2,mug_3,mug_4,laptop_1,laptop_2,phone_1,phone_2,phone_3,phone_4,keys_1,keys_2,book_1,book_2,book_3,book_4,water_bottle_1,water_bottle_2,water_bottle_3,water_bottle_4,remote_1,charger_1,charger_2,backpack_1,backpack_2,jacket_1,jacket_2,jacket_3,jacket_4,headphones_1,headphones_2,glasses_1,glasses_2,notebook_1,notebook_2,notebook_3,notebook_4,pen_1,pen_2,pen_3
18060,d12 Sat 13:00,kitchen,living,kitchen,kitchen,living,living,kitchen,kitchen,bedroom_3,bedroom_2,kitchen,entry,kitchen,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,kitchen,living,bedroom_1,kitchen,entry,entry,kitchen,entry,entry,entry,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,bedroom_3
18120,d12 Sat 14:00,kitchen,living,kitchen,kitchen,living,living,kitchen,kitchen,bedroom_3,bedroom_2,kitchen,entry,kitchen,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,kitchen,living,bedroom_1,kitchen,entry,entry,kitchen,entry,entry,entry,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,bedroom_3
18180,d12 Sat 15:00,kitchen,living,kitchen,kitchen,living,living,kitchen,kitchen,bedroom_3,bedroom_2,kitchen,entry,kitchen,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,kitchen,living,bedroom_1,kitchen,entry,entry,kitchen,entry,entry,entry,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,bedroom_3
18240,d12 Sat 16:00,kitchen,living,kitchen,kitchen,living,living,kitchen,kitchen,bedroom_3,bedroom_2,kitchen,entry,kitchen,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,kitchen,living,bedroom_1,kitchen,entry,entry,kitchen,entry,entry,entry,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,bedroom_3
18300,d12 Sat 17:00,kitchen,living,kitchen,kitchen,living,living,kitchen,kitchen,bedroom_3,bedroom_2,kitchen,entry,kitchen,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,kitchen,living,bedroom_1,kitchen,entry,entry,kitchen,entry,entry,entry,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,bedroom_3
18360,d12 Sat 18:00,kitchen,living,kitchen,kitchen,living,living,kitchen,kitchen,bedroom_3,bedroom_2,kitchen,entry,kitchen,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,kitchen,living,bedroom_1,kitchen,entry,entry,kitchen,entry,entry,entry,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,bedroom_3
18420,d12 Sat 19:00,kitchen,living,kitchen,kitchen,living,living,kitchen,living,bedroom_3,bedroom_2,kitchen,entry,kitchen,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,kitchen,living,bedroom_1,living,entry,entry,kitchen,entry,entry,entry,kitchen,living,kitchen,living,kitchen,living,bedroom_3,living,kitchen,living,bedroom_3
18480,d12 Sat 20:00,kitchen,living,kitchen,kitchen,living,living,kitchen,living,bedroom_3,bedroom_2,kitchen,entry,kitchen,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,kitchen,living,bedroom_1,living,entry,entry,kitchen,entry,entry,entry,kitchen,living,kitchen,living,kitchen,living,bedroom_3,living,kitchen,living,bedroom_3
18540,d12 Sat 21:00,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_3,bedroom_2,kitchen,entry,kitchen,bedroom_2,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,kitchen,living,bedroom_1,living,entry,entry,kitchen,entry,entry,entry,kitchen,bedroom_2,kitchen,living,kitchen,living,bedroom_3,living,kitchen,living,bedroom_3
18600,d12 Sat 22:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,living,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
18660,d12 Sat 23:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,living,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
18720,d13 Sun 00:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,living,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
18780,d13 Sun 01:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,living,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
18840,d13 Sun 02:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,living,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
18900,d13 Sun 03:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,living,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
18960,d13 Sun 04:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,living,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
19020,d13 Sun 05:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,living,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
19080,d13 Sun 06:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,living,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
19140,d13 Sun 07:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,living,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
19200,d13 Sun 08:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,living,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
19260,d13 Sun 09:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,living,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
19320,d13 Sun 10:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,living,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
19380,d13 Sun 11:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,living,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
19440,d13 Sun 12:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,living,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
19500,d13 Sun 13:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,living,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
19560,d13 Sun 14:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,living,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
19620,d13 Sun 15:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,living,bedroom_2,entry,entry,bedroom_1,bedroom_2,living,bedroom_2,bedroom_1,kitchen,living,living,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,living,bedroom_1,bedroom_2,living,living,bedroom_1,bedroom_2,living
19680,d13 Sun 16:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,living,bedroom_2,entry,entry,bedroom_1,bedroom_2,living,bedroom_2,bedroom_1,kitchen,living,living,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,living,bedroom_1,bedroom_2,living,living,bedroom_1,bedroom_2,living
19740,d13 Sun 17:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,living,bedroom_2,entry,entry,bedroom_1,bedroom_2,living,bedroom_2,bedroom_1,kitchen,living,living,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,living,bedroom_1,bedroom_2,living,living,bedroom_1,bedroom_2,living
19800,d13 Sun 18:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,living,bedroom_2,entry,entry,bedroom_1,bedroom_2,living,bedroom_2,bedroom_1,kitchen,living,living,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,living,bedroom_1,bedroom_2,living,living,bedroom_1,bedroom_2,living
19860,d13 Sun 19:00,kitchen,living,kitchen,kitchen,bedroom_1,living,bedroom_1,living,living,bedroom_2,entry,entry,bedroom_1,living,living,bedroom_2,bedroom_1,kitchen,living,living,living,bedroom_1,living,entry,entry,entry,entry,entry,entry,bedroom_1,living,bedroom_1,living,bedroom_1,living,living,living,bedroom_1,living,living
19920,d13 Sun 20:00,kitchen,living,kitchen,kitchen,bedroom_1,living,bedroom_1,living,living,bedroom_2,kitchen,entry,bedroom_1,living,living,bedroom_2,bedroom_1,kitchen,living,living,living,bedroom_1,living,entry,entry,entry,entry,entry,entry,bedroom_1,living,bedroom_1,living,bedroom_1,living,living,living,bedroom_1,living,living
19980,d13 Sun 21:00,kitchen,living,kitchen,kitchen,bedroom_1,living,bedroom_1,living,living,bedroom_2,kitchen,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,living,entry,entry,entry,entry,entry,entry,living,living,bedroom_1,living,bedroom_1,living,bedroom_3,living,bedroom_1,living,bedroom_3
20040,d13 Sun 22:00,kitchen,living,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,living,bedroom_2,entry,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,kitchen,living,bedroom_1,living,entry,entry,entry,living,entry,entry,kitchen,bedroom_2,kitchen,living,bedroom_1,kitchen,bedroom_3,living,bedroom_1,living,bedroom_3
20100,d13 Sun 23:00,kitchen,living,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,living,bedroom_2,entry,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,kitchen,living,bedroom_1,living,entry,entry,entry,entry,entry,entry,kitchen,bedroom_2,kitchen,living,bedroom_1,kitchen,bedroom_3,living,bedroom_1,living,bedroom_3
20160,d14 Mon 00:00,kitchen,living,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,living,bedroom_2,entry,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,kitchen,living,bedroom_1,living,entry,entry,entry,entry,entry,entry,kitchen,bedroom_2,kitchen,living,bedroom_1,kitchen,bedroom_3,living,bedroom_1,living,bedroom_3
20220,d14 Mon 01:00,kitchen,living,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,living,bedroom_2,entry,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,kitchen,living,bedroom_1,living,entry,entry,entry,entry,entry,entry,kitchen,bedroom_2,kitchen,living,bedroom_1,kitchen,bedroom_3,living,bedroom_1,living,bedroom_3
20280,d14 Mon 02:00,kitchen,living,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,living,bedroom_2,entry,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,kitchen,living,bedroom_1,living,entry,entry,entry,entry,entry,entry,kitchen,bedroom_2,kitchen,living,bedroom_1,kitchen,bedroom_3,living,bedroom_1,living,bedroom_3
20340,d14 Mon 03:00,kitchen,living,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,living,bedroom_2,entry,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,kitchen,living,bedroom_1,living,entry,entry,entry,entry,entry,entry,kitchen,bedroom_2,kitchen,living,bedroom_1,kitchen,bedroom_3,living,bedroom_1,living,bedroom_3
20400,d14 Mon 04:00,kitchen,living,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,living,bedroom_2,entry,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,kitchen,living,bedroom_1,living,entry,entry,entry,entry,entry,entry,kitchen,bedroom_2,kitchen,living,bedroom_1,kitchen,bedroom_3,living,bedroom_1,living,bedroom_3
20460,d14 Mon 05:00,kitchen,living,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,living,bedroom_2,entry,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,kitchen,living,bedroom_1,living,entry,entry,entry,entry,entry,entry,kitchen,bedroom_2,kitchen,living,bedroom_1,kitchen,bedroom_3,living,bedroom_1,living,bedroom_3
20520,d14 Mon 06:00,kitchen,living,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,living,bedroom_2,entry,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,kitchen,living,bedroom_1,living,entry,entry,entry,entry,entry,entry,kitchen,bedroom_2,kitchen,living,bedroom_1,kitchen,bedroom_3,living,bedroom_1,living,bedroom_3
20580,d14 Mon 07:00,kitchen,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,kitchen,entry,kitchen,bedroom_2,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,kitchen,living,kitchen,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,bedroom_3,living,kitchen,living,bedroom_3
20640,d14 Mon 08:00,kitchen,living,entry,kitchen,kitchen,kitchen,kitchen,outside,outside,bedroom_2,kitchen,entry,kitchen,bedroom_2,outside,bedroom_2,bedroom_1,kitchen,outside,kitchen,living,kitchen,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,outside,living,kitchen,living,outside
20700,d14 Mon 09:00,kitchen,living,entry,kitchen,living,kitchen,kitchen,outside,outside,bedroom_2,kitchen,entry,kitchen,bedroom_2,outside,bedroom_2,bedroom_1,kitchen,outside,kitchen,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,outside,living,kitchen,living,outside
20760,d14 Mon 10:00,kitchen,living,entry,kitchen,living,kitchen,kitchen,outside,outside,bedroom_2,kitchen,entry,kitchen,bedroom_2,outside,bedroom_2,bedroom_1,kitchen,outside,kitchen,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,outside,living,kitchen,living,outside
20820,d14 Mon 11:00,kitchen,living,entry,kitchen,living,kitchen,kitchen,outside,outside,bedroom_2,kitchen,entry,kitchen,bedroom_2,outside,bedroom_2,bedroom_1,kitchen,outside,kitchen,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,outside,living,kitchen,living,outside
20880,d14 Mon 12:00,kitchen,living,entry,kitchen,living,kitchen,kitchen,outside,outside,bedroom_2,kitchen,entry,kitchen,bedroom_2,outside,bedroom_2,bedroom_1,kitchen,outside,kitchen,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,outside,living,kitchen,living,outside
20940,d14 Mon 13:00,kitchen,living,entry,kitchen,living,kitchen,kitchen,outside,outside,bedroom_2,kitchen,entry,kitchen,bedroom_2,outside,bedroom_2,bedroom_1,kitchen,outside,kitchen,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,outside,living,kitchen,living,outside
21000,d14 Mon 14:00,kitchen,living,entry,kitchen,living,kitchen,kitchen,outside,outside,bedroom_2,kitchen,entry,kitchen,bedroom_2,outside,bedroom_2,bedroom_1,kitchen,outside,kitchen,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,outside,living,kitchen,living,outside
21060,d14 Mon 15:00,kitchen,living,entry,kitchen,living,kitchen,kitchen,outside,outside,bedroom_2,kitchen,entry,kitchen,bedroom_2,outside,bedroom_2,bedroom_1,kitchen,outside,kitchen,living,living,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,outside,living,kitchen,living,outside
21120,d14 Mon 16:00,kitchen,living,kitchen,living,living,kitchen,kitchen,outside,kitchen,living,kitchen,entry,kitchen,bedroom_2,kitchen,living,bedroom_1,kitchen,kitchen,living,living,living,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,living,kitchen
21180,d14 Mon 17:00,kitchen,living,kitchen,living,living,kitchen,kitchen,outside,kitchen,living,kitchen,entry,kitchen,bedroom_2,kitchen,living,bedroom_1,kitchen,kitchen,living,living,living,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,living,kitchen
21240,d14 Mon 18:00,kitchen,living,kitchen,living,living,kitchen,kitchen,outside,living,living,kitchen,entry,kitchen,bedroom_2,kitchen,living,bedroom_1,kitchen,kitchen,living,living,living,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,living,kitchen
21300,d14 Mon 19:00,kitchen,living,kitchen,living,living,living,kitchen,living,living,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,living,living,living,entry,entry,kitchen,entry,entry,living,kitchen,living,kitchen,living,kitchen,living,kitchen,living,kitchen,living,kitchen
21360,d14 Mon 20:00,kitchen,living,kitchen,living,living,living,kitchen,living,living,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,living,living,living,entry,entry,kitchen,entry,entry,living,kitchen,living,kitchen,living,kitchen,living,kitchen,living,kitchen,living,kitchen
21420,d14 Mon 21:00,kitchen,living,kitchen,living,living,living,kitchen,living,living,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,living,living,living,entry,entry,kitchen,entry,entry,living,kitchen,living,kitchen,living,kitchen,living,kitchen,living,kitchen,living,kitchen
21480,d14 Mon 22:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,living,living,bedroom_2,bedroom_1,living,living,living,living,bedroom_1,kitchen,entry,entry,kitchen,living,entry,entry,bedroom_1,bedroom_2,kitchen,living,bedroom_1,kitchen,living,living,bedroom_1,kitchen,living
21540,d14 Mon 23:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,living,living,bedroom_2,bedroom_1,living,living,living,living,bedroom_1,kitchen,entry,entry,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2,kitchen,living,bedroom_1,kitchen,living,living,bedroom_1,kitchen,living
21600,d15 Tue 00:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,living,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2,kitchen,living,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
21660,d15 Tue 01:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,living,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2,kitchen,living,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
21720,d15 Tue 02:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,living,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2,kitchen,living,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
21780,d15 Tue 03:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,living,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2,kitchen,living,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
21840,d15 Tue 04:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,living,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2,kitchen,living,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
21900,d15 Tue 05:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,living,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2,kitchen,living,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
21960,d15 Tue 06:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,living,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2,kitchen,living,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
22020,d15 Tue 07:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,kitchen,entry,entry,entry,bedroom_1,bedroom_2,kitchen,living,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
22080,d15 Tue 08:00,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,outside,outside,bedroom_2,kitchen,entry,kitchen,living,outside,bedroom_2,bedroom_1,kitchen,outside,living,living,kitchen,kitchen,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,outside,living,kitchen,kitchen,outside
