t,stamp,phone_maya,keys_maya,wallet_maya,backpack_maya,laptop_maya,charger_maya,mug_maya,water_bottle_maya,lunchbox_maya,book_maya,notebook_maya,pen_maya,jacket_maya,phone_elliot,keys_elliot,wallet_elliot,backpack_elliot,laptop_elliot,charger_elliot,mug_elliot,headphones_elliot,lunchbox_elliot,jacket_elliot,glasses_elliot,plate_1,plate_2,bowl_1,bowl_2,pot_1,pan_1,remote_1,blanket_1,laundry_basket_1,vacuum_cleaner_1,watering_can_1,towel_1
18780,d13 Sun 01:00,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,entry,bedroom_2,entry,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_1,living,kitchen,kitchen
18840,d13 Sun 02:00,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,entry,bedroom_2,entry,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_1,living,kitchen,kitchen
18900,d13 Sun 03:00,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,entry,bedroom_2,entry,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_1,living,kitchen,kitchen
18960,d13 Sun 04:00,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,entry,bedroom_2,entry,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_1,living,kitchen,kitchen
19020,d13 Sun 05:00,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,entry,bedroom_2,entry,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_1,living,kitchen,kitchen
19080,d13 Sun 06:00,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,entry,bedroom_2,entry,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_1,living,kitchen,kitchen
19140,d13 Sun 07:00,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,entry,bedroom_2,entry,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_1,living,kitchen,kitchen
19200,d13 Sun 08:00,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,entry,bedroom_2,entry,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_1,living,kitchen,kitchen
19260,d13 Sun 09:00,kitchen,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,entry,bedroom_2,entry,entry,entry,living,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_1,living,kitchen,kitchen
19320,d13 Sun 10:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,living,entry,bedroom_2,entry,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,living,kitchen,bathroom
19380,d13 Sun 11:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,living,kitchen,bathroom
19440,d13 Sun 12:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,living,kitchen,bathroom
19500,d13 Sun 13:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,bedroom_2,entry,bedroom_2,entry,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,living,kitchen,bathroom
19560,d13 Sun 14:00,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,bedroom_2,entry,bedroom_2,entry,entry,entry,kitchen,living,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
19620,d13 Sun 15:00,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,bedroom_2,entry,bedroom_2,entry,entry,entry,kitchen,living,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
19680,d13 Sun 16:00,entry,entry,kitchen,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,entry,bedroom_2,entry,entry,entry,kitchen,living,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
19740,d13 Sun 17:00,entry,entry,kitchen,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,entry,bedroom_2,entry,entry,entry,kitchen,living,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
19800,d13 Sun 18:00,entry,entry,kitchen,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,kitchen,bedroom_2,entry,entry,entry,kitchen,living,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,kitchen
19860,d13 Sun 19:00,entry,entry,kitchen,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,kitchen,bedroom_2,entry,entry,entry,kitchen,living,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,kitchen
19920,d13 Sun 20:00,entry,entry,kitchen,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,kitchen,bedroom_2,entry,kitchen,entry,kitchen,living,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
19980,d13 Sun 21:00,entry,entry,kitchen,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,living,kitchen,bedroom_2,entry,kitchen,entry,kitchen,living,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
20040,d13 Sun 22:00,entry,entry,kitchen,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,kitchen,bedroom_2,entry,kitchen,entry,kitchen,living,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
20100,d13 Sun 23:00,entry,entry,kitchen,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,kitchen,bedroom_2,entry,kitchen,entry,kitchen,living,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
20160,d14 Mon 00:00,entry,entry,kitchen,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,kitchen,bedroom_2,entry,kitchen,entry,kitchen,living,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
20220,d14 Mon 01:00,entry,entry,kitchen,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,kitchen,bedroom_2,entry,kitchen,entry,kitchen,living,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
20280,d14 Mon 02:00,entry,entry,kitchen,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,kitchen,bedroom_2,entry,kitchen,entry,kitchen,living,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
20340,d14 Mon 03:00,entry,entry,kitchen,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,kitchen,bedroom_2,entry,kitchen,entry,kitchen,living,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
20400,d14 Mon 04:00,entry,entry,kitchen,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,kitchen,bedroom_2,entry,kitchen,entry,kitchen,living,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
20460,d14 Mon 05:00,entry,entry,kitchen,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,kitchen,bedroom_2,entry,kitchen,entry,kitchen,living,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
20520,d14 Mon 06:00,entry,entry,kitchen,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,kitchen,bedroom_2,entry,kitchen,entry,kitchen,living,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
20580,d14 Mon 07:00,bedroom_1,entry,kitchen,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,kitchen,bedroom_2,entry,kitchen,entry,living,living,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
20640,d14 Mon 08:00,entry,entry,kitchen,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,outside,outside,outside,outside,outside,outside,kitchen,living,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,living,kitchen,bathroom
20700,d14 Mon 09:00,entry,entry,kitchen,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,outside,outside,outside,outside,outside,outside,kitchen,living,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,living,kitchen,bathroom
20760,d14 Mon 10:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
20820,d14 Mon 11:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
20880,d14 Mon 12:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
20940,d14 Mon 13:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
21000,d14 Mon 14:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
21060,d14 Mon 15:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
21120,d14 Mon 16:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
21180,d14 Mon 17:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
21240,d14 Mon 18:00,entry,entry,entry,entry,bedroom_1,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,outside,outside,outside,outside,outside,outside,kitchen,living,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
21300,d14 Mon 19:00,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,living,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,kitchen
21360,d14 Mon 20:00,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,living,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
21420,d14 Mon 21:00,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,living,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
21480,d14 Mon 22:00,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,living,entry,kitchen,kitchen,entry,bedroom_2,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
21540,d14 Mon 23:00,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,living,entry,kitchen,kitchen,entry,bedroom_2,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
21600,d15 Tue 00:00,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,living,entry,kitchen,kitchen,entry,bedroom_2,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
21660,d15 Tue 01:00,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,living,entry,kitchen,kitchen,entry,bedroom_2,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
21720,d15 Tue 02:00,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,living,entry,kitchen,kitchen,entry,bedroom_2,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
21780,d15 Tue 03:00,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,living,entry,kitchen,kitchen,entry,bedroom_2,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
21840,d15 Tue 04:00,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,living,entry,kitchen,kitchen,entry,bedroom_2,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
21900,d15 Tue 05:00,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,living,entry,kitchen,kitchen,entry,bedroom_2,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
21960,d15 Tue 06:00,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,living,entry,kitchen,kitchen,entry,bedroom_2,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
22020,d15 Tue 07:00,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,living,entry,kitchen,kitchen,entry,bedroom_2,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
22080,d15 Tue 08:00,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,living,entry,kitchen,kitchen,entry,bedroom_2,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
22140,d15 Tue 09:00,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,living,entry,kitchen,kitchen,entry,entry,living,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
22200,d15 Tue 10:00,kitchen,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,kitchen
22260,d15 Tue 11:00,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,kitchen
22320,d15 Tue 12:00,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,kitchen
22380,d15 Tue 13:00,kitchen,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
22440,d15 Tue 14:00,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
22500,d15 Tue 15:00,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
22560,d15 Tue 16:00,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
22620,d15 Tue 17:00,kitchen,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
22680,d15 Tue 18:00,living,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
22740,d15 Tue 19:00,entry,entry,kitchen,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
22800,d15 Tue 20:00,entry,entry,kitchen,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
22860,d15 Tue 21:00,entry,entry,bathroom,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
22920,d15 Tue 22:00,entry,entry,bedroom_1,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
22980,d15 Tue 23:00,entry,entry,bedroom_1,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
23040,d16 Wed 00:00,entry,entry,bedroom_1,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
23100,d16 Wed 01:00,entry,entry,bedroom_1,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
23160,d16 Wed 02:00,entry,entry,bedroom_1,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
23220,d16 Wed 03:00,entry,entry,bedroom_1,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
23280,d16 Wed 04:00,entry,entry,bedroom_1,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
23340,d16 Wed 05:00,entry,entry,bedroom_1,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
23400,d16 Wed 06:00,entry,entry,bedroom_1,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
