t,stamp,phone_nadia,keys_nadia,wallet_nadia,laptop_nadia,water_bottle_nadia,lunchbox_nadia,book_nadia,notebook_nadia,mug_nadia,glasses_nadia,phone_evan,keys_evan,wallet_evan,backpack_evan,laptop_evan,notebook_evan,pen_evan,jacket_evan,mug_evan,phone_leila,keys_leila,wallet_leila,backpack_leila,laptop_leila,headphones_leila,charger_leila,water_bottle_leila,makeup_kit_leila,hairbrush_leila,yoga_mat_leila,phone_mateo,keys_mateo,backpack_mateo,water_bottle_mateo,lunchbox_mateo,notebook_mateo,pen_mateo,toy_mateo,blanket_mateo,tablet_1,remote_1,charger_1,plate_1,plate_2,plate_3,plate_4,bowl_1,bowl_2,pot_1,pan_1,laundry_basket_1,towel_1,vacuum_cleaner_1
1920,d01 Tue 08:00,person:resident_1,dish_rack_k1,entry_table_e1,desk_b1,kitchen_table_k1,sink_k1,couch_l1,desk_b1,cupboard_k1,desk_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,cupboard_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,bed_b2,nightstand_b2,person:resident_3,desk_b2,desk_b2,person:resident_3,counter_k1,person:resident_4,chair_k1,kitchen_table_k1,counter_k1,kitchen_table_k1,desk_b3,toy_chest_l1,couch_l1,couch_l1,couch_l1,counter_k1,kitchen_table_k1,dish_rack_k1,kitchen_table_k1,dish_rack_k1,kitchen_table_k1,sink_k1,counter_k1,cupboard_k1,bedroom_floor_b1,bedroom_floor_b1,couch_l1
1980,d01 Tue 09:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,couch_l1,person:resident_1,cupboard_k1,desk_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,cupboard_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,bed_b2,nightstand_b2,person:resident_3,desk_b2,desk_b2,person:resident_3,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,desk_b3,toy_chest_l1,couch_l1,couch_l1,couch_l1,counter_k1,kitchen_table_k1,dish_rack_k1,kitchen_table_k1,dish_rack_k1,kitchen_table_k1,sink_k1,sink_k1,cupboard_k1,bedroom_floor_b1,bedroom_floor_b1,couch_l1
2040,d01 Tue 10:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,couch_l1,person:resident_1,cupboard_k1,desk_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,cupboard_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,bed_b2,nightstand_b2,person:resident_3,desk_b2,desk_b2,person:resident_3,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,desk_b3,toy_chest_l1,couch_l1,couch_l1,couch_l1,counter_k1,kitchen_table_k1,dish_rack_k1,kitchen_table_k1,dish_rack_k1,kitchen_table_k1,sink_k1,sink_k1,cupboard_k1,bedroom_floor_b1,bedroom_floor_b1,couch_l1
2100,d01 Tue 11:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,couch_l1,person:resident_1,cupboard_k1,desk_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,cupboard_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,bed_b2,nightstand_b2,person:resident_3,desk_b2,desk_b2,person:resident_3,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,desk_b3,toy_chest_l1,couch_l1,couch_l1,couch_l1,counter_k1,kitchen_table_k1,dish_rack_k1,kitchen_table_k1,dish_rack_k1,kitchen_table_k1,sink_k1,sink_k1,cupboard_k1,bedroom_floor_b1,bedroom_floor_b1,couch_l1
2160,d01 Tue 12:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,couch_l1,person:resident_1,cupboard_k1,desk_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,cupboard_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,bed_b2,nightstand_b2,person:resident_3,desk_b2,desk_b2,person:resident_3,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,desk_b3,toy_chest_l1,couch_l1,couch_l1,couch_l1,counter_k1,kitchen_table_k1,dish_rack_k1,kitchen_table_k1,dish_rack_k1,kitchen_table_k1,sink_k1,sink_k1,cupboard_k1,bedroom_floor_b1,bedroom_floor_b1,couch_l1
2220,d01 Tue 13:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,couch_l1,person:resident_1,cupboard_k1,desk_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,cupboard_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,bed_b2,nightstand_b2,person:resident_3,desk_b2,desk_b2,person:resident_3,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,desk_b3,toy_chest_l1,couch_l1,couch_l1,couch_l1,counter_k1,kitchen_table_k1,dish_rack_k1,kitchen_table_k1,dish_rack_k1,kitchen_table_k1,sink_k1,sink_k1,cupboard_k1,bedroom_floor_b1,bedroom_floor_b1,couch_l1
2280,d01 Tue 14:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,couch_l1,person:resident_1,cupboard_k1,desk_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,cupboard_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,bed_b2,nightstand_b2,person:resident_3,desk_b2,desk_b2,person:resident_3,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,desk_b3,toy_chest_l1,couch_l1,couch_l1,couch_l1,counter_k1,kitchen_table_k1,dish_rack_k1,kitchen_table_k1,dish_rack_k1,kitchen_table_k1,sink_k1,sink_k1,cupboard_k1,bedroom_floor_b1,bedroom_floor_b1,couch_l1
2340,d01 Tue 15:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,couch_l1,person:resident_1,cupboard_k1,desk_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,cupboard_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,bed_b2,nightstand_b2,person:resident_3,desk_b2,desk_b2,person:resident_3,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,desk_b3,toy_chest_l1,couch_l1,couch_l1,couch_l1,counter_k1,kitchen_table_k1,dish_rack_k1,kitchen_table_k1,dish_rack_k1,kitchen_table_k1,sink_k1,sink_k1,cupboard_k1,bedroom_floor_b1,bedroom_floor_b1,couch_l1
2400,d01 Tue 16:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,couch_l1,person:resident_1,cupboard_k1,desk_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,cupboard_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,bed_b2,nightstand_b2,person:resident_3,desk_b2,desk_b2,person:resident_3,counter_k1,bedroom_floor_b3,entry_floor_e1,counter_k1,counter_k1,kitchen_table_k1,desk_b3,toy_chest_l1,couch_l1,couch_l1,couch_l1,counter_k1,kitchen_table_k1,sink_k1,kitchen_table_k1,dish_rack_k1,kitchen_table_k1,kitchen_table_k1,sink_k1,cupboard_k1,bedroom_floor_b1,bedroom_floor_b1,couch_l1
2460,d01 Tue 17:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,couch_l1,person:resident_1,cupboard_k1,desk_b1,nightstand_b1,entry_table_e1,nightstand_b1,chair_k1,chair_k1,chair_k1,chair_k1,chair_k2,cupboard_k1,desk_b2,desk_b2,desk_b2,bedroom_floor_b2,bedroom_floor_b2,kitchen_table_k1,nightstand_b2,desk_b2,desk_b2,desk_b2,bedroom_floor_b2,kitchen_table_k1,bedroom_floor_b3,entry_floor_e1,counter_k1,counter_k1,kitchen_table_k1,kitchen_table_k1,toy_chest_l1,couch_l1,couch_l1,couch_l1,counter_k1,cupboard_k1,sink_k1,sink_k1,dish_rack_k1,kitchen_table_k1,cupboard_k1,sink_k1,cupboard_k1,bedroom_floor_b1,bedroom_floor_b1,couch_l1
2520,d01 Tue 18:00,entry_table_e1,entry_table_e1,counter_k1,desk_b1,dish_rack_k1,counter_k1,counter_k1,counter_k1,cupboard_k1,desk_b1,counter_k1,kitchen_table_k1,nightstand_b1,chair_k1,chair_k1,kitchen_table_k1,chair_k1,chair_k2,cupboard_k1,desk_b2,desk_b2,desk_b2,bedroom_floor_b2,bedroom_floor_b2,bed_b2,nightstand_b2,desk_b2,desk_b2,desk_b2,bedroom_floor_b2,counter_k1,bedroom_floor_b3,entry_floor_e1,counter_k1,counter_k1,desk_b3,kitchen_table_k1,counter_k1,couch_l1,kitchen_table_k1,couch_l1,counter_k1,cupboard_k1,sink_k1,sink_k1,dish_rack_k1,kitchen_table_k1,cupboard_k1,counter_k1,cupboard_k1,bedroom_floor_b1,bedroom_floor_b1,couch_l1
2580,d01 Tue 19:00,entry_table_e1,entry_table_e1,counter_k1,desk_b1,counter_k1,counter_k1,counter_k1,counter_k1,sink_k1,desk_b1,counter_k1,kitchen_table_k1,nightstand_b1,chair_k1,chair_k1,kitchen_table_k1,chair_k1,chair_k2,cupboard_k1,sink_k1,desk_b2,desk_b2,bedroom_floor_b2,bedroom_floor_b2,desk_b2,nightstand_b2,desk_b2,desk_b2,desk_b2,bedroom_floor_b2,counter_k1,bedroom_floor_b3,entry_floor_e1,counter_k1,counter_k1,kitchen_table_k1,entry_floor_e1,counter_k1,couch_l1,kitchen_table_k1,couch_l1,counter_k1,cupboard_k1,sink_k1,sink_k1,sink_k1,sink_k1,cupboard_k1,sink_k1,cupboard_k1,bedroom_floor_b1,bedroom_floor_b1,couch_l1
2640,d01 Tue 20:00,entry_table_e1,entry_table_e1,counter_k1,desk_b1,counter_k1,counter_k1,counter_k1,counter_k1,dish_rack_k1,desk_b1,counter_k1,kitchen_table_k1,nightstand_b1,chair_k1,chair_k1,kitchen_table_k1,chair_k1,chair_k2,cupboard_k1,sink_k1,desk_b2,desk_b2,bedroom_floor_b2,bedroom_floor_b2,desk_b2,nightstand_b2,desk_b2,sink_k1,desk_b2,bedroom_floor_b2,counter_k1,bedroom_floor_b3,entry_floor_e1,kitchen_table_k1,counter_k1,kitchen_table_k1,entry_floor_e1,counter_k1,bed_b3,kitchen_table_k1,couch_l1,counter_k1,cupboard_k1,dish_rack_k1,sink_k1,cupboard_k1,dish_rack_k1,cupboard_k1,cupboard_k1,cupboard_k1,bedroom_floor_b1,bedroom_floor_b1,couch_l1
2700,d01 Tue 21:00,entry_table_e1,entry_table_e1,counter_k1,desk_b1,counter_k1,counter_k1,counter_k1,counter_k1,cupboard_k1,desk_b1,counter_k1,kitchen_table_k1,nightstand_b1,chair_k1,chair_k1,kitchen_table_k1,chair_k1,chair_k2,cupboard_k1,nightstand_b2,desk_b2,desk_b2,bedroom_floor_b2,bedroom_floor_b2,desk_b2,nightstand_b1,desk_b2,sink_k1,desk_b2,bedroom_floor_b2,counter_k1,bedroom_floor_b3,entry_floor_e1,kitchen_table_k1,counter_k1,kitchen_table_k1,counter_k1,counter_k1,couch_l1,kitchen_table_k1,couch_l1,nightstand_b1,cupboard_k1,cupboard_k1,sink_k1,cupboard_k1,dish_rack_k1,cupboard_k1,cupboard_k1,cupboard_k1,bedroom_floor_b1,bedroom_floor_b1,couch_l1
2760,d01 Tue 22:00,entry_table_e1,entry_table_e1,counter_k1,desk_b1,counter_k1,counter_k1,counter_k1,counter_k1,cupboard_k1,desk_b1,coffee_table_l1,kitchen_table_k1,nightstand_b1,kitchen_table_k1,chair_k1,kitchen_table_k1,chair_k1,chair_k2,cupboard_k1,nightstand_b2,desk_b2,desk_b2,bedroom_floor_b2,bedroom_floor_b2,desk_b2,bathroom_shelf_ba1,desk_b2,sink_k1,desk_b2,bedroom_floor_b2,counter_k1,bedroom_floor_b3,entry_floor_e1,kitchen_table_k1,counter_k1,kitchen_table_k1,counter_k1,counter_k1,couch_l1,kitchen_table_k1,couch_l1,counter_k1,cupboard_k1,cupboard_k1,sink_k1,cupboard_k1,dish_rack_k1,cupboard_k1,cupboard_k1,cupboard_k1,bedroom_floor_b1,bedroom_floor_b1,couch_l1
2820,d01 Tue 23:00,entry_table_e1,entry_table_e1,counter_k1,desk_b1,counter_k1,counter_k1,counter_k1,counter_k1,cupboard_k1,desk_b1,coffee_table_l1,kitchen_table_k1,nightstand_b1,kitchen_table_k1,chair_k1,kitchen_table_k1,chair_k1,chair_k2,cupboard_k1,nightstand_b2,desk_b2,desk_b2,bedroom_floor_b2,bedroom_floor_b2,desk_b2,nightstand_b2,desk_b2,sink_k1,desk_b2,bedroom_floor_b2,counter_k1,bedroom_floor_b3,entry_floor_e1,kitchen_table_k1,counter_k1,kitchen_table_k1,counter_k1,counter_k1,couch_l1,kitchen_table_k1,couch_l1,counter_k1,cupboard_k1,cupboard_k1,sink_k1,cupboard_k1,dish_rack_k1,cupboard_k1,cupboard_k1,cupboard_k1,bedroom_floor_b1,bedroom_floor_b1,couch_l1
2880,d02 Wed 00:00,entry_table_e1,entry_table_e1,counter_k1,desk_b1,counter_k1,counter_k1,counter_k1,counter_k1,cupboard_k1,desk_b1,coffee_table_l1,kitchen_table_k1,nightstand_b1,kitchen_table_k1,chair_k1,kitchen_table_k1,chair_k1,chair_k2,cupboard_k1,nightstand_b2,desk_b2,desk_b2,bedroom_floor_b2,bedroom_floor_b2,desk_b2,nightstand_b2,desk_b2,sink_k1,desk_b2,bedroom_floor_b2,counter_k1,bedroom_floor_b3,entry_floor_e1,kitchen_table_k1,counter_k1,kitchen_table_k1,counter_k1,counter_k1,couch_l1,kitchen_table_k1,couch_l1,counter_k1,cupboard_k1,cupboard_k1,sink_k1,cupboard_k1,dish_rack_k1,cupboard_k1,cupboard_k1,cupboard_k1,bedroom_floor_b1,bedroom_floor_b1,couch_l1
2940,d02 Wed 01:00,entry_table_e1,entry_table_e1,counter_k1,desk_b1,counter_k1,counter_k1,counter_k1,counter_k1,cupboard_k1,desk_b1,coffee_table_l1,kitchen_table_k1,nightstand_b1,kitchen_table_k1,chair_k1,kitchen_table_k1,chair_k1,chair_k2,cupboard_k1,nightstand_b2,desk_b2,desk_b2,bedroom_floor_b2,bedroom_floor_b2,desk_b2,nightstand_b2,desk_b2,sink_k1,desk_b2,bedroom_floor_b2,counter_k1,bedroom_floor_b3,entry_floor_e1,kitchen_table_k1,counter_k1,kitchen_table_k1,counter_k1,counter_k1,couch_l1,kitchen_table_k1,couch_l1,counter_k1,cupboard_k1,cupboard_k1,sink_k1,cupboard_k1,dish_rack_k1,cupboard_k1,cupboard_k1,cupboard_k1,bedroom_floor_b1,bedroom_floor_b1,couch_l1
3000,d02 Wed 02:00,entry_table_e1,entry_table_e1,counter_k1,desk_b1,counter_k1,counter_k1,counter_k1,counter_k1,cupboard_k1,desk_b1,coffee_table_l1,kitchen_table_k1,nightstand_b1,kitchen_table_k1,chair_k1,kitchen_table_k1,chair_k1,chair_k2,cupboard_k1,nightstand_b2,desk_b2,desk_b2,bedroom_floor_b2,bedroom_floor_b2,desk_b2,nightstand_b2,desk_b2,sink_k1,desk_b2,bedroom_floor_b2,counter_k1,bedroom_floor_b3,entry_floor_e1,kitchen_table_k1,counter_k1,kitchen_table_k1,counter_k1,counter_k1,couch_l1,kitchen_table_k1,couch_l1,counter_k1,cupboard_k1,cupboard_k1,sink_k1,cupboard_k1,dish_rack_k1,cupboard_k1,cupboard_k1,cupboard_k1,bedroom_floor_b1,bedroom_floor_b1,couch_l1
3060,d02 Wed 03:00,entry_table_e1,entry_table_e1,counter_k1,desk_b1,counter_k1,counter_k1,counter_k1,counter_k1,cupboard_k1,desk_b1,coffee_table_l1,kitchen_table_k1,nightstand_b1,kitchen_table_k1,chair_k1,kitchen_table_k1,chair_k1,chair_k2,cupboard_k1,nightstand_b2,desk_b2,desk_b2,bedroom_floor_b2,bedroom_floor_b2,desk_b2,nightstand_b2,desk_b2,sink_k1,desk_b2,bedroom_floor_b2,counter_k1,bedroom_floor_b3,entry_floor_e1,kitchen_table_k1,counter_k1,kitchen_table_k1,counter_k1,counter_k1,couch_l1,kitchen_table_k1,couch_l1,counter_k1,cupboard_k1,cupboard_k1,sink_k1,cupboard_k1,dish_rack_k1,cupboard_k1,cupboard_k1,cupboard_k1,bedroom_floor_b1,bedroom_floor_b1,couch_l1
3120,d02 Wed 04:00,entry_table_e1,entry_table_e1,counter_k1,desk_b1,counter_k1,counter_k1,counter_k1,counter_k1,cupboard_k1,desk_b1,coffee_table_l1,kitchen_table_k1,nightstand_b1,kitchen_table_k1,chair_k1,kitchen_table_k1,chair_k1,chair_k2,cupboard_k1,nightstand_b2,desk_b2,desk_b2,bedroom_floor_b2,bedroom_floor_b2,desk_b2,nightstand_b2,desk_b2,sink_k1,desk_b2,bedroom_floor_b2,counter_k1,bedroom_floor_b3,entry_floor_e1,kitchen_table_k1,counter_k1,kitchen_table_k1,counter_k1,counter_k1,couch_l1,kitchen_table_k1,couch_l1,counter_k1,cupboard_k1,cupboard_k1,sink_k1,cupboard_k1,dish_rack_k1,cupboard_k1,cupboard_k1,cupboard_k1,bedroom_floor_b1,bedroom_floor_b1,couch_l1
3180,d02 Wed 05:00,entry_table_e1,entry_table_e1,counter_k1,desk_b1,counter_k1,counter_k1,counter_k1,counter_k1,cupboard_k1,desk_b1,coffee_table_l1,kitchen_table_k1,nightstand_b1,kitchen_table_k1,chair_k1,kitchen_table_k1,chair_k1,chair_k2,cupboard_k1,nightstand_b2,desk_b2,desk_b2,bedroom_floor_b2,bedroom_floor_b2,desk_b2,nightstand_b2,desk_b2,sink_k1,desk_b2,bedroom_floor_b2,counter_k1,bedroom_floor_b3,entry_floor_e1,kitchen_table_k1,counter_k1,kitchen_table_k1,counter_k1,counter_k1,couch_l1,kitchen_table_k1,couch_l1,counter_k1,cupboard_k1,cupboard_k1,sink_k1,cupboard_k1,dish_rack_k1,cupboard_k1,cupboard_k1,cupboard_k1,bedroom_floor_b1,bedroom_floor_b1,couch_l1
3240,d02 Wed 06:00,entry_table_e1,entry_table_e1,counter_k1,desk_b1,counter_k1,counter_k1,counter_k1,counter_k1,cupboard_k1,desk_b1,coffee_table_l1,kitchen_table_k1,nightstand_b1,kitchen_table_k1,chair_k1,kitchen_table_k1,chair_k1,chair_k2,cupboard_k1,nightstand_b2,desk_b2,desk_b2,bedroom_floor_b2,bedroom_floor_b2,desk_b2,nightstand_b2,desk_b2,sink_k1,desk_b2,bedroom_floor_b2,counter_k1,bedroom_floor_b3,entry_floor_e1,kitchen_table_k1,counter_k1,kitchen_table_k1,counter_k1,counter_k1,couch_l1,kitchen_table_k1,couch_l1,counter_k1,cupboard_k1,cupboard_k1,sink_k1,cupboard_k1,dish_rack_k1,cupboard_k1,cupboard_k1,cupboard_k1,bedroom_floor_b1,bedroom_floor_b1,couch_l1
3300,d02 Wed 07:00,person:resident_1,entry_table_e1,counter_k1,desk_b1,counter_k1,counter_k1,counter_k1,counter_k1,cupboard_k1,desk_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,sink_k1,nightstand_b2,desk_b2,desk_b2,bedroom_floor_b2,bedroom_floor_b2,desk_b2,nightstand_b2,desk_b2,desk_b2,bathroom_shelf_ba1,bedroom_floor_b2,counter_k1,bedroom_floor_b3,entry_floor_e1,kitchen_table_k1,counter_k1,kitchen_table_k1,counter_k1,counter_k1,couch_l1,kitchen_table_k1,couch_l1,counter_k1,kitchen_table_k1,cupboard_k1,sink_k1,cupboard_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,couch_l1
3360,d02 Wed 08:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,counter_k1,person:resident_1,sink_k1,desk_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,sink_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,desk_b2,nightstand_b2,person:resident_3,desk_b2,desk_b2,person:resident_3,counter_k1,bedroom_floor_b3,entry_floor_e1,kitchen_table_k1,dish_rack_k1,kitchen_table_k1,counter_k1,counter_k1,couch_l1,kitchen_table_k1,couch_l1,counter_k1,sink_k1,cupboard_k1,sink_k1,cupboard_k1,kitchen_table_k1,cupboard_k1,counter_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,couch_l1
3420,d02 Wed 09:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,counter_k1,person:resident_1,sink_k1,desk_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,sink_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,desk_b2,nightstand_b2,person:resident_3,desk_b2,desk_b2,person:resident_3,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,counter_k1,counter_k1,couch_l1,kitchen_table_k1,couch_l1,counter_k1,sink_k1,cupboard_k1,sink_k1,cupboard_k1,kitchen_table_k1,cupboard_k1,counter_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,couch_l1
3480,d02 Wed 10:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,counter_k1,person:resident_1,sink_k1,desk_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,sink_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,desk_b2,nightstand_b2,person:resident_3,desk_b2,desk_b2,person:resident_3,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,counter_k1,counter_k1,couch_l1,kitchen_table_k1,couch_l1,counter_k1,sink_k1,cupboard_k1,sink_k1,cupboard_k1,kitchen_table_k1,cupboard_k1,counter_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,couch_l1
3540,d02 Wed 11:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,counter_k1,person:resident_1,sink_k1,desk_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,sink_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,desk_b2,nightstand_b2,person:resident_3,desk_b2,desk_b2,person:resident_3,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,counter_k1,counter_k1,couch_l1,kitchen_table_k1,couch_l1,counter_k1,sink_k1,cupboard_k1,sink_k1,cupboard_k1,kitchen_table_k1,cupboard_k1,counter_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,couch_l1
3600,d02 Wed 12:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,counter_k1,person:resident_1,sink_k1,desk_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,sink_k1,person:resident_2,sink_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,desk_b2,nightstand_b2,person:resident_3,desk_b2,desk_b2,person:resident_3,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,counter_k1,counter_k1,couch_l1,kitchen_table_k1,couch_l1,counter_k1,sink_k1,cupboard_k1,sink_k1,cupboard_k1,kitchen_table_k1,cupboard_k1,counter_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,couch_l1
3660,d02 Wed 13:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,counter_k1,person:resident_1,sink_k1,desk_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,sink_k1,person:resident_2,sink_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,desk_b2,nightstand_b2,person:resident_3,desk_b2,desk_b2,person:resident_3,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,counter_k1,counter_k1,couch_l1,kitchen_table_k1,couch_l1,counter_k1,sink_k1,cupboard_k1,sink_k1,cupboard_k1,kitchen_table_k1,cupboard_k1,counter_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,couch_l1
3720,d02 Wed 14:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,counter_k1,person:resident_1,sink_k1,desk_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,sink_k1,person:resident_2,sink_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,desk_b2,nightstand_b2,person:resident_3,desk_b2,desk_b2,person:resident_3,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,counter_k1,counter_k1,couch_l1,kitchen_table_k1,couch_l1,counter_k1,sink_k1,cupboard_k1,sink_k1,cupboard_k1,kitchen_table_k1,cupboard_k1,counter_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,couch_l1
