t,stamp,mug_1,mug_2,laptop_alex,laptop_bella,laptop_chad,laptop_dana,phone_alex,phone_bella,phone_chad,phone_dana,keys_alex,keys_bella,keys_chad,keys_dana,wallet_alex,wallet_bella,wallet_chad,wallet_dana,book_alex,book_bella,book_chad,book_dana,water_bottle_alex,water_bottle_bella,water_bottle_chad,water_bottle_dana,remote_1,charger_alex,charger_bella,charger_chad,charger_dana,backpack_alex,backpack_bella,backpack_chad,backpack_dana,jacket_alex,jacket_bella,jacket_chad,jacket_dana,headphones_bella,headphones_chad,glasses_alex,glasses_dana,notebook_bella,notebook_dana,pen_1,pen_2,medication_bottle_alex,toy_chad,blanket_1,towel_1,towel_2,gaming_controller_chad,dog_leash_none,lunchbox_alex,lunchbox_dana,umbrella_dana,laundry_basket_1,laundry_basket_2,vacuum_cleaner_1
2460,d01 Tue 17:00,living,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,bedroom_2,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,entry,entry,bedroom_2,kitchen,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,kitchen,bedroom_2,bedroom_3,bedroom_4,living,living,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,kitchen,living,bedroom_4,bedroom_2,bedroom_3,entry,bedroom_4,bedroom_2,living,bedroom_2,living,living,bedroom_3,living,living,living,living,entry,kitchen,kitchen,entry,living,living,entry
2520,d01 Tue 18:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,entry,bedroom_1,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,kitchen,living,bedroom_4,living,bedroom_3,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_1,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
2580,d01 Tue 19:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,entry,bedroom_1,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,bedroom_3,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,living,bedroom_3,bedroom_1,bedroom_4,bedroom_2,bedroom_4,bedroom_2,bedroom_1,bedroom_1,living,bedroom_3,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
2640,d01 Tue 20:00,kitchen,kitchen,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,kitchen,entry,entry,bedroom_1,bedroom_2,living,kitchen,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,living,bedroom_4,bedroom_1,bedroom_2,kitchen,bedroom_4,bedroom_2,living,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_1,bedroom_1,bedroom_3,living,bathroom,bathroom,living,entry,kitchen,kitchen,bedroom_4,entry,entry,entry
2700,d01 Tue 21:00,kitchen,kitchen,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,kitchen,entry,entry,bedroom_1,bedroom_2,living,living,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,living,bedroom_4,bedroom_1,bedroom_2,kitchen,bedroom_4,bedroom_2,living,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,living,bedroom_1,bedroom_3,living,bathroom,bathroom,living,entry,kitchen,kitchen,bedroom_4,entry,entry,entry
2760,d01 Tue 22:00,kitchen,kitchen,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,kitchen,entry,entry,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,living,bedroom_4,bedroom_1,bedroom_2,kitchen,bedroom_4,bedroom_2,living,bedroom_1,bedroom_4,kitchen,bedroom_4,kitchen,bedroom_4,bedroom_1,bedroom_3,living,bathroom,bathroom,living,entry,kitchen,kitchen,bedroom_4,entry,entry,entry
2820,d01 Tue 23:00,kitchen,kitchen,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,entry,kitchen,entry,entry,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,living,bedroom_4,bedroom_1,bedroom_2,kitchen,bedroom_4,bedroom_2,kitchen,bedroom_1,bedroom_4,kitchen,bedroom_4,kitchen,bedroom_4,bedroom_1,bedroom_3,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,bedroom_4,entry,entry,entry
2880,d02 Wed 00:00,kitchen,kitchen,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,entry,kitchen,entry,entry,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,living,bedroom_4,bedroom_1,bedroom_2,kitchen,bedroom_4,bedroom_2,kitchen,bedroom_1,bedroom_4,kitchen,bedroom_4,kitchen,bedroom_4,bedroom_1,bedroom_3,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,bedroom_4,entry,entry,entry
2940,d02 Wed 01:00,kitchen,kitchen,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,entry,kitchen,entry,entry,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,living,bedroom_4,bedroom_1,bedroom_2,kitchen,bedroom_4,bedroom_2,kitchen,bedroom_1,bedroom_4,kitchen,bedroom_4,kitchen,bedroom_4,bedroom_1,bedroom_3,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,bedroom_4,entry,entry,entry
3000,d02 Wed 02:00,kitchen,kitchen,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,entry,kitchen,entry,entry,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,living,bedroom_4,bedroom_1,bedroom_2,kitchen,bedroom_4,bedroom_2,kitchen,bedroom_1,bedroom_4,kitchen,bedroom_4,kitchen,bedroom_4,bedroom_1,bedroom_3,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,bedroom_4,entry,entry,entry
3060,d02 Wed 03:00,kitchen,kitchen,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,entry,kitchen,entry,entry,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,living,bedroom_4,bedroom_1,bedroom_2,kitchen,bedroom_4,bedroom_2,kitchen,bedroom_1,bedroom_4,kitchen,bedroom_4,kitchen,bedroom_4,bedroom_1,bedroom_3,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,bedroom_4,entry,entry,entry
3120,d02 Wed 04:00,kitchen,kitchen,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,entry,kitchen,entry,entry,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,living,bedroom_4,bedroom_1,bedroom_2,kitchen,bedroom_4,bedroom_2,kitchen,bedroom_1,bedroom_4,kitchen,bedroom_4,kitchen,bedroom_4,bedroom_1,bedroom_3,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,bedroom_4,entry,entry,entry
3180,d02 Wed 05:00,kitchen,kitchen,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,entry,kitchen,entry,entry,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,living,bedroom_4,bedroom_1,bedroom_2,kitchen,bedroom_4,bedroom_2,kitchen,bedroom_1,bedroom_4,kitchen,bedroom_4,kitchen,bedroom_4,bedroom_1,bedroom_3,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,bedroom_4,entry,entry,entry
3240,d02 Wed 06:00,kitchen,kitchen,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,entry,kitchen,entry,entry,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,living,bedroom_4,bedroom_1,bedroom_2,kitchen,bedroom_4,bedroom_2,kitchen,bedroom_1,bedroom_4,kitchen,bedroom_4,kitchen,bedroom_4,bedroom_1,bedroom_3,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,bedroom_4,entry,entry,entry
3300,d02 Wed 07:00,kitchen,kitchen,bedroom_1,bedroom_2,living,bedroom_4,bathroom,bedroom_2,living,bedroom_4,entry,kitchen,entry,entry,bathroom,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,living,bedroom_4,bathroom,bedroom_2,kitchen,bedroom_4,bedroom_2,kitchen,bathroom,bedroom_4,kitchen,bedroom_4,bedroom_4,bedroom_4,bedroom_1,bedroom_3,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
3360,d02 Wed 08:00,kitchen,kitchen,outside,bedroom_2,living,bedroom_4,outside,bedroom_2,living,bedroom_4,outside,kitchen,entry,entry,outside,bedroom_2,living,outside,outside,bedroom_2,bedroom_3,bedroom_4,outside,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,outside,entry,living,bedroom_4,outside,bedroom_2,kitchen,bedroom_4,bedroom_2,kitchen,outside,bedroom_4,kitchen,bedroom_4,bedroom_2,bedroom_4,bedroom_1,bedroom_3,living,bathroom,bathroom,bedroom_3,entry,outside,kitchen,entry,entry,entry,entry
3420,d02 Wed 09:00,kitchen,kitchen,outside,bedroom_2,living,outside,outside,bedroom_2,living,outside,outside,kitchen,entry,outside,outside,bedroom_2,living,outside,outside,bedroom_2,bedroom_3,outside,outside,bedroom_2,bedroom_3,outside,living,bedroom_1,bedroom_2,bedroom_3,outside,outside,entry,living,outside,outside,bedroom_2,kitchen,outside,bedroom_2,kitchen,outside,outside,kitchen,outside,bedroom_2,bedroom_4,bedroom_1,bedroom_3,living,bathroom,bathroom,bedroom_3,entry,outside,outside,outside,entry,entry,entry
3480,d02 Wed 10:00,kitchen,kitchen,outside,bedroom_2,living,outside,outside,bedroom_2,living,outside,outside,kitchen,entry,outside,outside,bedroom_2,living,outside,outside,bedroom_2,bedroom_3,outside,outside,bedroom_2,bedroom_3,outside,living,bedroom_3,bedroom_2,bedroom_3,outside,outside,entry,living,outside,outside,bedroom_2,kitchen,outside,bedroom_2,kitchen,outside,outside,kitchen,outside,bedroom_2,bedroom_4,bedroom_3,bedroom_3,living,bathroom,bathroom,bedroom_3,entry,outside,outside,outside,entry,entry,entry
3540,d02 Wed 11:00,kitchen,kitchen,outside,outside,living,outside,outside,outside,living,outside,outside,outside,entry,outside,outside,outside,living,outside,outside,outside,bedroom_3,outside,outside,outside,bedroom_3,outside,living,bedroom_1,outside,bedroom_3,outside,outside,outside,living,outside,outside,outside,kitchen,outside,outside,kitchen,outside,outside,outside,outside,kitchen,bedroom_4,bedroom_1,bedroom_3,living,bathroom,bathroom,bedroom_3,entry,outside,outside,outside,entry,entry,entry
3600,d02 Wed 12:00,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,bedroom_4,bedroom_1,outside,living,bathroom,bathroom,bedroom_3,entry,outside,outside,outside,entry,entry,entry
3660,d02 Wed 13:00,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,bedroom_4,bedroom_1,outside,living,bathroom,bathroom,bedroom_3,entry,outside,outside,outside,entry,entry,entry
3720,d02 Wed 14:00,kitchen,kitchen,bedroom_1,outside,outside,bedroom_4,bedroom_1,outside,outside,bedroom_4,entry,outside,outside,entry,bedroom_1,outside,outside,bedroom_4,bedroom_1,outside,outside,bedroom_4,bedroom_1,outside,outside,bedroom_4,living,bedroom_1,outside,outside,bedroom_4,bedroom_1,outside,outside,bedroom_4,bedroom_1,outside,outside,bedroom_4,outside,outside,bedroom_1,bedroom_4,outside,bedroom_4,bedroom_4,bedroom_4,bedroom_1,outside,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
3780,d02 Wed 15:00,kitchen,kitchen,bedroom_1,bedroom_2,outside,bedroom_4,bedroom_1,bedroom_2,outside,bedroom_4,entry,kitchen,outside,entry,bedroom_1,bedroom_2,outside,bedroom_4,bedroom_1,bedroom_2,outside,bedroom_4,bedroom_1,bedroom_2,outside,bedroom_4,living,bedroom_1,bedroom_2,outside,bedroom_4,bedroom_1,entry,outside,bedroom_4,bedroom_1,bedroom_2,outside,bedroom_4,bedroom_2,outside,bedroom_1,bedroom_4,bedroom_2,bedroom_4,bedroom_4,bedroom_4,bedroom_1,outside,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
3840,d02 Wed 16:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,kitchen,entry,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,kitchen,bedroom_4,bedroom_2,bedroom_3,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,bedroom_3,living,bathroom,bathroom,living,entry,kitchen,kitchen,entry,entry,entry,entry
3900,d02 Wed 17:00,living,living,outside,bedroom_2,bedroom_3,living,outside,bedroom_2,bedroom_3,bedroom_4,outside,kitchen,entry,entry,outside,bedroom_2,bedroom_3,living,outside,bedroom_2,bedroom_3,bedroom_4,outside,bedroom_2,living,living,living,living,bedroom_2,bedroom_3,bedroom_4,outside,entry,bedroom_3,bedroom_4,outside,entry,kitchen,bedroom_4,living,living,outside,bedroom_4,bedroom_2,bedroom_4,living,living,living,bedroom_3,living,living,living,living,entry,outside,kitchen,entry,living,living,living
3960,d02 Wed 18:00,living,kitchen,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,kitchen,entry,entry,bedroom_1,kitchen,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,living,living,living,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,entry,kitchen,bedroom_4,living,living,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,living,living,bedroom_3,living,living,living,living,entry,kitchen,kitchen,entry,living,living,living
4020,d02 Wed 19:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,kitchen,entry,entry,bedroom_1,kitchen,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,living,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,entry,kitchen,bedroom_4,living,living,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,living,bedroom_1,bedroom_3,living,bathroom,bathroom,living,entry,kitchen,kitchen,entry,entry,entry,entry
4080,d02 Wed 20:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,kitchen,entry,entry,bedroom_1,kitchen,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,living,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,entry,kitchen,bedroom_4,living,living,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_1,bedroom_1,bedroom_3,living,bathroom,bathroom,living,entry,kitchen,kitchen,entry,entry,entry,entry
4140,d02 Wed 21:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,kitchen,entry,entry,bedroom_1,kitchen,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,living,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,entry,kitchen,bedroom_4,living,living,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_1,bedroom_1,bedroom_3,living,bathroom,bathroom,living,entry,kitchen,kitchen,entry,entry,entry,entry
4200,d02 Wed 22:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,kitchen,entry,entry,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,living,bedroom_2,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,entry,kitchen,bedroom_4,bedroom_2,bedroom_3,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_2,bedroom_3,kitchen,bedroom_2,bedroom_2,living,entry,kitchen,kitchen,entry,entry,entry,entry
4260,d02 Wed 23:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,kitchen,entry,entry,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,entry,kitchen,bedroom_4,living,living,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
4320,d03 Thu 00:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,kitchen,entry,entry,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,entry,kitchen,bedroom_4,living,living,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
4380,d03 Thu 01:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,kitchen,entry,entry,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,entry,kitchen,bedroom_4,living,living,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
4440,d03 Thu 02:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,kitchen,entry,entry,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,entry,kitchen,bedroom_4,living,living,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
4500,d03 Thu 03:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,kitchen,entry,entry,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,entry,kitchen,bedroom_4,living,living,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
4560,d03 Thu 04:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,kitchen,entry,entry,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,entry,kitchen,bedroom_4,living,living,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
4620,d03 Thu 05:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,kitchen,entry,entry,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,entry,kitchen,bedroom_4,living,living,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
4680,d03 Thu 06:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,kitchen,entry,entry,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,entry,kitchen,bedroom_4,living,living,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
4740,d03 Thu 07:00,bedroom_4,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,kitchen,entry,entry,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,kitchen,living,bedroom_4,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,entry,kitchen,bedroom_4,living,living,bedroom_1,bedroom_4,bedroom_2,bedroom_4,bedroom_4,bedroom_4,bedroom_1,living,bedroom_4,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,bedroom_4,bedroom_4,bedroom_4
4800,d03 Thu 08:00,kitchen,kitchen,outside,bedroom_2,bedroom_3,kitchen,outside,bedroom_2,bedroom_3,bedroom_4,outside,kitchen,entry,entry,outside,kitchen,bedroom_3,kitchen,outside,bedroom_2,living,bedroom_4,outside,kitchen,living,kitchen,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,outside,entry,bedroom_3,bedroom_4,outside,entry,kitchen,bedroom_4,living,living,outside,bedroom_4,bedroom_2,bedroom_4,bedroom_2,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,outside,kitchen,entry,entry,entry,bedroom_4
4860,d03 Thu 09:00,kitchen,kitchen,outside,bedroom_2,bedroom_3,outside,outside,bedroom_2,bedroom_3,outside,outside,kitchen,entry,outside,outside,kitchen,bedroom_3,outside,outside,bedroom_2,living,outside,outside,kitchen,living,outside,living,bedroom_1,bedroom_2,bedroom_3,outside,outside,entry,bedroom_3,outside,outside,entry,kitchen,outside,living,living,outside,outside,bedroom_2,outside,bedroom_2,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,outside,outside,outside,entry,entry,bedroom_4
4920,d03 Thu 10:00,kitchen,kitchen,outside,bedroom_2,bedroom_3,outside,outside,bedroom_2,bedroom_3,outside,outside,kitchen,entry,outside,outside,kitchen,bedroom_3,outside,outside,bedroom_2,living,outside,outside,kitchen,living,outside,living,bedroom_1,bedroom_2,bedroom_3,outside,outside,entry,bedroom_3,outside,outside,entry,kitchen,outside,living,living,outside,outside,bedroom_2,outside,bedroom_2,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,outside,outside,outside,entry,entry,bedroom_4
