t,stamp,laptop_arthur,phone_arthur,keys_arthur,glasses_arthur,water_bottle_arthur,tablet_elena,phone_elena,keys_elena,makeup_kit_elena,notebook_elena,pen_elena,toy_leo,blanket_leo,water_bottle_leo,plate_shared,bowl_shared,mug_arthur,mug_elena,remote_shared,laundry_basket_shared
19980,d13 Sun 21:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,sink_k1,bed_b2,kitchen_table_k1,dish_rack_k1,counter_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
20040,d13 Sun 22:00,desk_b1,nightstand_b1,couch_l1,desk_b1,counter_k1,couch_l1,couch_l1,entry_table_e1,nightstand_b1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,counter_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
20100,d13 Sun 23:00,desk_b1,armchair_l1,couch_l1,armchair_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bed_b1,coffee_table_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,counter_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
20160,d14 Mon 00:00,desk_b1,armchair_l1,couch_l1,coffee_table_l1,counter_k1,couch_l1,armchair_l1,entry_table_e1,bed_b1,couch_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,counter_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
20220,d14 Mon 01:00,desk_b1,armchair_l1,couch_l1,coffee_table_l1,counter_k1,couch_l1,armchair_l1,entry_table_e1,bed_b1,couch_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,counter_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
20280,d14 Mon 02:00,desk_b1,armchair_l1,couch_l1,coffee_table_l1,counter_k1,couch_l1,armchair_l1,entry_table_e1,bed_b1,couch_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,counter_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
20340,d14 Mon 03:00,desk_b1,armchair_l1,couch_l1,coffee_table_l1,counter_k1,couch_l1,armchair_l1,entry_table_e1,bed_b1,couch_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,counter_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
20400,d14 Mon 04:00,desk_b1,armchair_l1,couch_l1,coffee_table_l1,counter_k1,couch_l1,armchair_l1,entry_table_e1,bed_b1,couch_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,counter_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
20460,d14 Mon 05:00,desk_b1,armchair_l1,couch_l1,coffee_table_l1,counter_k1,couch_l1,armchair_l1,entry_table_e1,bed_b1,couch_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,counter_k1,counter_k1,kitchen_table_k1,counter_k1,entry_floor_e1
20520,d14 Mon 06:00,desk_b1,armchair_l1,couch_l1,coffee_table_l1,counter_k1,couch_l1,armchair_l1,entry_table_e1,bed_b1,couch_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,counter_k1,counter_k1,kitchen_table_k1,counter_k1,entry_floor_e1
20580,d14 Mon 07:00,desk_b1,nightstand_b1,couch_l1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
20640,d14 Mon 08:00,desk_b1,kitchen_table_k1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,bookshelf_l1,couch_l1,couch_l1,couch_l1,kitchen_table_k1,kitchen_table_k1,counter_k1,couch_l1,couch_l1,entry_floor_e1
20700,d14 Mon 09:00,desk_b1,nightstand_b1,kitchen_table_k1,desk_b1,desk_b1,couch_l1,kitchen_table_k1,desk_b1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,armchair_l1,bed_b2,counter_k1,kitchen_table_k1,cupboard_k1,counter_k1,couch_l1,coffee_table_l1,entry_floor_e1
20760,d14 Mon 10:00,desk_b1,nightstand_b1,kitchen_table_k1,desk_b1,desk_b1,couch_l1,kitchen_table_k1,desk_b1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,armchair_l1,bed_b2,counter_k1,kitchen_table_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
20820,d14 Mon 11:00,couch_l1,nightstand_b1,entry_table_e1,couch_l1,couch_l1,couch_l1,couch_l1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,armchair_l1,bed_b2,counter_k1,cupboard_k1,sink_k1,couch_l1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
20880,d14 Mon 12:00,couch_l1,nightstand_b1,entry_table_e1,couch_l1,couch_l1,couch_l1,couch_l1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,armchair_l1,bed_b2,counter_k1,cupboard_k1,sink_k1,couch_l1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
20940,d14 Mon 13:00,couch_l1,nightstand_b1,entry_table_e1,couch_l1,couch_l1,couch_l1,couch_l1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,armchair_l1,bed_b2,counter_k1,cupboard_k1,sink_k1,couch_l1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
21000,d14 Mon 14:00,desk_b1,nightstand_b1,entry_table_e1,couch_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,couch_l1,couch_l1,cupboard_k1,couch_l1,couch_l1,couch_l1,couch_l1,entry_floor_e1
21060,d14 Mon 15:00,desk_b1,desk_b1,kitchen_table_k1,couch_l1,kitchen_table_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,bed_b2,couch_l1,cupboard_k1,couch_l1,counter_k1,counter_k1,couch_l1,entry_floor_e1
21120,d14 Mon 16:00,desk_b1,desk_b1,kitchen_table_k1,couch_l1,kitchen_table_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,bed_b2,couch_l1,cupboard_k1,couch_l1,counter_k1,counter_k1,couch_l1,entry_floor_e1
21180,d14 Mon 17:00,desk_b1,desk_b1,kitchen_table_k1,couch_l1,kitchen_table_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,bed_b2,couch_l1,cupboard_k1,couch_l1,counter_k1,counter_k1,couch_l1,entry_floor_e1
21240,d14 Mon 18:00,desk_b1,nightstand_b1,kitchen_table_k1,desk_b1,counter_k1,couch_l1,couch_l1,kitchen_table_k1,bathroom_shelf_ba1,couch_l1,couch_l1,couch_l1,bed_b2,counter_k1,cupboard_k1,couch_l1,kitchen_table_k1,kitchen_table_k1,couch_l1,entry_floor_e1
21300,d14 Mon 19:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,coffee_table_l1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,bed_b2,counter_k1,cupboard_k1,sink_k1,coffee_table_l1,kitchen_table_k1,couch_l1,entry_floor_e1
21360,d14 Mon 20:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,counter_k1,bed_b2,kitchen_table_k1,sink_k1,cupboard_k1,coffee_table_l1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
21420,d14 Mon 21:00,desk_b1,nightstand_b1,entry_table_e1,couch_l1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,counter_k1,bed_b2,kitchen_table_k1,sink_k1,cupboard_k1,coffee_table_l1,kitchen_table_k1,couch_l1,entry_floor_e1
21480,d14 Mon 22:00,desk_b1,nightstand_b1,entry_table_e1,couch_l1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,nightstand_b1,kitchen_table_k1,kitchen_table_k1,counter_k1,bed_b2,kitchen_table_k1,sink_k1,cupboard_k1,coffee_table_l1,kitchen_table_k1,couch_l1,entry_floor_e1
21540,d14 Mon 23:00,desk_b1,coffee_table_l1,entry_table_e1,coffee_table_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bed_b1,coffee_table_l1,kitchen_table_k1,counter_k1,bed_b2,kitchen_table_k1,sink_k1,cupboard_k1,coffee_table_l1,kitchen_table_k1,couch_l1,entry_floor_e1
21600,d15 Tue 00:00,desk_b1,coffee_table_l1,entry_table_e1,coffee_table_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bed_b1,coffee_table_l1,kitchen_table_k1,counter_k1,bed_b2,kitchen_table_k1,sink_k1,cupboard_k1,coffee_table_l1,kitchen_table_k1,couch_l1,entry_floor_e1
21660,d15 Tue 01:00,desk_b1,coffee_table_l1,entry_table_e1,coffee_table_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bed_b1,coffee_table_l1,kitchen_table_k1,counter_k1,bed_b2,kitchen_table_k1,sink_k1,cupboard_k1,coffee_table_l1,kitchen_table_k1,couch_l1,entry_floor_e1
21720,d15 Tue 02:00,desk_b1,coffee_table_l1,entry_table_e1,coffee_table_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bed_b1,coffee_table_l1,kitchen_table_k1,counter_k1,bed_b2,kitchen_table_k1,sink_k1,cupboard_k1,coffee_table_l1,kitchen_table_k1,couch_l1,entry_floor_e1
21780,d15 Tue 03:00,desk_b1,coffee_table_l1,entry_table_e1,coffee_table_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bed_b1,coffee_table_l1,kitchen_table_k1,counter_k1,bed_b2,kitchen_table_k1,sink_k1,cupboard_k1,coffee_table_l1,kitchen_table_k1,couch_l1,entry_floor_e1
21840,d15 Tue 04:00,desk_b1,coffee_table_l1,entry_table_e1,coffee_table_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bed_b1,coffee_table_l1,kitchen_table_k1,counter_k1,bed_b2,kitchen_table_k1,sink_k1,cupboard_k1,coffee_table_l1,kitchen_table_k1,couch_l1,entry_floor_e1
21900,d15 Tue 05:00,desk_b1,coffee_table_l1,entry_table_e1,coffee_table_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bed_b1,coffee_table_l1,kitchen_table_k1,counter_k1,bed_b2,kitchen_table_k1,sink_k1,cupboard_k1,coffee_table_l1,kitchen_table_k1,couch_l1,entry_floor_e1
21960,d15 Tue 06:00,desk_b1,coffee_table_l1,entry_table_e1,coffee_table_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bed_b1,coffee_table_l1,kitchen_table_k1,counter_k1,bed_b2,kitchen_table_k1,sink_k1,cupboard_k1,coffee_table_l1,kitchen_table_k1,couch_l1,entry_floor_e1
22020,d15 Tue 07:00,desk_b1,coffee_table_l1,entry_table_e1,coffee_table_l1,counter_k1,couch_l1,coffee_table_l1,entry_table_e1,bathroom_shelf_ba1,coffee_table_l1,kitchen_table_k1,counter_k1,bed_b2,couch_l1,sink_k1,cupboard_k1,coffee_table_l1,kitchen_table_k1,couch_l1,entry_floor_e1
22080,d15 Tue 08:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,desk_b1,couch_l1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,kitchen_table_k1,kitchen_table_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
22140,d15 Tue 09:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,desk_b1,couch_l1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,kitchen_table_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
22200,d15 Tue 10:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,desk_b1,couch_l1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,kitchen_table_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
22260,d15 Tue 11:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,couch_l1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,couch_l1,couch_l1,cupboard_k1,cupboard_k1,couch_l1,couch_l1,couch_l1,entry_floor_e1
22320,d15 Tue 12:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,couch_l1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,couch_l1,couch_l1,cupboard_k1,cupboard_k1,couch_l1,couch_l1,couch_l1,entry_floor_e1
22380,d15 Tue 13:00,desk_b1,kitchen_table_k1,entry_table_e1,kitchen_table_k1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,couch_l1,couch_l1,cupboard_k1,couch_l1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
22440,d15 Tue 14:00,desk_b1,kitchen_table_k1,entry_table_e1,kitchen_table_k1,counter_k1,coffee_table_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,counter_k1,couch_l1,coffee_table_l1,cupboard_k1,couch_l1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
22500,d15 Tue 15:00,desk_b1,kitchen_table_k1,entry_table_e1,kitchen_table_k1,counter_k1,coffee_table_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,counter_k1,couch_l1,coffee_table_l1,cupboard_k1,couch_l1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
22560,d15 Tue 16:00,desk_b1,nightstand_b1,entry_table_e1,kitchen_table_k1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,couch_l1,couch_l1,cupboard_k1,couch_l1,couch_l1,couch_l1,couch_l1,entry_floor_e1
22620,d15 Tue 17:00,desk_b1,nightstand_b1,entry_table_e1,counter_k1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,couch_l1,couch_l1,cupboard_k1,couch_l1,counter_k1,couch_l1,coffee_table_l1,entry_floor_e1
22680,d15 Tue 18:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,coffee_table_l1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,bed_b2,coffee_table_l1,kitchen_table_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
22740,d15 Tue 19:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
22800,d15 Tue 20:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,counter_k1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,counter_k1,bed_b2,counter_k1,sink_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
22860,d15 Tue 21:00,desk_b1,couch_l1,entry_table_e1,couch_l1,counter_k1,counter_k1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,counter_k1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
22920,d15 Tue 22:00,desk_b1,couch_l1,entry_table_e1,desk_b1,counter_k1,counter_k1,couch_l1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
22980,d15 Tue 23:00,desk_b1,couch_l1,entry_table_e1,armchair_l1,counter_k1,counter_k1,couch_l1,entry_table_e1,bed_b1,couch_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,armchair_l1,entry_floor_e1
23040,d16 Wed 00:00,desk_b1,couch_l1,entry_table_e1,armchair_l1,counter_k1,counter_k1,couch_l1,entry_table_e1,bed_b1,couch_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,armchair_l1,entry_floor_e1
23100,d16 Wed 01:00,desk_b1,couch_l1,entry_table_e1,armchair_l1,counter_k1,counter_k1,couch_l1,entry_table_e1,bed_b1,couch_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,armchair_l1,entry_floor_e1
23160,d16 Wed 02:00,desk_b1,couch_l1,entry_table_e1,armchair_l1,counter_k1,counter_k1,couch_l1,entry_table_e1,bed_b1,couch_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,armchair_l1,entry_floor_e1
23220,d16 Wed 03:00,desk_b1,couch_l1,entry_table_e1,armchair_l1,counter_k1,counter_k1,couch_l1,entry_table_e1,bed_b1,couch_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,armchair_l1,entry_floor_e1
23280,d16 Wed 04:00,desk_b1,couch_l1,entry_table_e1,armchair_l1,counter_k1,counter_k1,couch_l1,entry_table_e1,bed_b1,couch_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,armchair_l1,entry_floor_e1
23340,d16 Wed 05:00,desk_b1,couch_l1,entry_table_e1,armchair_l1,counter_k1,counter_k1,couch_l1,entry_table_e1,bed_b1,counter_k1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,armchair_l1,entry_floor_e1
23400,d16 Wed 06:00,desk_b1,couch_l1,entry_table_e1,armchair_l1,counter_k1,counter_k1,couch_l1,entry_table_e1,bed_b1,counter_k1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,armchair_l1,entry_floor_e1
23460,d16 Wed 07:00,desk_b1,nightstand_b1,entry_table_e1,armchair_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,nightstand_b1,counter_k1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,kitchen_table_k1,cupboard_k1,counter_k1,kitchen_table_k1,armchair_l1,entry_floor_e1
23520,d16 Wed 08:00,desk_b1,nightstand_b1,kitchen_table_k1,kitchen_table_k1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,couch_l1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
23580,d16 Wed 09:00,desk_b1,nightstand_b1,entry_table_e1,kitchen_table_k1,counter_k1,couch_l1,couch_l1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,bed_b2,couch_l1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
23640,d16 Wed 10:00,desk_b1,nightstand_b1,entry_table_e1,kitchen_table_k1,counter_k1,couch_l1,couch_l1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,bed_b2,couch_l1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
23700,d16 Wed 11:00,desk_b1,nightstand_b1,entry_table_e1,kitchen_table_k1,couch_l1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,bed_b2,counter_k1,dish_rack_k1,cupboard_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
23760,d16 Wed 12:00,desk_b1,nightstand_b1,entry_table_e1,kitchen_table_k1,couch_l1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,bed_b2,counter_k1,dish_rack_k1,cupboard_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
23820,d16 Wed 13:00,desk_b1,nightstand_b1,entry_table_e1,kitchen_table_k1,couch_l1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,bed_b2,counter_k1,dish_rack_k1,cupboard_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
23880,d16 Wed 14:00,desk_b1,counter_k1,entry_table_e1,desk_b1,coffee_table_l1,couch_l1,couch_l1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,coffee_table_l1,coffee_table_l1,bed_b2,couch_l1,dish_rack_k1,sink_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
23940,d16 Wed 15:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,couch_l1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
24000,d16 Wed 16:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,couch_l1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
24060,d16 Wed 17:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,couch_l1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
24120,d16 Wed 18:00,desk_b1,nightstand_b1,tv_stand_l1,kitchen_table_k1,counter_k1,couch_l1,couch_l1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,couch_l1,counter_k1,cupboard_k1,couch_l1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
24180,d16 Wed 19:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,counter_k1,bed_b2,counter_k1,sink_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
24240,d16 Wed 20:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,counter_k1,bed_b2,counter_k1,dish_rack_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
24300,d16 Wed 21:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,nightstand_b1,kitchen_table_k1,kitchen_table_k1,counter_k1,bed_b2,counter_k1,dish_rack_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
24360,d16 Wed 22:00,desk_b1,nightstand_b1,entry_table_e1,couch_l1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,couch_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
24420,d16 Wed 23:00,desk_b1,coffee_table_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,nightstand_b1,couch_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,armchair_l1,entry_floor_e1
24480,d17 Thu 00:00,desk_b1,coffee_table_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,nightstand_b1,couch_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,armchair_l1,entry_floor_e1
24540,d17 Thu 01:00,desk_b1,coffee_table_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,nightstand_b1,couch_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,armchair_l1,entry_floor_e1
24600,d17 Thu 02:00,desk_b1,coffee_table_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,nightstand_b1,couch_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,armchair_l1,entry_floor_e1
24660,d17 Thu 03:00,desk_b1,coffee_table_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,nightstand_b1,couch_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,armchair_l1,entry_floor_e1
24720,d17 Thu 04:00,desk_b1,coffee_table_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,nightstand_b1,couch_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,armchair_l1,entry_floor_e1
24780,d17 Thu 05:00,desk_b1,coffee_table_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,nightstand_b1,couch_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,armchair_l1,entry_floor_e1
24840,d17 Thu 06:00,desk_b1,coffee_table_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,nightstand_b1,couch_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,armchair_l1,entry_floor_e1
24900,d17 Thu 07:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,kitchen_table_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
