t,stamp,mug_arthur,mug_martha,mug_shared_1,phone_arthur,phone_martha,keys_arthur,keys_martha,wallet_arthur,wallet_martha,glasses_arthur,glasses_martha,book_arthur_1,book_martha_1,notebook_arthur,notebook_martha,water_bottle_arthur,water_bottle_martha,remote_shared,laptop_martha,watering_can_shared,jacket_martha,blanket_shared,pen_arthur,vacuum_cleaner_shared
27300,d18 Fri 23:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,kitchen,living,living,kitchen,entry,entry,living,bedroom_1,entry
27360,d19 Sat 00:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,kitchen,living,living,kitchen,entry,entry,living,bedroom_1,entry
27420,d19 Sat 01:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,kitchen,living,living,kitchen,entry,entry,living,bedroom_1,entry
27480,d19 Sat 02:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,kitchen,living,living,kitchen,entry,entry,living,bedroom_1,entry
27540,d19 Sat 03:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,kitchen,living,living,kitchen,entry,entry,living,bedroom_1,entry
27600,d19 Sat 04:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,kitchen,living,living,kitchen,entry,entry,living,bedroom_1,entry
27660,d19 Sat 05:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,kitchen,living,living,kitchen,entry,entry,living,bedroom_1,entry
27720,d19 Sat 06:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,kitchen,living,living,kitchen,entry,entry,living,bedroom_1,entry
27780,d19 Sat 07:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,kitchen,living,living,kitchen,entry,entry,living,bedroom_1,entry
27840,d19 Sat 08:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,kitchen,bedroom_1,entry
27900,d19 Sat 09:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,kitchen,kitchen,entry,entry,kitchen,bedroom_1,entry
27960,d19 Sat 10:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,outside,entry,outside,entry,living,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
28020,d19 Sat 11:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
28080,d19 Sat 12:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
28140,d19 Sat 13:00,bedroom_1,kitchen,kitchen,bedroom_1,outside,outside,outside,outside,outside,living,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,outside,living,bedroom_1,entry
28200,d19 Sat 14:00,bedroom_1,kitchen,kitchen,bedroom_1,outside,kitchen,outside,kitchen,outside,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,outside,living,bedroom_1,entry
28260,d19 Sat 15:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
28320,d19 Sat 16:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
28380,d19 Sat 17:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
28440,d19 Sat 18:00,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,kitchen,entry,entry,kitchen,bedroom_1,entry
28500,d19 Sat 19:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,living,living,entry,entry,living,bedroom_1,entry
28560,d19 Sat 20:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,living,living,entry,entry,living,bedroom_1,entry
28620,d19 Sat 21:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,living,living,entry,entry,living,bedroom_1,entry
28680,d19 Sat 22:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
28740,d19 Sat 23:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
28800,d20 Sun 00:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
28860,d20 Sun 01:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
28920,d20 Sun 02:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
28980,d20 Sun 03:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
29040,d20 Sun 04:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
29100,d20 Sun 05:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
29160,d20 Sun 06:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
29220,d20 Sun 07:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
29280,d20 Sun 08:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,living,kitchen,entry,entry,living,bedroom_1,entry
29340,d20 Sun 09:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,living,living,kitchen,entry,entry,living,bedroom_1,entry
29400,d20 Sun 10:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,kitchen,bedroom_1,entry
29460,d20 Sun 11:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,kitchen,bedroom_1,entry
29520,d20 Sun 12:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,kitchen,bedroom_1,entry
29580,d20 Sun 13:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,living,living,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,living,living,living,entry,entry,living,bedroom_1,entry
29640,d20 Sun 14:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,outside,entry,outside,entry,living,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,living,living,entry,entry,living,bedroom_1,entry
29700,d20 Sun 15:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,living,living,entry,entry,living,bedroom_1,entry
29760,d20 Sun 16:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,living,bedroom_1,entry
29820,d20 Sun 17:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,living,bedroom_1,entry
29880,d20 Sun 18:00,kitchen,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,living,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,bedroom_1,entry
29940,d20 Sun 19:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,living,living,entry,entry,living,bedroom_1,entry
30000,d20 Sun 20:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,living,living,entry,entry,living,bedroom_1,entry
30060,d20 Sun 21:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,living,living,entry,entry,living,bedroom_1,entry
30120,d20 Sun 22:00,bedroom_1,kitchen,bathroom,bedroom_1,living,kitchen,entry,kitchen,entry,living,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,bathroom
30180,d20 Sun 23:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,living,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
