t,stamp,laptop_elena,phone_elena,keys_elena,wallet_elena,backpack_elena,charger_elena,notebook_elena,pen_elena,water_bottle_elena,mug_elena,book_elena,glasses_elena,jacket_elena,lunchbox_elena,hairbrush_elena,makeup_kit_elena,yoga_mat_elena,phone_marcus,keys_marcus,wallet_marcus,backpack_marcus,water_bottle_marcus,jacket_marcus,mug_marcus,charger_marcus,headphones_marcus,lunchbox_marcus,umbrella_marcus,medication_bottle_marcus,remote_shared,blanket_shared,plate_shared_1,plate_shared_2,bowl_shared_1,pot_shared_1,pan_shared_1,towel_shared_1,laundry_basket_shared,vacuum_cleaner_shared,watering_can_shared,suitcase_shared
3840,d02 Wed 16:00,outside,outside,entry,outside,outside,outside,outside,outside,outside,bedroom_2,living,kitchen,outside,outside,bedroom_1,outside,outside,bedroom_1,entry,entry,entry,kitchen,entry,living,kitchen,bedroom_1,kitchen,entry,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2
3900,d02 Wed 17:00,kitchen,entry,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,living,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,bedroom_1,entry,entry,entry,kitchen,entry,living,kitchen,entry,kitchen,entry,bathroom,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2
3960,d02 Wed 18:00,kitchen,entry,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,living,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,bedroom_1,entry,entry,entry,kitchen,entry,living,kitchen,entry,kitchen,entry,bathroom,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2
4020,d02 Wed 19:00,bedroom_2,kitchen,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,entry,entry,kitchen,entry,living,kitchen,entry,kitchen,entry,bathroom,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2
4080,d02 Wed 20:00,bedroom_2,kitchen,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bathroom,kitchen,kitchen,kitchen,bedroom_1,kitchen,living,entry,entry,entry,kitchen,entry,living,living,entry,kitchen,entry,bathroom,living,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2
4140,d02 Wed 21:00,bedroom_2,kitchen,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,entry,kitchen,entry,living,bedroom_1,kitchen,kitchen,entry,bathroom,living,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2
4200,d02 Wed 22:00,bedroom_2,kitchen,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,kitchen,kitchen,entry,living,bedroom_1,kitchen,kitchen,entry,bathroom,living,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2
4260,d02 Wed 23:00,bedroom_2,kitchen,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,kitchen,kitchen,entry,living,bedroom_1,kitchen,kitchen,entry,bathroom,living,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2
4320,d03 Thu 00:00,bedroom_2,kitchen,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,kitchen,kitchen,entry,living,bedroom_1,kitchen,kitchen,entry,bathroom,living,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2
4380,d03 Thu 01:00,bedroom_2,kitchen,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,kitchen,kitchen,entry,living,bedroom_1,kitchen,kitchen,entry,bathroom,living,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2
4440,d03 Thu 02:00,bedroom_2,kitchen,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,kitchen,kitchen,entry,living,bedroom_1,kitchen,kitchen,entry,bathroom,living,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2
4500,d03 Thu 03:00,bedroom_2,kitchen,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,kitchen,kitchen,entry,living,bedroom_1,kitchen,kitchen,entry,bathroom,living,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2
4560,d03 Thu 04:00,bedroom_2,kitchen,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,kitchen,kitchen,entry,living,bedroom_1,kitchen,kitchen,entry,bathroom,living,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2
4620,d03 Thu 05:00,bedroom_2,kitchen,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,kitchen,kitchen,entry,living,bedroom_1,kitchen,kitchen,entry,bathroom,living,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2
4680,d03 Thu 06:00,bedroom_2,kitchen,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,kitchen,kitchen,entry,living,bedroom_1,kitchen,kitchen,entry,bathroom,living,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2
4740,d03 Thu 07:00,bedroom_2,bathroom,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,entry,kitchen,kitchen,entry,kitchen,bedroom_1,kitchen,kitchen,entry,bathroom,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
4800,d03 Thu 08:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom_1,outside,outside,outside,bathroom,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
4860,d03 Thu 09:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom_1,outside,outside,outside,bathroom,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
4920,d03 Thu 10:00,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom_1,outside,outside,outside,bathroom,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
4980,d03 Thu 11:00,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom_1,outside,outside,outside,bathroom,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
5040,d03 Thu 12:00,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom_1,outside,outside,outside,bathroom,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
5100,d03 Thu 13:00,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom_1,outside,outside,outside,bathroom,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
5160,d03 Thu 14:00,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,bedroom_1,outside,outside,bedroom_1,outside,outside,bedroom_1,entry,entry,entry,kitchen,bedroom_1,living,bedroom_1,entry,kitchen,kitchen,bathroom,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
5220,d03 Thu 15:00,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,bedroom_1,outside,outside,bedroom_1,outside,outside,bedroom_1,entry,entry,entry,kitchen,bedroom_1,living,bedroom_1,entry,kitchen,kitchen,bathroom,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
5280,d03 Thu 16:00,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,bedroom_1,outside,outside,bedroom_1,outside,outside,bedroom_1,entry,entry,entry,kitchen,bedroom_1,living,bedroom_1,entry,kitchen,kitchen,bathroom,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
5340,d03 Thu 17:00,bedroom_2,kitchen,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,kitchen,kitchen,living,bedroom_1,bedroom_1,kitchen,kitchen,bathroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
5400,d03 Thu 18:00,bedroom_2,kitchen,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,kitchen,entry,kitchen,kitchen,living,bedroom_1,bedroom_1,kitchen,living,bathroom,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
5460,d03 Thu 19:00,bedroom_2,kitchen,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,kitchen,entry,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,living,bathroom,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
5520,d03 Thu 20:00,bedroom_2,kitchen,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bathroom,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,kitchen,entry,kitchen,kitchen,living,bathroom,kitchen,kitchen,bathroom,bathroom,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
5580,d03 Thu 21:00,bedroom_2,kitchen,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,bathroom,bathroom,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
5640,d03 Thu 22:00,bedroom_2,kitchen,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,bathroom,bathroom,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
5700,d03 Thu 23:00,bedroom_2,kitchen,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,bathroom,bathroom,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
5760,d04 Fri 00:00,bedroom_2,kitchen,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,bathroom,bathroom,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
5820,d04 Fri 01:00,bedroom_2,kitchen,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,bathroom,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
5880,d04 Fri 02:00,bedroom_2,kitchen,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,bathroom,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
5940,d04 Fri 03:00,bedroom_2,kitchen,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,bathroom,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
6000,d04 Fri 04:00,bedroom_2,kitchen,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,bathroom,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
6060,d04 Fri 05:00,bedroom_2,kitchen,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,bathroom,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
6120,d04 Fri 06:00,bedroom_2,kitchen,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,bathroom,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
6180,d04 Fri 07:00,bedroom_2,bathroom,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,bathroom,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
6240,d04 Fri 08:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,outside,bathroom,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
6300,d04 Fri 09:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,outside,bathroom,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
6360,d04 Fri 10:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,outside,bathroom,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
6420,d04 Fri 11:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,outside,bathroom,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
6480,d04 Fri 12:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,outside,bathroom,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
6540,d04 Fri 13:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,outside,bathroom,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
6600,d04 Fri 14:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,outside,bathroom,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
6660,d04 Fri 15:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,outside,bathroom,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
6720,d04 Fri 16:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,bedroom_1,outside,outside,bedroom_1,outside,outside,bedroom_1,entry,entry,entry,kitchen,kitchen,living,kitchen,entry,kitchen,entry,bathroom,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
6780,d04 Fri 17:00,kitchen,living,entry,kitchen,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,bedroom_2,entry,entry,entry,entry,kitchen,kitchen,living,kitchen,bedroom_1,kitchen,entry,bathroom,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
6840,d04 Fri 18:00,kitchen,living,entry,living,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,living,bedroom_2,entry,entry,entry,entry,kitchen,kitchen,living,living,bedroom_1,kitchen,entry,kitchen,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
6900,d04 Fri 19:00,kitchen,living,entry,living,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,living,bedroom_2,entry,entry,entry,entry,kitchen,kitchen,living,living,bedroom_1,kitchen,entry,kitchen,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
6960,d04 Fri 20:00,kitchen,living,entry,bathroom,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bathroom,kitchen,kitchen,bedroom_1,bathroom,bedroom_2,living,entry,entry,entry,kitchen,kitchen,living,living,bedroom_1,kitchen,entry,kitchen,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
7020,d04 Fri 21:00,kitchen,living,entry,bathroom,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bathroom,kitchen,kitchen,bedroom_1,bathroom,bedroom_2,living,entry,entry,entry,kitchen,kitchen,living,bedroom_1,bedroom_1,kitchen,entry,kitchen,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
7080,d04 Fri 22:00,kitchen,living,entry,bathroom,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bathroom,kitchen,kitchen,bedroom_1,bathroom,bedroom_2,living,entry,entry,entry,kitchen,kitchen,living,bedroom_1,bedroom_1,kitchen,entry,kitchen,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
7140,d04 Fri 23:00,kitchen,living,entry,bathroom,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bathroom,kitchen,kitchen,bedroom_1,bathroom,bedroom_2,living,entry,entry,entry,kitchen,kitchen,living,bedroom_1,bedroom_1,kitchen,entry,kitchen,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
7200,d05 Sat 00:00,kitchen,living,entry,bathroom,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bathroom,kitchen,kitchen,bedroom_1,bathroom,bedroom_2,living,entry,entry,entry,kitchen,kitchen,living,bedroom_1,bedroom_1,kitchen,entry,kitchen,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
7260,d05 Sat 01:00,kitchen,living,entry,bedroom_1,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bathroom,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,entry,kitchen,kitchen,living,bedroom_1,bedroom_1,kitchen,entry,kitchen,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
7320,d05 Sat 02:00,kitchen,living,entry,bedroom_1,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bathroom,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,entry,kitchen,kitchen,living,bedroom_1,bedroom_1,kitchen,entry,kitchen,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
7380,d05 Sat 03:00,kitchen,living,entry,bedroom_1,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bathroom,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,entry,kitchen,kitchen,living,bedroom_1,bedroom_1,kitchen,entry,kitchen,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
7440,d05 Sat 04:00,kitchen,living,entry,bedroom_1,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bathroom,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,entry,kitchen,kitchen,living,bedroom_1,bedroom_1,kitchen,entry,kitchen,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
