t,stamp,phone_marie,keys_marie,wallet_marie,laptop_marie,charger_marie,backpack_marie,jacket_marie,water_bottle_marie,mug_marie,bowl_marie,plate_marie,pot_shared_1,pan_shared_1,book_marie,notebook_marie,pen_marie,headphones_marie,remote_shared_1,blanket_marie,yoga_mat_marie,towel_marie,laundry_basket_marie,hairbrush_marie,umbrella_marie,suitcase_marie
28560,d19 Sat 20:00,entry,entry,entry,kitchen,kitchen,entry,entry,kitchen,living,entry,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,entry,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
28620,d19 Sat 21:00,entry,entry,entry,kitchen,kitchen,entry,entry,kitchen,living,entry,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,entry,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
28680,d19 Sat 22:00,entry,entry,entry,kitchen,kitchen,entry,entry,kitchen,living,entry,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,entry,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
28740,d19 Sat 23:00,bedroom,entry,entry,kitchen,bedroom,entry,entry,kitchen,living,entry,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,entry,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
28800,d20 Sun 00:00,bedroom,entry,entry,kitchen,bedroom,entry,entry,kitchen,living,entry,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,entry,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
28860,d20 Sun 01:00,bedroom,entry,entry,kitchen,kitchen,entry,entry,kitchen,living,entry,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,entry,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
28920,d20 Sun 02:00,bedroom,entry,entry,kitchen,kitchen,entry,entry,kitchen,living,entry,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,entry,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
28980,d20 Sun 03:00,bedroom,entry,entry,kitchen,kitchen,entry,entry,kitchen,living,entry,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,entry,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
29040,d20 Sun 04:00,bedroom,entry,entry,kitchen,kitchen,entry,entry,kitchen,living,entry,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,entry,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
29100,d20 Sun 05:00,bedroom,entry,entry,kitchen,kitchen,entry,entry,kitchen,living,entry,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,entry,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
29160,d20 Sun 06:00,bedroom,entry,entry,kitchen,kitchen,entry,entry,kitchen,living,entry,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,entry,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
29220,d20 Sun 07:00,bedroom,entry,entry,kitchen,kitchen,entry,entry,kitchen,living,entry,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,entry,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
29280,d20 Sun 08:00,kitchen,entry,entry,kitchen,kitchen,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,entry,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
29340,d20 Sun 09:00,kitchen,entry,entry,kitchen,kitchen,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,entry,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
29400,d20 Sun 10:00,entry,entry,entry,kitchen,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
29460,d20 Sun 11:00,outside,entry,entry,kitchen,bedroom,entry,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,outside,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
29520,d20 Sun 12:00,entry,entry,entry,kitchen,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
29580,d20 Sun 13:00,entry,entry,entry,kitchen,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
29640,d20 Sun 14:00,entry,entry,entry,kitchen,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
29700,d20 Sun 15:00,entry,entry,entry,kitchen,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
29760,d20 Sun 16:00,entry,entry,entry,kitchen,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
29820,d20 Sun 17:00,entry,entry,entry,kitchen,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
29880,d20 Sun 18:00,entry,entry,entry,kitchen,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
29940,d20 Sun 19:00,entry,entry,entry,kitchen,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
30000,d20 Sun 20:00,entry,entry,entry,kitchen,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
30060,d20 Sun 21:00,entry,entry,entry,kitchen,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
30120,d20 Sun 22:00,entry,entry,entry,kitchen,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
30180,d20 Sun 23:00,bedroom,entry,entry,kitchen,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
30240,d21 Mon 00:00,bedroom,entry,entry,kitchen,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
30300,d21 Mon 01:00,bedroom,entry,entry,kitchen,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
30360,d21 Mon 02:00,bedroom,entry,entry,kitchen,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
30420,d21 Mon 03:00,bedroom,entry,entry,kitchen,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
30480,d21 Mon 04:00,bedroom,entry,entry,kitchen,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
30540,d21 Mon 05:00,bedroom,entry,entry,kitchen,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
30600,d21 Mon 06:00,kitchen,entry,entry,kitchen,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
30660,d21 Mon 07:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,living,outside,outside,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
30720,d21 Mon 08:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,living,outside,outside,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
30780,d21 Mon 09:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,living,outside,outside,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
30840,d21 Mon 10:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,living,outside,outside,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
30900,d21 Mon 11:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,living,outside,outside,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
30960,d21 Mon 12:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,living,outside,outside,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
31020,d21 Mon 13:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,living,outside,outside,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
31080,d21 Mon 14:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,living,outside,outside,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
31140,d21 Mon 15:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,living,outside,outside,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
31200,d21 Mon 16:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,living,outside,outside,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
31260,d21 Mon 17:00,entry,entry,entry,entry,entry,entry,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,living,entry,entry,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
31320,d21 Mon 18:00,living,entry,entry,kitchen,kitchen,entry,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,entry,kitchen
31380,d21 Mon 19:00,living,entry,entry,kitchen,kitchen,entry,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,entry,kitchen
31440,d21 Mon 20:00,living,entry,entry,kitchen,kitchen,entry,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
31500,d21 Mon 21:00,living,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
31560,d21 Mon 22:00,bedroom,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
31620,d21 Mon 23:00,bedroom,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
31680,d22 Tue 00:00,bedroom,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
31740,d22 Tue 01:00,bedroom,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
31800,d22 Tue 02:00,bedroom,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
31860,d22 Tue 03:00,bedroom,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
31920,d22 Tue 04:00,bedroom,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
31980,d22 Tue 05:00,bedroom,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
32040,d22 Tue 06:00,bedroom,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
32100,d22 Tue 07:00,kitchen,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
32160,d22 Tue 08:00,kitchen,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
32220,d22 Tue 09:00,kitchen,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
32280,d22 Tue 10:00,kitchen,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
32340,d22 Tue 11:00,kitchen,entry,entry,living,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,living,kitchen,living,bathroom,bedroom,bathroom,entry,kitchen
32400,d22 Tue 12:00,kitchen,entry,entry,living,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,entry,kitchen,bedroom,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
32460,d22 Tue 13:00,bedroom,entry,entry,living,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,entry,kitchen,bedroom,living,living,living,bedroom,bathroom,bathroom,entry,kitchen
32520,d22 Tue 14:00,living,entry,entry,living,kitchen,entry,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,entry,kitchen,bedroom,living,living,living,bedroom,bathroom,bathroom,entry,kitchen
32580,d22 Tue 15:00,kitchen,entry,entry,living,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,entry,kitchen,bedroom,living,living,living,bedroom,bathroom,bathroom,entry,kitchen
32640,d22 Tue 16:00,kitchen,kitchen,entry,living,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,entry,kitchen,bedroom,living,living,living,bedroom,bathroom,bathroom,entry,kitchen
32700,d22 Tue 17:00,kitchen,kitchen,entry,living,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,living,living,living,bedroom,bathroom,bathroom,entry,kitchen
32760,d22 Tue 18:00,kitchen,kitchen,entry,living,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,living,living,living,bedroom,bathroom,bathroom,entry,kitchen
32820,d22 Tue 19:00,kitchen,kitchen,entry,living,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,living,living,living,bedroom,bathroom,kitchen,entry,kitchen
32880,d22 Tue 20:00,kitchen,kitchen,entry,living,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,living,living,living,bedroom,bathroom,kitchen,entry,kitchen
32940,d22 Tue 21:00,living,kitchen,entry,living,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,living,living,living,bedroom,bathroom,kitchen,entry,kitchen
33000,d22 Tue 22:00,bathroom,kitchen,entry,living,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,living,living,living,bedroom,bathroom,kitchen,entry,kitchen
33060,d22 Tue 23:00,bathroom,kitchen,entry,living,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,living,living,living,bedroom,bathroom,kitchen,entry,kitchen
33120,d23 Wed 00:00,bathroom,kitchen,entry,living,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,living,living,living,bedroom,bathroom,kitchen,entry,kitchen
33180,d23 Wed 01:00,bedroom,kitchen,entry,living,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,living,living,living,bedroom,bathroom,kitchen,entry,kitchen
33240,d23 Wed 02:00,bedroom,kitchen,entry,living,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,living,living,living,bedroom,bathroom,kitchen,entry,kitchen
33300,d23 Wed 03:00,bedroom,kitchen,entry,living,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,living,living,living,bedroom,bathroom,kitchen,entry,kitchen
33360,d23 Wed 04:00,bedroom,kitchen,entry,living,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,living,living,living,bedroom,bathroom,kitchen,entry,kitchen
33420,d23 Wed 05:00,bedroom,kitchen,entry,living,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,living,living,living,bedroom,bedroom,kitchen,entry,kitchen
33480,d23 Wed 06:00,kitchen,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,living,living,living,bedroom,bedroom,bathroom,entry,kitchen
33540,d23 Wed 07:00,kitchen,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,living,living,living,bedroom,bedroom,bathroom,entry,kitchen
33600,d23 Wed 08:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,living,outside,outside,entry,living,living,living,bedroom,bedroom,bathroom,outside,kitchen
33660,d23 Wed 09:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,living,outside,outside,entry,living,living,living,bedroom,bedroom,bathroom,outside,kitchen
33720,d23 Wed 10:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,living,outside,outside,entry,living,living,living,bedroom,bedroom,bathroom,outside,kitchen
33780,d23 Wed 11:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,living,outside,outside,entry,living,living,living,bedroom,bedroom,bathroom,outside,kitchen
33840,d23 Wed 12:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,living,outside,outside,entry,living,living,living,bedroom,bedroom,bathroom,outside,kitchen
33900,d23 Wed 13:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,living,outside,outside,entry,living,living,living,bedroom,bedroom,bathroom,outside,kitchen
33960,d23 Wed 14:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,living,outside,outside,entry,living,living,living,bedroom,bedroom,bathroom,outside,kitchen
34020,d23 Wed 15:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,living,outside,outside,entry,living,living,living,bedroom,bedroom,bathroom,outside,kitchen
34080,d23 Wed 16:00,entry,entry,entry,kitchen,kitchen,entry,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,entry,living,living,living,bedroom,bedroom,bathroom,entry,kitchen
34140,d23 Wed 17:00,entry,entry,entry,kitchen,kitchen,entry,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,entry,living,living,living,bedroom,bedroom,bathroom,entry,kitchen
34200,d23 Wed 18:00,entry,entry,entry,kitchen,kitchen,entry,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,living,bedroom,bedroom,bathroom,entry,kitchen
34260,d23 Wed 19:00,entry,entry,entry,kitchen,kitchen,entry,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,living,bedroom,bedroom,bathroom,entry,kitchen
34320,d23 Wed 20:00,outside,outside,outside,kitchen,kitchen,outside,kitchen,outside,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,living,bedroom,bedroom,bathroom,entry,kitchen
34380,d23 Wed 21:00,entry,entry,kitchen,kitchen,kitchen,bedroom,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
34440,d23 Wed 22:00,entry,entry,kitchen,kitchen,kitchen,bedroom,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
34500,d23 Wed 23:00,bedroom,entry,kitchen,kitchen,kitchen,bedroom,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
34560,d24 Thu 00:00,bedroom,entry,kitchen,kitchen,kitchen,bedroom,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
34620,d24 Thu 01:00,bedroom,entry,kitchen,kitchen,kitchen,bedroom,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
34680,d24 Thu 02:00,bedroom,entry,kitchen,kitchen,kitchen,bedroom,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
34740,d24 Thu 03:00,bedroom,entry,kitchen,kitchen,kitchen,bedroom,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
34800,d24 Thu 04:00,bedroom,entry,kitchen,kitchen,kitchen,bedroom,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
34860,d24 Thu 05:00,bedroom,entry,kitchen,kitchen,kitchen,bedroom,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
34920,d24 Thu 06:00,bedroom,entry,kitchen,kitchen,kitchen,bedroom,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,living,kitchen,bedroom,bathroom,entry,kitchen
34980,d24 Thu 07:00,bedroom,entry,kitchen,kitchen,kitchen,bedroom,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,living,kitchen,bedroom,bathroom,entry,kitchen
35040,d24 Thu 08:00,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,living,kitchen,bedroom,bathroom,entry,kitchen
35100,d24 Thu 09:00,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,living,kitchen,bedroom,bathroom,entry,kitchen
35160,d24 Thu 10:00,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,living,kitchen,bedroom,bathroom,entry,kitchen
35220,d24 Thu 11:00,outside,outside,outside,kitchen,kitchen,bedroom,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,living,outside,kitchen,kitchen,living,living,living,kitchen,bedroom,outside,entry,kitchen
35280,d24 Thu 12:00,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,living,living,living,kitchen,bedroom,bathroom,entry,kitchen
35340,d24 Thu 13:00,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,living,living,living,kitchen,bedroom,bathroom,entry,kitchen
35400,d24 Thu 14:00,outside,entry,outside,kitchen,kitchen,outside,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,living,living,living,kitchen,bedroom,bathroom,outside,kitchen
35460,d24 Thu 15:00,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,living,living,living,kitchen,bedroom,bathroom,entry,kitchen
35520,d24 Thu 16:00,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,living,living,living,kitchen,bedroom,bathroom,entry,kitchen
35580,d24 Thu 17:00,kitchen,entry,kitchen,living,bedroom,entry,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,entry,entry,living,living,living,kitchen,bedroom,bathroom,entry,kitchen
35640,d24 Thu 18:00,kitchen,entry,kitchen,living,bedroom,entry,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,entry,living,living,living,kitchen,bedroom,bathroom,entry,kitchen
35700,d24 Thu 19:00,kitchen,entry,kitchen,living,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,entry,living,living,living,kitchen,bedroom,bathroom,entry,kitchen
35760,d24 Thu 20:00,kitchen,entry,kitchen,living,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,entry,living,living,living,kitchen,bedroom,bathroom,entry,kitchen
35820,d24 Thu 21:00,kitchen,entry,kitchen,living,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,entry,entry,living,living,living,kitchen,bedroom,bathroom,entry,kitchen
