t,stamp,mug_elena,mug_leo,mug_maya,bowl_1,bowl_2,plate_1,plate_2,laptop_leo,laptop_maya,phone_elena,phone_leo,phone_maya,keys_elena,keys_leo,keys_maya,wallet_elena,book_maya,notebook_elena,headphones_leo,water_bottle_maya,towel_maya,jacket_leo,backpack_leo,backpack_maya,gaming_controller_leo,blanket_elena,lunchbox_bag_maya
20520,d14 Mon 06:00,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,living,bedroom_2,bedroom_3,bathroom,bedroom_2,entry,bedroom_3,bedroom_2,living,bedroom_3
20580,d14 Mon 07:00,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,living,bedroom_2,bedroom_3,bathroom,bedroom_2,entry,bedroom_3,bedroom_2,living,bedroom_3
20640,d14 Mon 08:00,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,kitchen,bedroom_2,bedroom_3,bathroom,bedroom_2,entry,bedroom_3,bedroom_2,living,bedroom_3
20700,d14 Mon 09:00,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,kitchen,bedroom_3,kitchen,outside,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
20760,d14 Mon 10:00,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,kitchen,bedroom_3,kitchen,outside,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
20820,d14 Mon 11:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_2,bedroom_3,bedroom_1,bedroom_3,living,bedroom_2,bedroom_3,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,bedroom_2
20880,d14 Mon 12:00,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,kitchen,bedroom_3,kitchen,outside,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,living,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,kitchen,living,bedroom_3
20940,d14 Mon 13:00,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,kitchen,bedroom_3,kitchen,outside,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,living,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,kitchen,living,bedroom_3
21000,d14 Mon 14:00,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,kitchen,bedroom_3,kitchen,outside,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,living,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,kitchen,living,bedroom_3
21060,d14 Mon 15:00,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,kitchen,bedroom_3,kitchen,outside,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,living,living,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,kitchen,living,bedroom_3
21120,d14 Mon 16:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,bedroom_3,bedroom_1,living,living,bedroom_2,bedroom_3,bathroom,kitchen,bedroom_2,bedroom_3,bedroom_2,living,bedroom_3
21180,d14 Mon 17:00,outside,kitchen,kitchen,outside,kitchen,kitchen,kitchen,kitchen,bedroom_3,outside,bedroom_2,bedroom_3,outside,kitchen,bedroom_3,outside,living,outside,bedroom_2,outside,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
21240,d14 Mon 18:00,outside,kitchen,living,outside,kitchen,kitchen,kitchen,living,living,outside,bedroom_2,living,outside,kitchen,bedroom_3,outside,living,outside,bedroom_2,living,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
21300,d14 Mon 19:00,outside,kitchen,kitchen,outside,kitchen,kitchen,kitchen,kitchen,living,outside,kitchen,living,outside,kitchen,bedroom_3,outside,living,outside,kitchen,living,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
21360,d14 Mon 20:00,kitchen,kitchen,living,outside,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_1,kitchen,bedroom_3,outside,kitchen,bedroom_3,outside,bedroom_3,outside,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
21420,d14 Mon 21:00,kitchen,kitchen,living,outside,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,bedroom_1,kitchen,bedroom_3,outside,kitchen,bedroom_3,outside,living,outside,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
21480,d14 Mon 22:00,kitchen,kitchen,living,outside,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,bedroom_1,kitchen,bedroom_3,outside,kitchen,bedroom_3,outside,living,outside,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
21540,d14 Mon 23:00,kitchen,kitchen,living,outside,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,bedroom_1,kitchen,bedroom_3,outside,kitchen,bedroom_3,outside,living,outside,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
21600,d15 Tue 00:00,kitchen,kitchen,living,outside,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,bedroom_1,kitchen,bedroom_3,outside,kitchen,bedroom_3,outside,living,outside,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
21660,d15 Tue 01:00,kitchen,kitchen,living,outside,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,bedroom_1,kitchen,bedroom_3,outside,kitchen,bedroom_3,outside,living,outside,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
21720,d15 Tue 02:00,kitchen,kitchen,living,outside,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,bedroom_1,kitchen,bedroom_3,outside,kitchen,bedroom_3,outside,living,outside,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
21780,d15 Tue 03:00,kitchen,kitchen,living,outside,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,bedroom_1,kitchen,bedroom_3,outside,kitchen,bedroom_3,outside,living,outside,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
21840,d15 Tue 04:00,kitchen,kitchen,living,outside,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,bedroom_1,kitchen,bedroom_3,outside,kitchen,bedroom_3,outside,living,outside,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
21900,d15 Tue 05:00,kitchen,kitchen,living,outside,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,bedroom_1,kitchen,bedroom_3,outside,kitchen,bedroom_3,outside,living,outside,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
21960,d15 Tue 06:00,kitchen,kitchen,living,outside,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,bedroom_1,kitchen,bedroom_3,outside,kitchen,bedroom_3,outside,living,outside,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
22020,d15 Tue 07:00,kitchen,kitchen,living,outside,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,bedroom_1,kitchen,bedroom_3,outside,kitchen,bedroom_3,outside,living,outside,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
22080,d15 Tue 08:00,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,bedroom_3,entry,entry,bedroom_3,bedroom_1,living,bedroom_1,bedroom_2,bedroom_3,bathroom,entry,entry,entry,bedroom_2,bedroom_1,entry
22140,d15 Tue 09:00,kitchen,kitchen,bedroom_3,kitchen,outside,kitchen,kitchen,bedroom_2,bedroom_3,kitchen,outside,bedroom_3,entry,bedroom_2,bedroom_3,bedroom_1,living,bedroom_1,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
22200,d15 Tue 10:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_2,bedroom_3,bedroom_1,living,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
22260,d15 Tue 11:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_2,bedroom_3,bedroom_1,living,kitchen,bedroom_2,bedroom_3,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,bedroom_2
22320,d15 Tue 12:00,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,bedroom_2,bedroom_3,kitchen,outside,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,living,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
22380,d15 Tue 13:00,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,bedroom_2,bedroom_3,kitchen,outside,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,living,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
22440,d15 Tue 14:00,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,bedroom_2,bedroom_3,kitchen,outside,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,living,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
22500,d15 Tue 15:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,kitchen,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,living,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,kitchen,bedroom_1,bedroom_3
22560,d15 Tue 16:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,kitchen,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,living,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,kitchen,bedroom_1,bedroom_3
22620,d15 Tue 17:00,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,living,entry,kitchen,bedroom_3,bedroom_1,living,kitchen,bedroom_2,living,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
22680,d15 Tue 18:00,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,entry,kitchen,bedroom_3,bedroom_1,living,kitchen,bedroom_2,living,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
22740,d15 Tue 19:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,living,kitchen,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
22800,d15 Tue 20:00,bathroom,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bathroom,bathroom,bedroom_2,bathroom,entry,kitchen,bedroom_3,bedroom_1,bathroom,bedroom_1,bedroom_2,bathroom,bathroom,bedroom_2,entry,bathroom,bedroom_2,bathroom,bathroom
22860,d15 Tue 21:00,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,kitchen,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,bedroom_1,bedroom_2,bedroom_3,bathroom,bedroom_2,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
22920,d15 Tue 22:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,bedroom_1,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
22980,d15 Tue 23:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,bedroom_1,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
23040,d16 Wed 00:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,bedroom_1,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
23100,d16 Wed 01:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,bedroom_1,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
23160,d16 Wed 02:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,bedroom_1,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
23220,d16 Wed 03:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,bedroom_1,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
23280,d16 Wed 04:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,bedroom_1,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
23340,d16 Wed 05:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,bedroom_1,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
23400,d16 Wed 06:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,bedroom_1,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
23460,d16 Wed 07:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,bedroom_1,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
23520,d16 Wed 08:00,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
23580,d16 Wed 09:00,kitchen,kitchen,bedroom_3,kitchen,outside,kitchen,kitchen,kitchen,bedroom_3,kitchen,outside,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
23640,d16 Wed 10:00,kitchen,kitchen,bedroom_3,kitchen,outside,kitchen,kitchen,kitchen,bedroom_3,kitchen,outside,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,living,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,kitchen,living,bedroom_3
23700,d16 Wed 11:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,living,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,kitchen,living,bedroom_3
23760,d16 Wed 12:00,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,living,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,kitchen,living,bedroom_3
23820,d16 Wed 13:00,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,living,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,kitchen,living,bedroom_3
23880,d16 Wed 14:00,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,bedroom_1,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,kitchen,living,bedroom_3
23940,d16 Wed 15:00,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,bedroom_1,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,kitchen,living,bedroom_3
24000,d16 Wed 16:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,entry,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,bedroom_1,kitchen,bedroom_3,bathroom,kitchen,bedroom_2,bedroom_3,kitchen,living,bedroom_3
24060,d16 Wed 17:00,outside,kitchen,living,outside,kitchen,kitchen,kitchen,living,living,outside,entry,living,outside,bedroom_2,bedroom_3,outside,bedroom_3,outside,kitchen,living,bathroom,kitchen,entry,bedroom_3,kitchen,living,bedroom_3
24120,d16 Wed 18:00,outside,bedroom_2,bedroom_3,bedroom_2,kitchen,kitchen,kitchen,kitchen,living,outside,bedroom_2,living,kitchen,bedroom_2,bedroom_3,outside,bedroom_3,outside,bedroom_2,living,bathroom,bedroom_2,entry,bedroom_3,bedroom_2,living,bedroom_3
24180,d16 Wed 19:00,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,outside,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,outside,bedroom_3,outside,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,kitchen,living,bedroom_3
24240,d16 Wed 20:00,bathroom,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bathroom,bedroom_2,bathroom,kitchen,kitchen,bedroom_3,outside,bathroom,outside,bedroom_2,bathroom,bathroom,kitchen,entry,bathroom,kitchen,bathroom,bathroom
24300,d16 Wed 21:00,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,bedroom_3,kitchen,bedroom_3,outside,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,kitchen,living,bedroom_3
24360,d16 Wed 22:00,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,bedroom_3,kitchen,bedroom_3,outside,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,kitchen,living,bedroom_3
24420,d16 Wed 23:00,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,bedroom_3,kitchen,bedroom_3,outside,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,kitchen,living,bedroom_3
24480,d17 Thu 00:00,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,bedroom_3,kitchen,bedroom_3,outside,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,kitchen,living,bedroom_3
24540,d17 Thu 01:00,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,bedroom_3,kitchen,bedroom_3,outside,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,kitchen,living,bedroom_3
24600,d17 Thu 02:00,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,bedroom_3,kitchen,bedroom_3,outside,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,kitchen,living,bedroom_3
24660,d17 Thu 03:00,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,bedroom_3,kitchen,bedroom_3,outside,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,kitchen,living,bedroom_3
24720,d17 Thu 04:00,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,bedroom_3,kitchen,bedroom_3,outside,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,kitchen,living,bedroom_3
24780,d17 Thu 05:00,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,bedroom_3,kitchen,bedroom_3,outside,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,kitchen,living,bedroom_3
24840,d17 Thu 06:00,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,bedroom_3,kitchen,bedroom_3,outside,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,kitchen,living,bedroom_3
24900,d17 Thu 07:00,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,bedroom_3,kitchen,bedroom_3,outside,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,kitchen,living,bedroom_3
24960,d17 Thu 08:00,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,kitchen,entry,bedroom_3,bedroom_1,bedroom_3,bedroom_1,bedroom_2,bedroom_3,bathroom,entry,entry,entry,kitchen,living,bedroom_3
25020,d17 Thu 09:00,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,kitchen,bedroom_3,kitchen,outside,bedroom_3,kitchen,kitchen,bedroom_3,bedroom_1,bedroom_3,bedroom_1,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,kitchen,living,bedroom_3
25080,d17 Thu 10:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,bedroom_1,bedroom_3,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,kitchen,living,bedroom_3
25140,d17 Thu 11:00,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,kitchen,bedroom_3,kitchen,outside,bedroom_3,kitchen,bedroom_2,bedroom_3,bedroom_1,bedroom_3,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,kitchen,living,bedroom_3
25200,d17 Thu 12:00,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,kitchen,bedroom_3,kitchen,outside,bedroom_3,kitchen,bedroom_2,bedroom_3,bedroom_1,bedroom_3,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,kitchen,living,bedroom_3
25260,d17 Thu 13:00,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,kitchen,bedroom_3,kitchen,outside,bedroom_3,kitchen,bedroom_2,bedroom_3,bedroom_1,bedroom_3,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,kitchen,living,bedroom_3
25320,d17 Thu 14:00,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,kitchen,bedroom_3,kitchen,outside,bedroom_3,kitchen,bedroom_2,bedroom_3,bedroom_1,bedroom_3,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,kitchen,living,bedroom_3
25380,d17 Thu 15:00,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,kitchen,bedroom_3,kitchen,outside,bedroom_3,kitchen,bedroom_2,bedroom_3,bedroom_1,bedroom_3,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,kitchen,living,bedroom_3
25440,d17 Thu 16:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,kitchen,bedroom_2,bedroom_3,bedroom_1,bedroom_3,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,kitchen,living,bedroom_3
25500,d17 Thu 17:00,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,bedroom_2,living,kitchen,bedroom_2,bedroom_3,bedroom_1,bedroom_3,kitchen,bedroom_2,living,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
25560,d17 Thu 18:00,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,kitchen,bedroom_2,kitchen,entry,bedroom_2,bedroom_3,bedroom_1,living,bedroom_1,bedroom_2,bedroom_3,bathroom,bedroom_2,entry,bedroom_3,bedroom_2,living,bedroom_3
25620,d17 Thu 19:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_2,bedroom_3,bedroom_1,living,kitchen,kitchen,bedroom_3,bathroom,bedroom_2,entry,bedroom_3,bedroom_2,living,bedroom_3
25680,d17 Thu 20:00,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bathroom,kitchen,bathroom,entry,bedroom_2,bedroom_3,bedroom_1,living,kitchen,kitchen,bathroom,bathroom,bedroom_2,entry,bathroom,bedroom_2,living,bathroom
