t,stamp,phone_dana,keys_dana,wallet_dana,lunchbox_dana,mug_dana,notebook_dana,pen_dana,book_dana,glasses_dana,jacket_dana,blanket_1,phone_maya,keys_maya,wallet_maya,laptop_maya,backpack_maya,mug_maya,headphones_maya,notebook_maya,makeup_kit_maya,hairbrush_maya,phone_eli,keys_eli,wallet_eli,backpack_eli,water_bottle_eli,lunchbox_eli,jacket_eli,gaming_controller_eli,headphones_eli,charger_1,remote_1,plate_1,plate_2,plate_3,bowl_1,bowl_2,pot_1,pan_1,laundry_basket_1,vacuum_cleaner_1,towel_1,towel_2
3960,d02 Wed 18:00,entry,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_2,bedroom_2,entry,kitchen,kitchen,kitchen,bedroom_2,kitchen,bathroom,bedroom_2,bedroom_3,kitchen,entry,kitchen,entry,kitchen,entry,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
4020,d02 Wed 19:00,entry,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_2,bedroom_2,entry,kitchen,kitchen,kitchen,bedroom_2,kitchen,bathroom,bedroom_2,bedroom_3,kitchen,entry,kitchen,entry,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
4080,d02 Wed 20:00,entry,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,bathroom,kitchen,living,bedroom_2,bedroom_2,entry,kitchen,kitchen,kitchen,bedroom_2,kitchen,bathroom,bedroom_2,living,kitchen,entry,kitchen,entry,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,kitchen
4140,d02 Wed 21:00,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,bedroom_2,bedroom_2,entry,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,bedroom_2,living,kitchen,entry,kitchen,entry,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,kitchen
4200,d02 Wed 22:00,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,bedroom_2,bedroom_2,entry,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,bedroom_2,living,kitchen,entry,kitchen,entry,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,kitchen
4260,d02 Wed 23:00,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,bedroom_2,bedroom_2,entry,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,bedroom_2,living,kitchen,entry,kitchen,entry,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,kitchen
4320,d03 Thu 00:00,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,bedroom_2,bedroom_2,entry,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,bedroom_2,living,kitchen,entry,kitchen,entry,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,kitchen
4380,d03 Thu 01:00,bedroom_1,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,living,bedroom_2,bedroom_2,entry,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,bedroom_2,living,kitchen,entry,kitchen,entry,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,kitchen
4440,d03 Thu 02:00,bedroom_1,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,living,bedroom_2,bedroom_2,entry,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,bedroom_2,living,kitchen,entry,kitchen,entry,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,kitchen
4500,d03 Thu 03:00,bedroom_1,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,living,bedroom_2,bedroom_2,entry,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,bedroom_2,living,kitchen,entry,kitchen,entry,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,kitchen
4560,d03 Thu 04:00,bedroom_1,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,living,bedroom_2,bedroom_2,entry,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,bedroom_2,living,kitchen,entry,kitchen,entry,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,kitchen
4620,d03 Thu 05:00,bedroom_1,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,living,bedroom_2,bedroom_2,entry,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,bedroom_2,living,kitchen,entry,kitchen,entry,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,kitchen
4680,d03 Thu 06:00,bedroom_1,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,living,bedroom_2,bedroom_2,entry,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_3,kitchen,entry,kitchen,entry,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
4740,d03 Thu 07:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,bedroom_1,kitchen,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,kitchen,kitchen,entry,kitchen,entry,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
4800,d03 Thu 08:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bedroom_2,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
4860,d03 Thu 09:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bedroom_2,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
4920,d03 Thu 10:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bedroom_2,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
4980,d03 Thu 11:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bedroom_2,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
5040,d03 Thu 12:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bedroom_2,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
5100,d03 Thu 13:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bedroom_2,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
5160,d03 Thu 14:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bedroom_2,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
5220,d03 Thu 15:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bedroom_2,bedroom_3,entry,entry,entry,entry,kitchen,kitchen,living,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
5280,d03 Thu 16:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,outside,living,kitchen,bedroom_2,entry,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,bedroom_2,bedroom_3,entry,entry,entry,entry,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
5340,d03 Thu 17:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_2,entry,kitchen,kitchen,kitchen,bedroom_2,kitchen,bathroom,bedroom_2,bedroom_3,entry,entry,entry,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
5400,d03 Thu 18:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_2,entry,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,bathroom,bedroom_2,bedroom_3,entry,entry,entry,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
5460,d03 Thu 19:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_2,entry,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bathroom,bedroom_2,living,entry,entry,entry,kitchen,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
5520,d03 Thu 20:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,entry,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bathroom,bedroom_2,living,entry,entry,entry,kitchen,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
5580,d03 Thu 21:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,living,bedroom_2,bedroom_2,entry,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bathroom,bedroom_2,living,entry,entry,entry,kitchen,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
5640,d03 Thu 22:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,living,bedroom_2,bedroom_2,entry,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bathroom,bedroom_2,living,entry,entry,entry,kitchen,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
5700,d03 Thu 23:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,living,bedroom_2,bedroom_2,entry,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bathroom,bedroom_2,living,entry,entry,entry,kitchen,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
5760,d04 Fri 00:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,living,bedroom_2,bedroom_2,entry,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bathroom,bedroom_2,living,entry,entry,entry,kitchen,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
5820,d04 Fri 01:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,living,bedroom_2,bedroom_2,entry,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bathroom,bedroom_2,living,entry,entry,entry,kitchen,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
5880,d04 Fri 02:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,living,bedroom_2,bedroom_2,entry,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bathroom,bedroom_2,living,entry,entry,entry,kitchen,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
5940,d04 Fri 03:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,living,bedroom_2,bedroom_2,entry,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bathroom,bedroom_2,living,entry,entry,entry,kitchen,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
6000,d04 Fri 04:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,living,bedroom_2,bedroom_2,entry,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bathroom,bedroom_2,living,entry,entry,entry,kitchen,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
6060,d04 Fri 05:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,living,bedroom_2,bedroom_2,entry,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bathroom,bedroom_2,living,entry,entry,entry,kitchen,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
6120,d04 Fri 06:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,living,bedroom_2,bedroom_2,entry,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bathroom,bedroom_2,bedroom_3,kitchen,entry,entry,kitchen,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
6180,d04 Fri 07:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,living,bedroom_2,bedroom_2,entry,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bathroom,bathroom,kitchen,kitchen,entry,entry,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
6240,d04 Fri 08:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,outside,living,bedroom_2,bedroom_2,entry,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bathroom,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
6300,d04 Fri 09:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
6360,d04 Fri 10:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
6420,d04 Fri 11:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
6480,d04 Fri 12:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
6540,d04 Fri 13:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
6600,d04 Fri 14:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
6660,d04 Fri 15:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,bedroom_3,entry,entry,entry,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
6720,d04 Fri 16:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,living,bedroom_2,entry,entry,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,kitchen,living,entry,entry,entry,entry,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom
6780,d04 Fri 17:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,living,bedroom_2,entry,entry,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,kitchen,living,entry,entry,entry,entry,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,entry,bathroom,bathroom
6840,d04 Fri 18:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,entry,entry,kitchen,kitchen,kitchen,bedroom_2,kitchen,bathroom,kitchen,living,entry,entry,entry,entry,kitchen,entry,living,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,bathroom,bathroom
6900,d04 Fri 19:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,entry,entry,kitchen,kitchen,kitchen,bedroom_2,kitchen,bathroom,kitchen,living,entry,entry,entry,entry,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,bathroom,bathroom
6960,d04 Fri 20:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,entry,entry,kitchen,kitchen,kitchen,bedroom_2,kitchen,bathroom,kitchen,living,entry,entry,entry,entry,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,bathroom,bathroom
7020,d04 Fri 21:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,entry,entry,kitchen,kitchen,kitchen,bedroom_2,kitchen,bathroom,kitchen,living,entry,entry,entry,entry,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,bathroom,bathroom
7080,d04 Fri 22:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bathroom,kitchen,living,entry,entry,entry,entry,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,bathroom,bathroom
7140,d04 Fri 23:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bathroom,kitchen,living,entry,entry,entry,entry,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,bathroom,bathroom
7200,d05 Sat 00:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bathroom,kitchen,living,entry,entry,entry,entry,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,bathroom,bathroom
7260,d05 Sat 01:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bathroom,kitchen,living,entry,entry,entry,entry,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,bathroom,bathroom
7320,d05 Sat 02:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bathroom,kitchen,living,entry,entry,entry,entry,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,bathroom,bathroom
