t,stamp,laptop_leena,phone_leena,keys_leena,wallet_leena,backpack_leena,mug_leena,mug_1,bowl_1,bowl_2,plate_1,plate_2,pot_1,pan_1,water_bottle_leena,notebook_leena,pen_leena,tablet_leena,charger_leena,headphones_leena,book_leena,glasses_leena,blanket_leena,remote_1,yoga_mat_leena,watering_can_leena,jacket_leena,umbrella_leena,laundry_basket_leena,towel_leena,hairbrush_leena,makeup_kit_leena,suitcase_leena
21240,d14 Mon 18:00,bedroom,bedroom,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
21300,d14 Mon 19:00,bedroom,bedroom,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
21360,d14 Mon 20:00,bedroom,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,kitchen,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
21420,d14 Mon 21:00,bedroom,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,kitchen,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
21480,d14 Mon 22:00,bedroom,living,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
21540,d14 Mon 23:00,bedroom,living,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
21600,d15 Tue 00:00,bedroom,living,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
21660,d15 Tue 01:00,bedroom,living,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
21720,d15 Tue 02:00,bedroom,living,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
21780,d15 Tue 03:00,bedroom,living,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
21840,d15 Tue 04:00,bedroom,living,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
21900,d15 Tue 05:00,bedroom,living,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
21960,d15 Tue 06:00,bedroom,living,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
22020,d15 Tue 07:00,bedroom,living,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
22080,d15 Tue 08:00,bedroom,bedroom,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,bedroom,bedroom,bathroom,bedroom,bedroom,bedroom
22140,d15 Tue 09:00,bedroom,bedroom,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bedroom,kitchen,living,kitchen,kitchen,bedroom,bedroom,bathroom,bedroom,bedroom,bedroom
22200,d15 Tue 10:00,kitchen,bedroom,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,bedroom,bedroom,bedroom,bedroom,kitchen,living,kitchen,kitchen,bedroom,bedroom,bathroom,bedroom,bedroom,bedroom
22260,d15 Tue 11:00,kitchen,bedroom,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,living,bedroom,bedroom,bedroom,bedroom,kitchen,living,kitchen,kitchen,bedroom,bedroom,bathroom,bedroom,bedroom,bedroom
22320,d15 Tue 12:00,bedroom,bedroom,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,living,bedroom,bedroom,bedroom,bedroom,kitchen,living,kitchen,kitchen,bedroom,bedroom,bathroom,bedroom,bathroom,bedroom
22380,d15 Tue 13:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,outside,bedroom,kitchen,bedroom,living,outside,bedroom,bedroom,bedroom,kitchen,living,kitchen,outside,outside,bedroom,bathroom,bedroom,outside,outside
22440,d15 Tue 14:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,outside,bedroom,kitchen,bedroom,living,outside,bedroom,bedroom,bedroom,kitchen,living,kitchen,outside,outside,bedroom,bathroom,bedroom,outside,outside
22500,d15 Tue 15:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,bedroom,living,bedroom,bedroom,kitchen,bedroom,kitchen,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
22560,d15 Tue 16:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,bedroom,living,bedroom,bedroom,kitchen,bedroom,kitchen,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
22620,d15 Tue 17:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,bedroom,living,bedroom,bedroom,kitchen,bedroom,kitchen,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
22680,d15 Tue 18:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,bedroom,living,bedroom,bedroom,bedroom,bedroom,kitchen,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
22740,d15 Tue 19:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,kitchen,living,bedroom,living,bedroom,bedroom,kitchen,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
22800,d15 Tue 20:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,living,bedroom,living,bedroom,bedroom,kitchen,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
22860,d15 Tue 21:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,living,bedroom,living,bedroom,bedroom,kitchen,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
22920,d15 Tue 22:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,living,bedroom,living,bedroom,bedroom,kitchen,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
22980,d15 Tue 23:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,living,bedroom,living,bedroom,bedroom,kitchen,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
23040,d16 Wed 00:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,living,bedroom,living,bedroom,bedroom,kitchen,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
23100,d16 Wed 01:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,living,bedroom,living,bedroom,bedroom,kitchen,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
23160,d16 Wed 02:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,living,bedroom,living,bedroom,bedroom,kitchen,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
23220,d16 Wed 03:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,living,bedroom,living,bedroom,bedroom,kitchen,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
23280,d16 Wed 04:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,living,bedroom,living,bedroom,bedroom,kitchen,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
23340,d16 Wed 05:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,living,bedroom,living,bedroom,bedroom,kitchen,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
23400,d16 Wed 06:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,living,bedroom,living,bedroom,bedroom,kitchen,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
23460,d16 Wed 07:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,living,bedroom,living,bedroom,bedroom,kitchen,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
23520,d16 Wed 08:00,bedroom,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,living,bedroom,living,bedroom,bedroom,kitchen,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
23580,d16 Wed 09:00,bedroom,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,living,bedroom,living,bedroom,bedroom,kitchen,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
23640,d16 Wed 10:00,bedroom,bedroom,entry,entry,entry,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,living,bedroom,living,bedroom,bedroom,kitchen,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
23700,d16 Wed 11:00,bedroom,bedroom,entry,entry,entry,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,living,bedroom,living,bedroom,bedroom,kitchen,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
23760,d16 Wed 12:00,bedroom,bedroom,entry,kitchen,entry,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,living,bedroom,living,bedroom,bedroom,kitchen,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
23820,d16 Wed 13:00,bedroom,bedroom,entry,kitchen,entry,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,living,bedroom,living,bedroom,bedroom,kitchen,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
23880,d16 Wed 14:00,kitchen,bedroom,entry,kitchen,entry,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,living,bedroom,living,bedroom,bedroom,kitchen,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
23940,d16 Wed 15:00,kitchen,bedroom,entry,kitchen,entry,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,living,bedroom,living,bedroom,bedroom,kitchen,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
24000,d16 Wed 16:00,kitchen,bedroom,entry,kitchen,entry,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,living,bedroom,living,bedroom,bedroom,kitchen,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
24060,d16 Wed 17:00,kitchen,bedroom,entry,kitchen,entry,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,living,bedroom,living,bedroom,bedroom,kitchen,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
24120,d16 Wed 18:00,kitchen,bedroom,entry,kitchen,entry,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,living,bedroom,living,bedroom,bedroom,kitchen,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
24180,d16 Wed 19:00,bedroom,bedroom,entry,kitchen,entry,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,living,bedroom,living,bedroom,bedroom,kitchen,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
24240,d16 Wed 20:00,kitchen,kitchen,entry,kitchen,entry,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,living,bedroom,living,bedroom,bedroom,kitchen,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
24300,d16 Wed 21:00,bedroom,bedroom,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
24360,d16 Wed 22:00,bedroom,bedroom,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
24420,d16 Wed 23:00,bedroom,bedroom,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
24480,d17 Thu 00:00,bedroom,bedroom,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
24540,d17 Thu 01:00,bedroom,bedroom,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
24600,d17 Thu 02:00,bedroom,bedroom,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
24660,d17 Thu 03:00,bedroom,bedroom,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
24720,d17 Thu 04:00,bedroom,bedroom,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
24780,d17 Thu 05:00,bedroom,bedroom,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
24840,d17 Thu 06:00,bedroom,bedroom,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
24900,d17 Thu 07:00,bedroom,bedroom,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
24960,d17 Thu 08:00,bedroom,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
25020,d17 Thu 09:00,bedroom,bedroom,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
25080,d17 Thu 10:00,bedroom,bedroom,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
25140,d17 Thu 11:00,bedroom,bedroom,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
25200,d17 Thu 12:00,bedroom,bedroom,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
25260,d17 Thu 13:00,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
25320,d17 Thu 14:00,kitchen,bedroom,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
25380,d17 Thu 15:00,kitchen,bedroom,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
25440,d17 Thu 16:00,kitchen,bedroom,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
25500,d17 Thu 17:00,bedroom,bedroom,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
25560,d17 Thu 18:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,outside,bedroom,bedroom,living,bedroom,outside,bedroom,bedroom,bedroom,living,living,kitchen,outside,outside,bedroom,bathroom,bedroom,outside,outside
25620,d17 Thu 19:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,outside,bedroom,bedroom,living,bedroom,outside,bedroom,bedroom,bedroom,living,living,kitchen,outside,outside,bedroom,bathroom,bedroom,outside,outside
25680,d17 Thu 20:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,outside,bedroom,bedroom,living,bedroom,outside,bedroom,bedroom,bedroom,living,living,kitchen,outside,outside,bedroom,bathroom,bedroom,outside,outside
25740,d17 Thu 21:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,outside,bedroom,bedroom,living,bedroom,outside,bedroom,bedroom,bedroom,living,living,kitchen,outside,outside,bedroom,bathroom,bedroom,outside,outside
25800,d17 Thu 22:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
25860,d17 Thu 23:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
25920,d18 Fri 00:00,bedroom,bedroom,entry,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
25980,d18 Fri 01:00,bedroom,bedroom,entry,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
26040,d18 Fri 02:00,bedroom,bedroom,entry,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
26100,d18 Fri 03:00,bedroom,bedroom,entry,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
26160,d18 Fri 04:00,bedroom,bedroom,entry,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
26220,d18 Fri 05:00,bedroom,bedroom,entry,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
26280,d18 Fri 06:00,bedroom,bedroom,entry,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
26340,d18 Fri 07:00,bedroom,bedroom,entry,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
26400,d18 Fri 08:00,bedroom,bedroom,entry,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
26460,d18 Fri 09:00,bedroom,bedroom,entry,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
