t,stamp,mug_1,mug_2,laptop_1,phone_1,phone_2,keys_1,keys_2,book_1,book_2,water_bottle_1,water_bottle_2,remote_1,charger_1,charger_2,glasses_1,glasses_2,notebook_1,pen_1,medication_bottle_1,medication_bottle_2,jacket_1,jacket_2,wallet_1,wallet_2
28320,d19 Sat 16:00,kitchen,kitchen,living,living,entry,entry,bedroom_2,living,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,bedroom_2
28380,d19 Sat 17:00,kitchen,kitchen,living,living,entry,entry,bedroom_2,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
28440,d19 Sat 18:00,kitchen,kitchen,living,living,entry,entry,bedroom_2,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
28500,d19 Sat 19:00,kitchen,kitchen,living,living,entry,entry,bedroom_2,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
28560,d19 Sat 20:00,kitchen,kitchen,living,living,entry,entry,bedroom_2,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
28620,d19 Sat 21:00,kitchen,kitchen,living,living,entry,entry,bedroom_2,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
28680,d19 Sat 22:00,kitchen,kitchen,living,living,entry,entry,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
28740,d19 Sat 23:00,kitchen,kitchen,living,living,entry,entry,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
28800,d20 Sun 00:00,kitchen,kitchen,living,living,entry,entry,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
28860,d20 Sun 01:00,kitchen,kitchen,living,living,entry,entry,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
28920,d20 Sun 02:00,kitchen,kitchen,living,living,entry,entry,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
28980,d20 Sun 03:00,kitchen,kitchen,living,living,entry,entry,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
29040,d20 Sun 04:00,kitchen,kitchen,living,living,entry,entry,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
29100,d20 Sun 05:00,kitchen,kitchen,living,living,entry,entry,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
29160,d20 Sun 06:00,kitchen,kitchen,living,living,entry,entry,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
29220,d20 Sun 07:00,kitchen,kitchen,living,living,entry,entry,entry,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,entry,entry
29280,d20 Sun 08:00,kitchen,kitchen,living,living,entry,bedroom_1,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,kitchen
29340,d20 Sun 09:00,kitchen,kitchen,living,living,entry,living,kitchen,living,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen
29400,d20 Sun 10:00,kitchen,kitchen,living,living,entry,living,entry,living,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,entry
29460,d20 Sun 11:00,kitchen,kitchen,living,living,entry,living,entry,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,entry
29520,d20 Sun 12:00,kitchen,kitchen,living,living,entry,living,entry,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,entry
29580,d20 Sun 13:00,kitchen,kitchen,bedroom_2,living,entry,kitchen,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,bedroom_2
29640,d20 Sun 14:00,kitchen,kitchen,bedroom_2,living,entry,living,bedroom_2,living,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,bedroom_2
29700,d20 Sun 15:00,kitchen,kitchen,bedroom_2,living,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,bedroom_2
29760,d20 Sun 16:00,kitchen,kitchen,living,living,entry,living,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen
29820,d20 Sun 17:00,kitchen,kitchen,living,living,entry,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
29880,d20 Sun 18:00,kitchen,kitchen,living,living,entry,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
29940,d20 Sun 19:00,kitchen,kitchen,living,living,entry,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
30000,d20 Sun 20:00,kitchen,kitchen,living,living,entry,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
30060,d20 Sun 21:00,kitchen,kitchen,living,living,entry,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
30120,d20 Sun 22:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
30180,d20 Sun 23:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
