t,stamp,laptop_mara,phone_mara,keys_mara,wallet_mara,backpack_mara,lunchbox_mara,water_bottle_mara,mug_mara,notebook_mara,pen_mara,book_mara,glasses_mara,charger_mara,jacket_mara,yoga_mat_mara,phone_darren,keys_darren,wallet_darren,backpack_darren,lunchbox_darren,water_bottle_darren,jacket_darren,headphones_darren,book_darren,glasses_darren,charger_darren,gaming_controller_darren,mug_shared_1,bowl_shared_1,plate_shared_1,remote_shared_1,blanket_shared_1,laundry_basket_shared_1,vacuum_cleaner_shared_1,pot_shared_1,pan_shared_1,towel_shared_1
5040,d03 Thu 12:00,outside,outside,outside,outside,outside,outside,outside,bathroom,kitchen,kitchen,outside,outside,outside,outside,living,living,entry,kitchen,entry,kitchen,kitchen,entry,entry,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
5100,d03 Thu 13:00,outside,outside,outside,outside,outside,outside,outside,bathroom,kitchen,kitchen,outside,outside,outside,outside,living,living,entry,kitchen,entry,kitchen,kitchen,entry,entry,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
5160,d03 Thu 14:00,outside,outside,outside,outside,outside,outside,outside,bathroom,kitchen,kitchen,outside,outside,outside,outside,living,living,entry,kitchen,entry,kitchen,kitchen,entry,entry,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
5220,d03 Thu 15:00,outside,outside,outside,outside,outside,outside,outside,bathroom,kitchen,kitchen,outside,outside,outside,outside,living,living,entry,kitchen,entry,kitchen,kitchen,entry,entry,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
5280,d03 Thu 16:00,outside,outside,outside,outside,outside,outside,outside,bathroom,kitchen,kitchen,outside,outside,outside,outside,living,living,entry,kitchen,entry,kitchen,kitchen,entry,entry,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
5340,d03 Thu 17:00,outside,outside,outside,outside,outside,outside,outside,bathroom,kitchen,kitchen,outside,outside,outside,outside,living,living,entry,kitchen,entry,kitchen,kitchen,entry,entry,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
5400,d03 Thu 18:00,living,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bathroom,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,living,living,entry,kitchen,entry,kitchen,kitchen,entry,entry,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
5460,d03 Thu 19:00,living,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bathroom,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,living,living,entry,kitchen,entry,kitchen,kitchen,entry,entry,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
5520,d03 Thu 20:00,living,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bathroom,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,living,living,entry,kitchen,entry,kitchen,kitchen,entry,entry,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
5580,d03 Thu 21:00,living,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bathroom,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,living,living,entry,kitchen,entry,kitchen,kitchen,entry,entry,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
5640,d03 Thu 22:00,living,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bathroom,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
5700,d03 Thu 23:00,living,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bathroom,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
5760,d04 Fri 00:00,living,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bathroom,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
5820,d04 Fri 01:00,living,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bathroom,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
5880,d04 Fri 02:00,living,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bathroom,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
5940,d04 Fri 03:00,living,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bathroom,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
6000,d04 Fri 04:00,living,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bathroom,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
6060,d04 Fri 05:00,living,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bathroom,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
6120,d04 Fri 06:00,living,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
6180,d04 Fri 07:00,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,outside,outside,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
6240,d04 Fri 08:00,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,outside,outside,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
6300,d04 Fri 09:00,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,outside,outside,outside,outside,living,living,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,living,entry,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
6360,d04 Fri 10:00,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,outside,outside,outside,outside,living,living,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,living,entry,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
6420,d04 Fri 11:00,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,outside,outside,outside,outside,living,living,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,living,entry,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
6480,d04 Fri 12:00,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,outside,outside,outside,outside,living,living,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,living,entry,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
6540,d04 Fri 13:00,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,outside,outside,outside,outside,living,living,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,living,entry,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
6600,d04 Fri 14:00,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,outside,outside,outside,outside,living,living,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,living,entry,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
6660,d04 Fri 15:00,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,outside,outside,outside,outside,living,living,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,living,entry,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
6720,d04 Fri 16:00,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,outside,outside,outside,outside,living,living,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,living,entry,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
6780,d04 Fri 17:00,living,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,living,entry,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
6840,d04 Fri 18:00,living,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
6900,d04 Fri 19:00,living,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,entry,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
6960,d04 Fri 20:00,kitchen,bathroom,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,entry,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
7020,d04 Fri 21:00,kitchen,bathroom,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,entry,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
7080,d04 Fri 22:00,kitchen,bathroom,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,entry,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
7140,d04 Fri 23:00,kitchen,bathroom,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,entry,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
7200,d05 Sat 00:00,kitchen,bathroom,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,entry,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
7260,d05 Sat 01:00,kitchen,bathroom,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,entry,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
7320,d05 Sat 02:00,kitchen,bathroom,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,entry,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
7380,d05 Sat 03:00,kitchen,bathroom,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,entry,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
7440,d05 Sat 04:00,kitchen,bathroom,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,entry,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
7500,d05 Sat 05:00,kitchen,bathroom,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,entry,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
7560,d05 Sat 06:00,kitchen,bathroom,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,entry,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
7620,d05 Sat 07:00,kitchen,bathroom,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,entry,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
7680,d05 Sat 08:00,kitchen,bathroom,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,entry,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
7740,d05 Sat 09:00,kitchen,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,entry,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
7800,d05 Sat 10:00,kitchen,living,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,living,entry,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
7860,d05 Sat 11:00,kitchen,outside,outside,outside,entry,kitchen,kitchen,kitchen,living,entry,outside,outside,bedroom_1,entry,living,outside,outside,outside,entry,kitchen,living,entry,living,living,outside,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
7920,d05 Sat 12:00,kitchen,bedroom_1,kitchen,entry,entry,kitchen,kitchen,kitchen,living,entry,bedroom_1,bedroom_1,bedroom_1,entry,living,outside,outside,outside,entry,kitchen,living,entry,living,living,outside,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
7980,d05 Sat 13:00,kitchen,bedroom_1,kitchen,entry,entry,kitchen,kitchen,kitchen,living,entry,bedroom_1,bedroom_1,bedroom_1,entry,living,living,entry,kitchen,entry,kitchen,living,entry,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
8040,d05 Sat 14:00,kitchen,bedroom_1,kitchen,entry,entry,kitchen,kitchen,kitchen,living,entry,bedroom_1,bedroom_1,bedroom_1,entry,living,living,entry,kitchen,entry,kitchen,living,entry,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
8100,d05 Sat 15:00,kitchen,bedroom_1,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,bedroom_1,bedroom_1,entry,living,living,entry,kitchen,entry,kitchen,living,entry,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
8160,d05 Sat 16:00,kitchen,bedroom_1,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,bedroom_1,bedroom_1,entry,living,living,entry,kitchen,entry,kitchen,living,bedroom_2,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_1,entry,kitchen,kitchen,kitchen
8220,d05 Sat 17:00,kitchen,outside,outside,outside,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,outside,bedroom_1,entry,living,outside,outside,outside,entry,kitchen,living,bedroom_2,living,living,outside,living,living,kitchen,kitchen,kitchen,living,living,bedroom_1,entry,kitchen,kitchen,kitchen
8280,d05 Sat 18:00,kitchen,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,bedroom_1,bedroom_1,entry,living,living,entry,entry,entry,kitchen,living,bedroom_2,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_1,entry,kitchen,kitchen,kitchen
8340,d05 Sat 19:00,kitchen,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,bedroom_1,bedroom_1,entry,living,living,entry,entry,entry,kitchen,living,bedroom_2,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_1,entry,kitchen,kitchen,kitchen
8400,d05 Sat 20:00,kitchen,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,bedroom_1,bedroom_1,entry,living,living,entry,entry,entry,kitchen,living,bedroom_2,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_1,entry,kitchen,kitchen,kitchen
8460,d05 Sat 21:00,kitchen,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,bedroom_1,bedroom_1,entry,living,living,entry,entry,entry,kitchen,living,bedroom_2,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_1,entry,kitchen,kitchen,kitchen
8520,d05 Sat 22:00,kitchen,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,bedroom_1,bedroom_1,entry,living,living,entry,entry,entry,kitchen,living,bedroom_2,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_1,entry,kitchen,kitchen,kitchen
8580,d05 Sat 23:00,kitchen,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,bedroom_1,bedroom_1,entry,living,living,entry,entry,entry,kitchen,living,bedroom_2,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_1,entry,kitchen,kitchen,kitchen
8640,d06 Sun 00:00,kitchen,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,bedroom_1,bedroom_1,entry,living,living,entry,entry,entry,kitchen,living,bedroom_2,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_1,entry,kitchen,kitchen,kitchen
8700,d06 Sun 01:00,kitchen,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,bedroom_1,bedroom_1,entry,living,living,entry,entry,entry,kitchen,living,bedroom_2,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_1,entry,kitchen,kitchen,kitchen
