t,stamp,phone_elias,keys_elias,wallet_elias,laptop_elias,charger_elias,backpack_elias,mug_elias,water_bottle_elias,notebook_elias,pen_elias,headphones_elias,jacket_elias,phone_priya,keys_priya,wallet_priya,backpack_priya,lunchbox_priya,water_bottle_priya,mug_priya,jacket_priya,yoga_mat_priya,hairbrush_priya,makeup_kit_priya,blanket_noa,water_bottle_noa,backpack_noa,toy_noa,book_noa,towel_noa,medication_bottle_noa,plate_shared_1,bowl_shared_1,pot_shared_1,pan_shared_1,remote_shared_1,tablet_shared_1,charger_shared_1,laundry_basket_shared_1,vacuum_cleaner_shared_1,umbrella_shared_1,suitcase_shared_1
4080,d02 Wed 20:00,entry,entry,bedroom_1,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,entry,entry,bathroom,bathroom,bedroom_2,living,bedroom_1,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
4140,d02 Wed 21:00,entry,entry,bedroom_1,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,living,bedroom_1,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
4200,d02 Wed 22:00,entry,entry,bedroom_1,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,living,bedroom_1,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
4260,d02 Wed 23:00,entry,entry,bedroom_1,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,living,bedroom_1,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
4320,d03 Thu 00:00,entry,entry,bedroom_1,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,living,bedroom_1,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
4380,d03 Thu 01:00,entry,entry,bedroom_1,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,living,bedroom_1,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
4440,d03 Thu 02:00,entry,entry,bedroom_1,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,living,bedroom_1,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
4500,d03 Thu 03:00,entry,entry,bedroom_1,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,living,bedroom_1,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
4560,d03 Thu 04:00,entry,entry,bedroom_1,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,living,bedroom_1,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
4620,d03 Thu 05:00,entry,entry,bedroom_1,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,living,bedroom_1,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
4680,d03 Thu 06:00,entry,entry,bedroom_1,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,living,bedroom_1,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
4740,d03 Thu 07:00,entry,entry,bedroom_1,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,bathroom,entry,entry,bedroom_1,kitchen,kitchen,kitchen,entry,living,bathroom,entry,bedroom_2,living,bedroom_1,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
4800,d03 Thu 08:00,outside,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,outside,outside,bathroom,entry,entry,bedroom_1,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,outside,outside,outside,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
4860,d03 Thu 09:00,outside,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,outside,outside,bathroom,entry,entry,bedroom_1,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,outside,outside,outside,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
4920,d03 Thu 10:00,outside,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,outside,outside,bathroom,entry,entry,bedroom_1,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,outside,outside,outside,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
4980,d03 Thu 11:00,outside,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,outside,outside,bathroom,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,outside,outside,outside,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
5040,d03 Thu 12:00,outside,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,outside,outside,bathroom,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,outside,outside,outside,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
5100,d03 Thu 13:00,outside,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bathroom,outside,outside,outside,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,living,bedroom_1,entry,bedroom_1
5160,d03 Thu 14:00,outside,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,outside,outside,outside,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,living,bedroom_1,entry,bedroom_1
5220,d03 Thu 15:00,outside,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,living,living,entry,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,entry,kitchen,living,bedroom_1,entry,bedroom_1
5280,d03 Thu 16:00,outside,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,outside,outside,bathroom,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,living,kitchen,entry,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
5340,d03 Thu 17:00,entry,entry,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,living,entry,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,entry,kitchen,living,bedroom_1,entry,bedroom_1
5400,d03 Thu 18:00,entry,entry,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,living,entry,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,entry,bedroom_1
5460,d03 Thu 19:00,entry,entry,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,living,entry,living,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,entry,bedroom_1
5520,d03 Thu 20:00,entry,entry,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,living,living,entry,living,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,entry,bedroom_1
5580,d03 Thu 21:00,bedroom_1,entry,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,living,entry,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,entry,bedroom_1
5640,d03 Thu 22:00,bedroom_1,entry,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,living,entry,living,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,entry,bedroom_1
5700,d03 Thu 23:00,bedroom_1,entry,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,living,entry,living,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,entry,bedroom_1
5760,d04 Fri 00:00,bedroom_1,entry,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,living,entry,living,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,entry,bedroom_1
5820,d04 Fri 01:00,bedroom_1,entry,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,living,entry,living,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,entry,bedroom_1
5880,d04 Fri 02:00,bedroom_1,entry,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,living,entry,living,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,entry,bedroom_1
5940,d04 Fri 03:00,bedroom_1,entry,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,living,entry,living,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,entry,bedroom_1
6000,d04 Fri 04:00,bedroom_1,entry,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,living,entry,living,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,entry,bedroom_1
6060,d04 Fri 05:00,bedroom_1,entry,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,living,entry,living,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,entry,bedroom_1
6120,d04 Fri 06:00,entry,entry,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,living,entry,living,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,entry,bedroom_1
6180,d04 Fri 07:00,entry,entry,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,living,entry,living,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,entry,bedroom_1
6240,d04 Fri 08:00,kitchen,entry,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,outside,outside,outside,bathroom,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,entry,bedroom_1
6300,d04 Fri 09:00,kitchen,entry,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,kitchen,outside,outside,bathroom,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,entry,bedroom_1
6360,d04 Fri 10:00,kitchen,entry,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,kitchen,outside,outside,bathroom,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,entry,bedroom_1
6420,d04 Fri 11:00,kitchen,entry,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,kitchen,outside,outside,bathroom,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,entry,bedroom_1
6480,d04 Fri 12:00,kitchen,entry,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,kitchen,outside,outside,bathroom,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,entry,bedroom_1
6540,d04 Fri 13:00,entry,entry,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,living,outside,outside,bathroom,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,entry,bedroom_1
6600,d04 Fri 14:00,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,bathroom,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,living,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,entry,bedroom_1
6660,d04 Fri 15:00,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,bathroom,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,living,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,entry,bedroom_1
6720,d04 Fri 16:00,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,bathroom,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,living,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,entry,bedroom_1
6780,d04 Fri 17:00,entry,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,living,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,entry,bedroom_1
6840,d04 Fri 18:00,entry,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,living,kitchen,kitchen,living,living,bathroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
6900,d04 Fri 19:00,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,bathroom,bathroom,living,kitchen,kitchen,kitchen,living,bathroom,kitchen,kitchen,living,kitchen,kitchen,living,living,kitchen,living,bedroom_1,kitchen,bedroom_1
6960,d04 Fri 20:00,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,bathroom,bathroom,living,kitchen,kitchen,kitchen,living,bathroom,kitchen,kitchen,living,kitchen,kitchen,living,living,kitchen,living,bedroom_1,kitchen,bedroom_1
7020,d04 Fri 21:00,living,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,bathroom,bathroom,bedroom_2,kitchen,kitchen,kitchen,living,bathroom,kitchen,kitchen,living,kitchen,kitchen,living,living,kitchen,living,bedroom_1,kitchen,bedroom_1
7080,d04 Fri 22:00,living,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,bathroom,bathroom,bedroom_2,kitchen,kitchen,kitchen,living,bathroom,kitchen,kitchen,living,kitchen,kitchen,living,living,kitchen,living,bedroom_1,kitchen,bedroom_1
7140,d04 Fri 23:00,living,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,bathroom,bathroom,bedroom_2,kitchen,kitchen,kitchen,living,bathroom,kitchen,kitchen,living,kitchen,kitchen,living,living,kitchen,living,bedroom_1,kitchen,bedroom_1
7200,d05 Sat 00:00,living,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,bathroom,bathroom,bedroom_2,kitchen,kitchen,kitchen,living,bathroom,kitchen,kitchen,living,kitchen,kitchen,living,living,kitchen,living,bedroom_1,kitchen,bedroom_1
7260,d05 Sat 01:00,living,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,bathroom,bathroom,bedroom_2,kitchen,kitchen,kitchen,living,bathroom,kitchen,kitchen,living,kitchen,kitchen,living,living,kitchen,living,bedroom_1,kitchen,bedroom_1
7320,d05 Sat 02:00,living,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,bathroom,bathroom,bedroom_2,kitchen,kitchen,kitchen,living,bathroom,kitchen,kitchen,living,kitchen,kitchen,living,living,kitchen,living,bedroom_1,kitchen,bedroom_1
7380,d05 Sat 03:00,living,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,bathroom,bathroom,bedroom_2,kitchen,kitchen,kitchen,living,bathroom,kitchen,kitchen,living,kitchen,kitchen,living,living,kitchen,living,bedroom_1,kitchen,bedroom_1
7440,d05 Sat 04:00,living,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,bathroom,bathroom,bedroom_2,kitchen,kitchen,kitchen,living,bathroom,kitchen,kitchen,living,kitchen,kitchen,living,living,kitchen,living,bedroom_1,kitchen,bedroom_1
7500,d05 Sat 05:00,living,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,bathroom,bathroom,bedroom_2,kitchen,kitchen,kitchen,living,bathroom,kitchen,kitchen,living,kitchen,kitchen,living,living,kitchen,living,bedroom_1,kitchen,bedroom_1
7560,d05 Sat 06:00,living,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,bathroom,bathroom,bedroom_2,kitchen,kitchen,kitchen,living,bathroom,kitchen,kitchen,living,kitchen,kitchen,living,living,kitchen,living,bedroom_1,kitchen,bedroom_1
7620,d05 Sat 07:00,living,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,bathroom,bathroom,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1
